DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-08-14 00:00:00;12;6;7;0;0;0;0;0;0
2020-08-14 00:15:00;29;9;28;1;1;0;0;0;0
2020-08-14 00:30:00;21;9;19;1;1;0;0;0;0
2020-08-14 00:45:00;7;6;20;0;0;0;0;0;0
2020-08-14 01:00:00;4;1;12;0;0;0;0;0;0
2020-08-14 01:15:00;5;6;10;0;0;0;0;0;0
2020-08-14 01:30:00;7;6;12;0;0;0;0;0;0
2020-08-14 01:45:00;5;5;9;0;0;0;0;0;0
2020-08-14 02:00:00;11;4;10;0;0;0;0;0;0
2020-08-14 02:15:00;12;3;9;0;0;0;0;0;0
2020-08-14 02:30:00;4;4;6;0;0;0;0;0;0
2020-08-14 02:45:00;4;2;7;1;1;0;0;0;0
2020-08-14 03:00:00;8;5;12;0;0;0;0;0;0
2020-08-14 03:15:00;3;3;3;0;0;0;0;0;0
2020-08-14 03:30:00;7;3;9;1;1;0;0;0;0
2020-08-14 03:45:00;3;3;9;0;0;0;0;0;0
2020-08-14 04:00:00;9;3;11;0;0;0;0;0;0
2020-08-14 04:15:00;5;2;17;0;0;0;0;0;0
2020-08-14 04:30:00;14;2;17;0;0;0;0;0;0
2020-08-14 04:45:00;16;7;19;0;0;0;0;0;0
2020-08-14 05:00:00;22;10;23;1;1;0;0;0;0
2020-08-14 05:15:00;30;14;41;0;0;0;0;0;0
2020-08-14 05:30:00;32;9;80;2;3;0;0;0;0
2020-08-14 05:45:00;38;12;77;0;0;0;0;0;0
2020-08-14 06:00:00;42;18;70;1;1;0;0;0;0
2020-08-14 06:15:00;60;20;101;2;2;0;0;0;0
2020-08-14 06:30:00;59;24;134;1;1;0;0;0;0
2020-08-14 06:45:00;70;36;119;1;1;0;0;0;0
2020-08-14 07:00:00;46;22;136;2;1;0;0;0;0
2020-08-14 07:15:00;77;41;140;1;1;0;0;0;0
2020-08-14 07:30:00;75;49;150;1;1;0;0;0;0
2020-08-14 07:45:00;73;42;173;2;2;2;0;0;0
2020-08-14 08:00:00;61;39;173;1;1;0;0;0;0
2020-08-14 08:15:00;92;46;151;2;1;0;0;0;0
2020-08-14 08:30:00;85;53;173;1;1;0;0;0;0
2020-08-14 08:45:00;105;53;196;1;1;1;0;0;0
2020-08-14 09:00:00;105;45;169;2;2;1;0;0;0
2020-08-14 09:15:00;111;58;195;2;1;2;0;0;0
2020-08-14 09:30:00;93;51;204;2;3;2;0;0;0
2020-08-14 09:45:00;139;66;226;2;2;2;0;0;0
2020-08-14 10:00:00;132;71;230;2;1;5;0;0;0
2020-08-14 10:15:00;142;48;218;3;3;1;0;0;0
2020-08-14 10:30:00;158;69;210;2;2;4;0;0;0
2020-08-14 10:45:00;164;93;209;2;2;3;0;0;0
2020-08-14 11:00:00;140;65;196;1;1;1;0;0;0
2020-08-14 11:15:00;171;75;220;2;2;1;0;0;0
2020-08-14 11:30:00;165;80;194;3;3;2;0;0;0
2020-08-14 11:45:00;147;70;226;5;5;2;0;0;0
2020-08-14 12:00:00;159;76;219;1;1;0;0;0;0
2020-08-14 12:15:00;175;72;248;1;1;1;0;0;0
2020-08-14 12:30:00;168;73;215;1;1;0;0;0;0
2020-08-14 12:45:00;172;89;192;2;2;0;0;0;0
2020-08-14 13:00:00;169;73;215;2;2;0;0;0;0
2020-08-14 13:15:00;178;76;217;3;3;1;0;0;0
2020-08-14 13:30:00;167;76;233;3;3;1;0;0;0
2020-08-14 13:45:00;154;74;238;1;1;3;0;0;0
2020-08-14 14:00:00;172;75;226;1;1;0;0;0;0
2020-08-14 14:15:00;179;90;225;1;1;0;0;0;0
2020-08-14 14:30:00;194;76;244;1;1;0;0;0;0
2020-08-14 14:45:00;179;99;208;2;2;0;0;0;0
2020-08-14 15:00:00;179;70;229;0;0;2;0;0;0
2020-08-14 15:15:00;177;66;231;4;4;0;0;0;0
2020-08-14 15:30:00;161;74;244;1;1;4;0;0;0
2020-08-14 15:45:00;134;64;242;2;3;2;0;0;0
2020-08-14 16:00:00;195;83;229;2;2;2;0;0;0
2020-08-14 16:15:00;204;81;195;2;2;0;0;0;0
2020-08-14 16:30:00;167;80;242;3;3;1;0;0;0
2020-08-14 16:45:00;156;81;260;1;1;0;0;0;0
2020-08-14 17:00:00;170;87;231;1;1;0;0;0;0
2020-08-14 17:15:00;165;78;227;2;2;0;0;0;0
2020-08-14 17:30:00;144;76;232;3;3;5;0;0;0
2020-08-14 17:45:00;161;60;211;2;2;1;0;0;0
2020-08-14 18:00:00;168;62;231;1;2;2;0;0;0
2020-08-14 18:15:00;150;58;213;2;1;3;0;0;0
2020-08-14 18:30:00;133;63;205;1;1;0;0;0;0
2020-08-14 18:45:00;114;57;179;1;1;3;0;0;0
2020-08-14 19:00:00;150;57;159;0;0;2;0;0;0
2020-08-14 19:15:00;103;58;134;1;1;1;0;0;0
2020-08-14 19:30:00;94;55;142;3;3;0;0;0;0
2020-08-14 19:45:00;106;45;112;3;3;1;0;0;0
2020-08-14 20:00:00;110;45;86;1;2;0;0;0;0
2020-08-14 20:15:00;113;27;87;1;1;1;0;0;0
2020-08-14 20:30:00;97;35;99;0;0;0;0;0;0
2020-08-14 20:45:00;68;20;87;1;1;0;0;0;0
2020-08-14 21:00:00;57;19;72;0;0;0;0;0;0
2020-08-14 21:15:00;42;16;50;1;1;0;0;0;0
2020-08-14 21:30:00;48;15;49;2;2;0;0;0;0
2020-08-14 21:45:00;43;14;48;0;0;0;0;0;0
2020-08-14 22:00:00;48;24;37;0;0;0;0;0;0
2020-08-14 22:15:00;39;13;46;1;1;0;0;0;0
2020-08-14 22:30:00;35;15;51;2;2;0;0;0;0
2020-08-14 22:45:00;28;11;36;0;0;0;0;0;0
2020-08-14 23:00:00;42;11;41;0;0;0;0;0;0
2020-08-14 23:15:00;55;15;48;1;1;0;0;0;0
2020-08-14 23:30:00;54;12;30;0;0;0;0;0;0
2020-08-14 23:45:00;37;15;37;2;2;0;0;0;0
