DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-04-20 00:00:00;11;4;0;2;3;7;11;1;7;0;0;0
2020-04-20 00:15:00;4;4;0;0;7;6;5;4;5;1;0;1
2020-04-20 00:30:00;4;2;0;0;4;6;4;4;5;0;0;0
2020-04-20 00:45:00;5;2;0;0;4;1;6;4;0;0;0;1
2020-04-20 01:00:00;6;4;0;1;1;3;7;1;3;0;0;0
2020-04-20 01:15:00;4;2;0;1;2;8;3;1;7;1;0;0
2020-04-20 01:30:00;13;9;0;0;4;1;12;3;2;0;0;0
2020-04-20 01:45:00;8;6;0;1;1;4;8;3;4;0;0;0
2020-04-20 02:00:00;8;6;1;2;4;5;9;5;7;1;0;0
2020-04-20 02:15:00;8;6;0;0;1;3;8;2;3;1;0;0
2020-04-20 02:30:00;5;4;0;1;1;4;6;2;4;1;0;0
2020-04-20 02:45:00;5;2;0;0;1;5;5;2;5;0;0;0
2020-04-20 03:00:00;7;4;0;1;4;5;7;4;6;1;0;0
2020-04-20 03:15:00;5;2;0;0;2;10;5;4;9;0;0;0
2020-04-20 03:30:00;11;4;0;1;4;8;10;5;9;1;0;0
2020-04-20 03:45:00;7;3;0;0;3;4;8;3;3;1;0;0
2020-04-20 04:00:00;16;11;0;0;5;4;17;4;4;0;0;0
2020-04-20 04:15:00;20;5;1;0;5;10;21;7;8;0;0;0
2020-04-20 04:30:00;18;3;0;0;9;7;16;9;9;2;0;1
2020-04-20 04:45:00;20;6;1;0;9;8;20;11;9;0;0;0
2020-04-20 05:00:00;38;13;0;0;13;22;40;16;19;1;0;0
2020-04-20 05:15:00;47;12;2;1;41;34;48;39;32;2;0;2
2020-04-20 05:30:00;80;16;4;6;55;55;83;52;49;2;0;5
2020-04-20 05:45:00;69;11;3;14;19;21;67;44;66;0;0;3
2020-04-20 06:00:00;57;13;3;4;0;0;61;49;55;1;0;5
2020-04-20 06:15:00;108;29;6;7;0;0;109;67;92;2;0;5
2020-04-20 06:30:00;137;18;11;12;0;0;148;87;139;1;0;13
2020-04-20 06:45:00;155;29;10;5;32;59;168;86;139;0;0;6
2020-04-20 07:00:00;120;32;8;8;55;107;134;80;107;0;0;12
2020-04-20 07:15:00;136;33;10;13;70;152;161;100;146;0;1;9
2020-04-20 07:30:00;124;30;9;14;100;161;147;93;166;2;0;20
2020-04-20 07:45:00;143;31;9;17;109;142;151;91;131;1;1;14
2020-04-20 08:00:00;140;29;14;23;91;107;149;81;115;2;2;8
2020-04-20 08:15:00;148;23;19;15;69;93;153;82;89;1;1;6
2020-04-20 08:30:00;143;28;8;18;85;107;143;75;113;1;1;4
2020-04-20 08:45:00;135;28;19;18;71;108;102;73;121;2;1;3
2020-04-20 09:00:00;127;33;17;26;78;83;135;87;87;2;1;4
2020-04-20 09:15:00;142;22;20;25;76;98;153;75;98;0;1;5
2020-04-20 09:30:00;169;23;25;24;66;112;182;76;69;5;1;4
2020-04-20 09:45:00;165;24;24;23;75;109;175;57;104;2;0;7
2020-04-20 10:00:00;150;26;22;28;72;110;162;72;118;1;2;0
2020-04-20 10:15:00;175;29;21;36;75;114;196;82;106;4;3;2
2020-04-20 10:30:00;168;26;17;27;80;101;183;83;106;4;2;5
2020-04-20 10:45:00;198;24;17;35;66;120;202;66;129;3;3;5
2020-04-20 11:00:00;182;35;20;34;71;119;191;87;104;1;1;5
2020-04-20 11:15:00;172;35;26;34;71;121;189;92;127;3;0;6
2020-04-20 11:30:00;197;48;18;33;55;90;210;71;102;0;1;3
2020-04-20 11:45:00;148;27;34;51;55;85;160;89;98;1;1;5
2020-04-20 12:00:00;194;29;29;36;60;89;212;91;105;2;1;6
2020-04-20 12:15:00;219;28;19;42;50;85;232;81;93;3;3;8
2020-04-20 12:30:00;203;45;28;56;50;108;216;79;118;3;0;5
2020-04-20 12:45:00;171;38;22;32;57;99;181;81;101;2;1;12
2020-04-20 13:00:00;197;30;16;49;63;97;205;79;108;3;4;9
2020-04-20 13:15:00;191;31;22;37;55;88;186;85;107;2;1;8
2020-04-20 13:30:00;197;39;22;40;72;132;209;90;148;3;1;10
2020-04-20 13:45:00;216;26;18;37;67;115;226;89;124;4;0;9
2020-04-20 14:00:00;204;28;23;25;62;111;212;88;114;0;0;7
2020-04-20 14:15:00;201;41;19;38;63;107;214;78;105;1;3;13
2020-04-20 14:30:00;256;21;16;35;81;129;267;93;119;2;0;9
2020-04-20 14:45:00;249;32;17;46;71;114;249;89;113;1;3;10
2020-04-20 15:00:00;246;35;17;35;53;67;252;88;112;2;0;5
2020-04-20 15:15:00;241;30;15;44;53;62;242;75;102;1;1;6
2020-04-20 15:30:00;260;26;26;50;56;67;227;92;109;2;1;12
2020-04-20 15:45:00;270;22;26;48;35;61;261;94;125;1;5;12
2020-04-20 16:00:00;228;32;33;58;63;71;194;141;113;2;1;10
2020-04-20 16:15:00;270;31;25;44;62;76;225;148;122;2;2;12
2020-04-20 16:30:00;245;24;26;49;48;86;163;93;122;3;3;14
2020-04-20 16:45:00;261;25;36;58;59;89;160;88;112;2;2;13
2020-04-20 17:00:00;273;37;35;54;56;83;173;91;106;1;0;11
2020-04-20 17:15:00;242;22;24;55;57;61;168;93;107;2;1;17
2020-04-20 17:30:00;214;37;25;54;59;99;162;85;132;1;0;14
2020-04-20 17:45:00;205;32;27;43;88;97;161;87;104;4;3;15
2020-04-20 18:00:00;175;27;24;44;43;83;157;78;98;0;0;11
