DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-12-01 00:00:00;5;0;0;2;2;0;0;0;1;0;0;0;0;0;0
2020-12-01 00:15:00;1;0;0;2;2;0;0;0;1;0;0;0;0;0;0
2020-12-01 00:30:00;5;0;1;2;2;2;2;0;4;0;0;0;0;0;0
2020-12-01 00:45:00;2;0;1;2;2;0;0;0;5;0;0;0;0;0;0
2020-12-01 01:00:00;3;0;1;5;5;2;1;0;3;0;0;0;0;0;0
2020-12-01 01:15:00;3;1;1;3;3;1;1;0;3;0;0;0;0;0;0
2020-12-01 01:30:00;2;1;2;2;1;2;1;0;1;0;0;0;0;0;0
2020-12-01 01:45:00;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0
2020-12-01 02:00:00;2;0;2;2;1;2;2;0;2;0;0;0;0;0;0
2020-12-01 02:15:00;6;1;3;2;2;1;1;0;2;0;0;0;0;0;0
2020-12-01 02:30:00;5;2;4;2;2;1;0;0;1;0;0;0;0;0;0
2020-12-01 02:45:00;5;0;2;2;2;0;0;0;4;0;0;0;0;0;0
2020-12-01 03:00:00;5;1;5;2;2;1;1;0;6;0;0;0;0;0;0
2020-12-01 03:15:00;2;0;2;1;1;1;0;1;6;0;0;0;0;0;0
2020-12-01 03:30:00;1;3;3;4;4;1;1;0;6;0;0;0;0;0;0
2020-12-01 03:45:00;4;0;1;4;4;0;1;0;5;0;0;0;0;0;0
2020-12-01 04:00:00;8;1;4;2;2;0;0;1;6;0;0;0;0;0;0
2020-12-01 04:15:00;5;4;7;2;2;0;0;0;1;0;0;0;0;0;0
2020-12-01 04:30:00;5;3;5;6;6;4;2;4;7;0;0;0;0;0;0
2020-12-01 04:45:00;15;14;22;2;2;3;2;3;10;0;0;0;0;0;0
2020-12-01 05:00:00;17;25;27;6;7;2;3;3;14;0;0;0;0;0;0
2020-12-01 05:15:00;24;112;109;3;3;1;3;17;27;0;0;0;0;0;0
2020-12-01 05:30:00;28;103;103;16;16;6;3;13;55;0;0;0;0;0;0
2020-12-01 05:45:00;42;50;52;62;70;35;23;11;69;0;0;2;0;0;0
2020-12-01 06:00:00;55;50;46;81;88;45;43;4;61;0;0;2;0;0;0
2020-12-01 06:15:00;69;35;32;54;54;37;39;4;71;0;0;0;0;0;0
2020-12-01 06:30:00;82;45;48;32;37;12;11;7;70;0;0;0;0;0;0
2020-12-01 06:45:00;85;49;47;27;29;6;8;9;133;0;0;0;0;0;0
2020-12-01 07:00:00;81;43;45;24;25;7;6;11;87;0;0;0;0;0;0
2020-12-01 07:15:00;124;46;45;20;24;10;9;9;87;0;0;0;0;0;0
2020-12-01 07:30:00;149;43;46;37;36;21;23;14;80;0;0;0;0;0;0
2020-12-01 07:45:00;110;47;42;36;43;27;30;12;91;0;0;0;0;0;0
2020-12-01 08:00:00;111;47;46;41;45;22;20;14;81;0;0;0;1;0;0
2020-12-01 08:15:00;79;53;56;31;36;43;44;16;102;0;0;0;0;0;0
2020-12-01 08:30:00;95;29;30;35;38;31;36;8;65;0;0;0;0;0;0
2020-12-01 08:45:00;71;34;36;35;42;23;24;10;84;0;0;0;0;0;0
2020-12-01 09:00:00;58;11;17;37;35;21;27;5;59;0;0;0;0;0;0
2020-12-01 09:15:00;71;24;28;33;31;22;24;6;89;0;0;0;1;0;0
2020-12-01 09:30:00;79;21;29;39;36;23;26;7;68;0;0;1;2;0;0
2020-12-01 09:45:00;93;21;21;31;34;24;24;6;69;0;0;1;0;0;0
2020-12-01 10:00:00;54;20;17;36;44;29;29;2;60;0;0;1;0;0;0
2020-12-01 10:15:00;86;26;31;35;42;27;30;12;71;0;0;1;0;0;0
2020-12-01 10:30:00;87;29;21;24;25;29;27;9;67;0;0;0;0;0;0
2020-12-01 10:45:00;82;28;31;35;37;27;26;4;50;0;0;0;0;0;0
2020-12-01 11:00:00;82;20;28;35;40;20;24;11;44;0;0;0;0;0;0
2020-12-01 11:15:00;93;13;16;40;39;26;24;5;64;0;0;0;0;0;0
2020-12-01 11:30:00;97;23;25;34;35;23;24;7;69;0;0;0;0;0;0
2020-12-01 11:45:00;78;23;28;40;46;29;33;7;54;0;0;0;0;0;0
2020-12-01 12:00:00;68;24;30;36;43;39;43;2;67;0;0;0;0;0;0
2020-12-01 12:15:00;85;37;33;36;40;31;37;12;77;0;0;0;0;0;0
2020-12-01 12:30:00;102;30;33;30;38;21;21;5;57;0;0;2;1;0;0
2020-12-01 12:45:00;94;38;29;38;39;41;43;6;68;0;0;0;0;0;0
2020-12-01 13:00:00;72;40;42;57;63;30;32;6;56;0;0;0;0;0;0
2020-12-01 13:15:00;92;60;55;33;37;22;24;11;83;0;0;0;0;0;0
