DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-06-16 00:00:00;0;11;0;0;1;1;12;3;1;0
2020-06-16 00:15:00;0;7;1;0;0;3;11;6;1;1
2020-06-16 00:30:00;0;11;0;0;1;3;13;4;1;2
2020-06-16 00:45:00;0;11;0;0;2;1;9;7;1;1
2020-06-16 01:00:00;0;11;0;0;1;0;10;5;0;0
2020-06-16 01:15:00;0;5;0;0;1;2;5;5;0;0
2020-06-16 01:30:00;0;2;0;0;1;0;4;3;1;1
2020-06-16 01:45:00;0;10;0;0;0;0;9;4;0;0
2020-06-16 02:00:00;0;9;1;1;1;1;9;1;0;0
2020-06-16 02:15:00;0;11;0;0;0;0;4;6;0;0
2020-06-16 02:30:00;0;11;0;0;0;3;4;2;0;0
2020-06-16 03:00:00;0;4;0;1;0;0;6;6;0;0
2020-06-16 03:15:00;0;8;0;0;0;1;6;2;0;0
2020-06-16 03:30:00;0;4;0;0;0;0;9;4;0;0
2020-06-16 03:45:00;0;13;0;0;0;2;12;3;0;0
2020-06-16 04:00:00;0;15;0;0;0;0;5;3;0;0
2020-06-16 04:15:00;0;8;0;0;0;4;8;1;3;2
2020-06-16 04:30:00;0;19;1;1;0;15;21;6;0;0
2020-06-16 04:45:00;0;23;0;1;1;20;40;12;0;0
2020-06-16 05:00:00;0;35;3;3;1;68;67;60;3;2
2020-06-16 05:15:00;0;52;0;2;2;194;104;141;1;4
2020-06-16 05:30:00;0;67;8;8;9;170;101;149;9;17
2020-06-16 05:45:00;0;115;12;50;48;167;69;105;11;18
2020-06-16 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-16 06:15:00;0;136;12;23;32;170;59;110;14;23
2020-06-16 06:30:00;0;111;3;12;9;201;82;151;21;31
2020-06-16 06:45:00;0;113;3;8;9;216;97;173;20;31
2020-06-16 07:00:00;0;87;5;19;8;190;96;195;11;17
2020-06-16 07:15:00;0;104;13;16;9;177;106;190;14;20
2020-06-16 07:30:00;0;114;15;15;10;219;125;225;16;21
2020-06-16 07:45:00;0;122;8;11;12;213;107;205;19;14
2020-06-16 08:00:00;0;121;5;13;10;176;96;185;15;18
2020-06-16 08:15:00;0;126;5;11;11;168;100;195;12;17
2020-06-16 08:30:00;0;85;5;15;21;122;97;183;12;8
2020-06-16 08:45:00;0;113;7;8;9;106;102;164;12;9
2020-06-16 09:00:00;0;103;7;8;8;66;103;139;8;4
2020-06-16 09:15:00;0;96;7;8;12;68;95;142;15;5
2020-06-16 09:30:00;0;92;9;14;9;53;100;144;9;5
2020-06-16 09:45:00;0;101;10;16;13;58;119;143;10;3
2020-06-16 10:00:00;0;94;9;16;15;48;94;140;11;4
2020-06-16 10:15:00;0;132;10;16;15;42;95;135;15;3
2020-06-16 10:30:00;0;118;10;17;17;58;96;148;10;3
2020-06-16 10:45:00;0;118;8;17;15;59;103;151;10;6
2020-06-16 11:00:00;0;133;6;17;15;38;86;136;5;4
2020-06-16 11:15:00;0;126;10;20;21;59;111;146;14;4
2020-06-16 11:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-16 11:45:00;0;127;8;29;28;57;89;139;8;4
2020-06-16 12:00:00;0;129;10;20;26;42;97;138;10;7
2020-06-16 12:15:00;0;153;6;27;29;35;118;138;4;0
2020-06-16 12:30:00;0;126;10;19;27;48;103;129;11;6
2020-06-16 12:45:00;0;135;15;25;34;62;90;163;7;2
2020-06-16 13:00:00;0;130;6;26;25;72;109;145;16;5
2020-06-16 13:15:00;0;149;10;19;20;95;109;158;14;7
2020-06-16 13:30:00;0;115;11;27;31;131;124;173;11;7
2020-06-16 13:45:00;0;152;20;30;29;133;119;179;7;8
2020-06-16 14:00:00;0;164;36;57;65;90;122;179;10;7
2020-06-16 14:15:00;0;173;28;82;94;69;98;151;8;8
2020-06-16 14:30:00;0;157;37;91;91;46;137;179;13;5
2020-06-16 14:45:00;0;156;28;77;98;54;120;183;19;6
2020-06-16 15:00:00;0;165;32;57;75;54;109;166;10;5
2020-06-16 15:15:00;0;161;43;65;81;44;126;174;9;11
2020-06-16 15:30:00;0;173;30;59;72;38;130;176;8;1
2020-06-16 15:45:00;0;179;20;61;77;38;131;194;5;5
2020-06-16 16:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-16 16:15:00;0;215;27;58;76;32;136;204;7;3
2020-06-16 16:30:00;0;191;30;57;65;34;128;165;7;4
2020-06-16 16:45:00;0;177;22;61;71;39;132;178;8;4
2020-06-16 17:00:00;0;170;21;57;72;27;126;173;10;2
2020-06-16 17:15:00;0;173;27;40;55;36;135;195;7;3
2020-06-16 17:30:00;0;151;21;42;56;21;138;194;7;3
2020-06-16 17:45:00;0;164;14;42;52;40;123;174;8;2
2020-06-16 18:00:00;0;159;22;33;39;26;113;158;5;1
2020-06-16 18:15:00;0;146;13;33;31;19;131;172;5;1
2020-06-16 18:30:00;0;135;9;24;41;24;109;142;6;1
2020-06-16 18:45:00;0;124;4;19;27;25;106;132;7;0
2020-06-16 19:00:00;0;98;14;16;15;15;97;108;9;5
2020-06-16 19:15:00;0;112;10;18;16;19;96;106;8;3
2020-06-16 19:30:00;0;105;8;14;26;11;71;87;8;1
2020-06-16 19:45:00;0;101;1;10;16;5;72;78;6;1
2020-06-16 20:00:00;0;102;2;10;13;7;87;94;1;0
2020-06-16 20:15:00;0;85;3;4;4;13;63;78;7;0
2020-06-16 20:30:00;0;59;6;4;6;21;63;90;2;1
2020-06-16 20:45:00;0;66;1;3;6;39;74;77;7;3
2020-06-16 21:00:00;0;60;5;5;5;111;72;99;6;8
2020-06-16 21:15:00;0;68;3;7;9;151;90;104;13;8
2020-06-16 21:30:00;0;56;1;11;14;115;73;95;4;1
2020-06-16 21:45:00;0;75;5;53;64;26;51;55;4;4
2020-06-16 22:00:00;0;85;23;66;76;6;49;51;1;0
2020-06-16 22:15:00;0;74;8;25;21;11;38;47;1;0
2020-06-16 22:30:00;0;35;2;4;5;4;37;45;3;1
2020-06-16 22:45:00;0;40;3;2;1;5;34;29;2;1
2020-06-16 23:00:00;0;31;1;2;1;3;27;22;0;0
2020-06-16 23:15:00;0;22;0;0;2;1;24;20;1;0
2020-06-16 23:30:00;0;12;0;1;3;3;31;22;0;0
