DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-07-27 00:00:00;1;0;2;0;0;0;0;0;0
2020-07-27 00:15:00;1;0;1;0;0;0;0;0;0
2020-07-27 00:30:00;2;0;0;0;0;0;0;0;0
2020-07-27 00:45:00;0;0;0;0;0;0;0;0;0
2020-07-27 01:00:00;1;0;1;0;0;0;0;0;0
2020-07-27 01:15:00;0;0;0;0;0;0;0;0;0
2020-07-27 01:30:00;0;0;2;0;0;0;0;0;0
2020-07-27 01:45:00;0;0;0;0;0;0;0;0;0
2020-07-27 02:00:00;2;0;1;0;0;0;0;0;0
2020-07-27 02:15:00;0;0;0;0;0;0;0;0;0
2020-07-27 02:30:00;0;0;3;0;0;0;0;0;0
2020-07-27 02:45:00;0;0;0;0;0;0;0;0;0
2020-07-27 03:00:00;0;2;2;0;0;0;0;0;0
2020-07-27 03:15:00;1;0;0;0;0;0;0;0;0
2020-07-27 03:30:00;1;0;0;0;0;0;0;0;0
2020-07-27 03:45:00;0;0;0;0;0;0;0;0;0
2020-07-27 04:00:00;0;0;0;0;0;0;0;0;0
2020-07-27 04:15:00;0;0;1;0;0;0;0;0;0
2020-07-27 04:30:00;1;0;0;0;0;0;0;0;0
2020-07-27 04:45:00;0;0;3;0;0;0;0;0;0
2020-07-27 05:00:00;0;0;4;0;0;0;0;0;0
2020-07-27 05:15:00;2;1;2;0;0;0;0;0;0
2020-07-27 05:30:00;3;2;8;0;0;0;0;0;0
2020-07-27 05:45:00;3;1;5;1;0;0;0;1;0
2020-07-27 06:00:00;2;1;7;0;1;0;0;0;1
2020-07-27 06:15:00;2;1;3;1;0;0;0;0;0
2020-07-27 06:30:00;4;1;10;1;0;1;0;0;0
2020-07-27 06:45:00;3;3;10;3;0;0;0;3;0
2020-07-27 07:00:00;7;4;10;2;0;1;1;0;0
2020-07-27 07:15:00;12;5;12;2;0;0;2;0;0
2020-07-27 07:30:00;13;4;12;2;0;2;2;0;0
2020-07-27 07:45:00;15;5;16;3;2;1;1;0;0
