DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-11-27 00:00:00;2;0;1;3;2;3;4;0;2
2020-11-27 00:15:00;5;3;2;3;1;2;5;0;1
2020-11-27 00:30:00;3;1;1;5;1;3;4;0;3
2020-11-27 00:45:00;4;2;2;2;0;3;2;0;0
2020-11-27 01:00:00;0;0;0;1;0;4;0;0;2
2020-11-27 01:15:00;1;0;0;1;1;0;1;0;4
2020-11-27 01:30:00;4;3;2;2;2;0;2;0;2
2020-11-27 01:45:00;0;2;1;4;3;2;0;0;3
2020-11-27 02:00:00;2;2;2;5;0;3;2;0;3
2020-11-27 02:15:00;0;0;0;2;2;1;2;0;3
2020-11-27 02:30:00;1;0;2;9;1;1;0;0;2
2020-11-27 02:45:00;2;1;1;5;4;0;0;0;2
2020-11-27 03:00:00;3;0;1;3;0;3;2;0;4
2020-11-27 03:15:00;2;0;0;2;2;1;2;0;0
2020-11-27 03:30:00;0;2;2;4;2;1;3;0;3
2020-11-27 03:45:00;2;1;0;2;0;1;2;0;4
2020-11-27 04:00:00;5;3;3;4;1;5;2;0;5
2020-11-27 04:15:00;5;3;0;7;2;7;4;0;5
2020-11-27 04:30:00;3;4;2;7;3;6;6;0;5
2020-11-27 04:45:00;5;5;0;11;2;4;5;0;3
2020-11-27 05:00:00;24;9;3;17;7;18;19;0;2
2020-11-27 05:15:00;32;14;5;23;9;27;26;0;8
2020-11-27 05:30:00;44;23;12;29;22;38;41;0;8
2020-11-27 05:45:00;49;24;5;47;42;32;35;0;12
2020-11-27 06:00:00;36;26;5;56;78;52;58;0;16
2020-11-27 06:15:00;35;31;7;60;44;54;60;0;7
2020-11-27 06:30:00;48;36;12;31;21;80;102;0;11
2020-11-27 06:45:00;57;43;15;54;38;83;88;0;20
2020-11-27 07:00:00;57;39;6;35;21;121;114;0;19
2020-11-27 07:15:00;62;29;13;27;25;173;136;0;22
2020-11-27 07:30:00;62;42;12;38;29;126;134;0;17
2020-11-27 07:45:00;70;53;24;36;33;98;86;0;26
2020-11-27 08:00:00;74;40;23;36;25;67;93;0;21
2020-11-27 08:15:00;50;30;30;42;29;69;84;0;13
2020-11-27 08:30:00;48;40;26;42;32;71;72;0;25
2020-11-27 08:45:00;55;39;18;39;39;65;66;0;30
2020-11-27 09:00:00;61;43;18;46;35;64;70;0;43
2020-11-27 09:15:00;68;37;22;43;44;62;68;0;33
2020-11-27 09:30:00;62;37;24;48;36;56;58;0;38
2020-11-27 09:45:00;87;58;23;52;42;62;62;0;34
2020-11-27 10:00:00;73;33;17;49;48;51;63;0;26
2020-11-27 10:15:00;80;44;25;44;43;69;77;0;33
2020-11-27 10:30:00;74;48;15;46;47;67;81;0;31
2020-11-27 10:45:00;76;59;24;62;55;62;87;0;32
2020-11-27 11:00:00;81;55;18;62;59;75;91;0;29
2020-11-27 11:15:00;72;54;15;39;34;63;71;0;24
2020-11-27 11:30:00;99;78;25;47;57;76;80;0;25
2020-11-27 11:45:00;102;66;20;67;57;66;87;0;19
2020-11-27 12:00:00;102;69;26;53;53;77;83;0;23
2020-11-27 12:15:00;114;94;20;53;52;85;76;0;26
2020-11-27 12:30:00;111;92;25;61;78;82;103;0;26
2020-11-27 12:45:00;135;94;25;57;62;100;71;0;29
2020-11-27 13:00:00;134;103;17;66;71;78;68;0;21
2020-11-27 13:15:00;171;133;22;72;72;108;108;0;29
2020-11-27 13:30:00;117;109;17;69;66;107;87;0;31
2020-11-27 13:45:00;117;93;24;84;79;107;106;0;27
2020-11-27 14:00:00;118;90;24;81;87;89;97;0;38
2020-11-27 14:15:00;92;82;16;89;97;88;93;0;33
2020-11-27 14:30:00;116;107;29;98;95;100;96;0;26
2020-11-27 14:45:00;112;101;21;93;91;96;95;0;30
2020-11-27 15:00:00;104;74;21;87;79;89;95;0;50
2020-11-27 15:15:00;111;87;22;90;86;90;103;0;41
2020-11-27 15:30:00;110;81;21;85;83;88;95;0;38
2020-11-27 15:45:00;100;85;19;68;80;77;91;0;34
2020-11-27 16:00:00;102;93;30;82;68;72;89;0;31
2020-11-27 16:15:00;108;67;25;77;78;77;86;0;29
2020-11-27 16:30:00;109;81;24;68;61;87;91;0;33
2020-11-27 16:45:00;109;89;16;54;64;76;91;0;25
2020-11-27 17:00:00;107;65;30;67;69;81;85;0;25
2020-11-27 17:15:00;103;66;18;72;80;70;66;0;25
2020-11-27 17:30:00;81;62;20;56;67;83;80;0;23
2020-11-27 17:45:00;84;61;16;63;63;69;82;0;21
2020-11-27 18:00:00;77;55;10;68;61;63;68;0;27
2020-11-27 18:15:00;75;56;13;59;57;62;80;0;22
2020-11-27 18:30:00;86;50;23;47;49;51;56;0;20
2020-11-27 18:45:00;68;37;21;61;40;61;64;0;14
2020-11-27 19:00:00;52;38;12;41;34;52;60;0;14
2020-11-27 19:15:00;57;31;16;41;41;50;50;0;19
2020-11-27 19:30:00;50;25;7;33;30;54;51;0;4
2020-11-27 19:45:00;44;22;15;36;27;51;52;0;4
2020-11-27 20:00:00;41;26;12;34;24;60;57;0;4
2020-11-27 20:15:00;37;30;11;30;25;55;54;0;8
2020-11-27 20:30:00;40;15;12;23;11;37;33;0;5
2020-11-27 20:45:00;25;12;7;25;20;41;27;0;6
2020-11-27 21:00:00;30;16;10;19;13;37;19;0;4
2020-11-27 21:15:00;34;15;9;25;11;28;17;0;8
2020-11-27 21:30:00;28;12;13;29;21;21;13;0;5
