DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2020-03-03 00:00:00;8;7;1;1;0;7;0;0;0;0;0
2020-03-03 00:15:00;3;5;1;3;0;10;1;0;0;0;0
2020-03-03 00:30:00;14;5;0;3;0;7;1;0;0;0;0
2020-03-03 00:45:00;4;3;0;0;0;5;0;0;0;0;0
2020-03-03 01:00:00;2;1;1;1;0;3;0;0;0;0;0
2020-03-03 01:15:00;3;3;1;0;0;3;1;0;0;0;0
2020-03-03 01:30:00;3;1;1;1;0;3;0;0;0;0;0
2020-03-03 01:45:00;9;2;2;0;0;1;0;0;0;0;0
2020-03-03 02:00:00;9;4;0;0;0;1;1;0;0;0;0
2020-03-03 02:15:00;5;1;0;1;0;2;0;0;0;0;0
2020-03-03 02:30:00;7;4;0;2;0;6;0;0;0;0;0
2020-03-03 02:45:00;5;1;2;0;0;0;0;0;0;0;0
2020-03-03 03:00:00;3;0;0;2;0;2;1;0;0;0;0
2020-03-03 03:15:00;9;2;0;0;0;3;1;0;0;0;0
2020-03-03 03:30:00;7;3;0;0;0;2;1;0;0;0;0
2020-03-03 03:45:00;5;6;0;1;0;4;0;0;0;0;0
2020-03-03 04:00:00;10;7;0;1;0;2;1;0;0;0;0
2020-03-03 04:15:00;15;6;1;2;0;6;0;0;0;0;0
2020-03-03 04:30:00;8;7;0;1;0;17;4;0;0;0;0
2020-03-03 04:45:00;15;12;5;2;0;19;9;0;0;0;0
2020-03-03 05:00:00;25;15;0;8;0;61;3;0;0;0;0
2020-03-03 05:15:00;38;40;2;11;0;135;12;0;0;0;0
2020-03-03 05:30:00;65;58;5;16;0;131;22;0;0;0;0
2020-03-03 05:45:00;87;107;21;36;0;142;10;0;0;0;0
2020-03-03 06:00:00;124;125;29;51;0;126;16;0;0;0;0
2020-03-03 06:15:00;78;111;11;24;0;154;8;0;0;0;0
2020-03-03 06:30:00;73;79;14;39;0;165;16;0;0;0;0
2020-03-03 06:45:00;63;82;14;33;0;165;33;0;0;0;0
2020-03-03 07:00:00;63;71;12;45;0;155;20;0;0;0;0
2020-03-03 07:15:00;54;67;8;68;0;142;25;0;0;2;0
2020-03-03 07:30:00;83;66;15;58;0;118;32;0;0;0;0
2020-03-03 07:45:00;76;81;24;51;0;128;32;0;0;0;0
2020-03-03 08:00:00;74;64;16;55;0;142;33;0;0;0;0
2020-03-03 08:15:00;73;68;20;39;0;134;31;1;0;0;0
2020-03-03 08:30:00;70;75;8;38;0;148;37;0;1;0;0
2020-03-03 08:45:00;63;72;23;46;0;134;28;0;3;0;0
2020-03-03 09:00:00;81;55;9;33;0;107;18;0;0;0;0
2020-03-03 09:15:00;69;63;9;45;0;106;24;0;0;0;0
2020-03-03 09:30:00;74;70;20;44;0;103;22;0;0;0;0
2020-03-03 09:45:00;82;69;15;45;0;104;28;0;0;0;0
2020-03-03 10:00:00;79;64;16;34;0;109;19;0;0;0;0
2020-03-03 10:15:00;80;80;24;39;0;96;19;0;0;0;0
2020-03-03 10:30:00;98;70;20;45;0;92;25;9;0;0;1
2020-03-03 10:45:00;66;55;17;40;0;87;16;0;3;0;0
2020-03-03 11:00:00;84;64;20;43;0;73;27;0;0;0;0
2020-03-03 11:15:00;80;63;32;39;0;90;23;3;0;0;0
2020-03-03 11:30:00;89;92;24;37;0;101;16;0;0;0;0
2020-03-03 11:45:00;87;73;28;46;0;88;16;3;0;0;0
2020-03-03 12:00:00;93;86;25;40;0;72;25;0;0;0;0
2020-03-03 12:15:00;92;88;18;39;0;83;25;0;0;0;0
2020-03-03 12:30:00;83;81;21;46;0;89;25;0;0;0;0
2020-03-03 12:45:00;90;79;25;43;0;111;19;0;0;0;0
2020-03-03 13:00:00;99;96;21;38;0;115;24;0;20;0;0
2020-03-03 13:15:00;104;103;23;44;0;142;28;0;1;0;0
2020-03-03 13:30:00;114;102;25;36;0;150;28;3;3;1;0
2020-03-03 13:45:00;106;110;21;46;0;138;25;0;0;0;0
2020-03-03 14:00:00;129;132;22;47;0;89;22;0;8;0;0
2020-03-03 14:15:00;181;194;21;80;0;116;26;0;0;0;0
2020-03-03 14:30:00;166;181;31;59;0;87;25;0;2;0;0
2020-03-03 14:45:00;148;168;30;62;0;93;19;0;0;0;0
2020-03-03 15:00:00;173;164;16;60;0;102;23;0;0;0;0
2020-03-03 15:15:00;183;195;25;60;0;91;22;8;0;0;0
2020-03-03 15:30:00;162;173;27;46;0;81;29;3;0;0;0
2020-03-03 15:45:00;152;183;30;67;0;93;30;0;5;0;0
2020-03-03 16:00:00;179;166;29;67;0;100;38;0;0;0;0
2020-03-03 16:15:00;173;177;43;51;0;111;44;0;0;1;0
2020-03-03 16:30:00;175;180;34;66;0;98;24;0;0;0;0
2020-03-03 16:45:00;167;177;30;63;0;106;31;0;0;0;0
2020-03-03 17:00:00;182;199;23;67;0;117;30;0;3;0;0
2020-03-03 17:15:00;189;193;39;66;0;107;29;0;3;0;0
2020-03-03 17:30:00;159;176;21;55;0;105;29;20;0;0;0
2020-03-03 17:45:00;168;164;29;49;0;93;30;8;0;0;0
2020-03-03 18:00:00;144;153;32;44;0;89;21;3;0;1;0
2020-03-03 18:15:00;131;140;25;44;0;98;29;0;15;0;0
2020-03-03 18:30:00;129;119;33;47;0;104;17;2;0;0;0
2020-03-03 18:45:00;78;92;22;41;0;69;17;0;0;0;0
2020-03-03 19:00:00;70;78;23;37;0;50;17;0;0;5;0
2020-03-03 19:15:00;82;82;35;35;0;61;22;0;0;0;0
2020-03-03 19:30:00;67;54;19;34;0;49;15;1;0;0;0
2020-03-03 19:45:00;51;67;18;17;0;39;12;7;0;0;0
2020-03-03 20:00:00;51;55;16;26;0;40;13;0;0;0;0
2020-03-03 20:15:00;58;50;7;27;0;44;12;0;0;0;0
2020-03-03 20:30:00;48;35;12;16;0;42;9;0;0;0;0
2020-03-03 20:45:00;43;46;17;13;0;54;13;0;0;0;0
2020-03-03 21:00:00;37;33;15;15;0;89;19;0;3;4;0
2020-03-03 21:15:00;35;25;5;13;0;90;14;0;0;0;0
2020-03-03 21:30:00;47;33;5;32;0;55;6;0;0;0;0
2020-03-03 21:45:00;89;88;18;50;0;30;6;0;0;0;0
2020-03-03 22:00:00;119;143;16;25;0;27;4;0;0;0;0
2020-03-03 22:15:00;92;83;16;10;0;25;9;0;0;0;0
2020-03-03 22:30:00;39;26;7;46;0;19;5;0;0;0;0
2020-03-03 22:45:00;29;20;6;8;0;13;3;0;0;0;0
2020-03-03 23:00:00;22;11;4;6;0;10;6;0;0;0;0
2020-03-03 23:15:00;13;6;4;4;0;14;4;0;0;0;0
2020-03-03 23:30:00;19;5;9;8;0;14;1;0;0;0;0
