DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2020-02-08 00:00:00;6;3;1;13;7;0;0;0
2020-02-08 00:15:00;6;2;3;13;0;0;0;0
2020-02-08 00:30:00;6;3;3;18;1;0;0;0
2020-02-08 00:45:00;4;0;2;12;1;0;0;0
2020-02-08 01:00:00;7;3;2;14;4;0;0;0
2020-02-08 01:15:00;8;1;3;10;2;0;0;0
2020-02-08 01:30:00;4;2;0;5;2;0;0;0
2020-02-08 01:45:00;6;0;2;7;0;0;0;0
2020-02-08 02:00:00;4;0;2;8;0;0;0;0
2020-02-08 02:15:00;1;1;3;6;1;0;7;0
2020-02-08 02:30:00;6;1;2;1;0;0;0;0
2020-02-08 02:45:00;3;1;1;3;0;0;0;0
2020-02-08 03:00:00;2;1;0;5;0;0;0;0
2020-02-08 03:15:00;1;1;0;2;0;0;0;0
2020-02-08 03:30:00;0;1;0;8;0;0;0;0
2020-02-08 03:45:00;4;0;2;3;0;0;0;0
2020-02-08 04:00:00;1;0;0;0;1;0;0;0
2020-02-08 04:15:00;3;1;0;1;2;0;0;0
2020-02-08 04:30:00;5;1;1;0;0;0;0;0
2020-02-08 04:45:00;4;3;1;7;0;0;0;0
2020-02-08 05:00:00;14;2;0;3;0;0;0;0
2020-02-08 05:15:00;9;1;2;3;1;0;0;0
2020-02-08 05:30:00;16;4;0;21;1;0;0;0
2020-02-08 05:45:00;8;0;2;20;3;0;0;0
2020-02-08 06:00:00;15;2;5;9;1;0;0;0
2020-02-08 06:15:00;22;2;5;11;1;0;0;0
2020-02-08 06:30:00;19;5;3;11;3;0;0;0
2020-02-08 06:45:00;16;4;7;12;1;0;0;0
2020-02-08 07:00:00;22;4;8;16;1;0;0;0
2020-02-08 07:15:00;19;0;4;17;3;0;0;0
2020-02-08 07:30:00;33;4;6;18;4;0;0;0
2020-02-08 07:45:00;48;8;12;24;9;0;0;0
2020-02-08 08:00:00;43;9;14;24;5;0;1;0
2020-02-08 08:15:00;43;7;18;30;7;0;0;0
2020-02-08 08:30:00;60;11;16;47;12;2;0;0
2020-02-08 08:45:00;70;14;15;43;13;5;0;0
2020-02-08 09:00:00;58;12;31;55;19;4;0;0
2020-02-08 09:15:00;75;8;23;50;13;10;0;0
2020-02-08 09:30:00;81;14;41;55;19;15;0;0
2020-02-08 09:45:00;108;12;38;75;21;8;0;0
2020-02-08 10:00:00;99;17;41;71;29;6;0;0
2020-02-08 10:15:00;99;12;34;70;20;9;0;0
2020-02-08 10:30:00;96;19;42;69;23;1;0;0
2020-02-08 10:45:00;90;18;44;63;28;11;0;0
2020-02-08 11:00:00;84;15;45;71;26;3;0;0
2020-02-08 11:15:00;91;15;48;91;29;5;0;0
2020-02-08 11:30:00;90;18;53;86;16;3;0;0
2020-02-08 11:45:00;84;15;52;94;32;6;0;0
2020-02-08 12:00:00;107;23;51;100;30;1;0;0
2020-02-08 12:15:00;94;11;49;105;28;6;0;0
2020-02-08 12:30:00;87;9;37;82;26;10;0;0
2020-02-08 12:45:00;82;9;56;90;22;14;0;0
2020-02-08 13:00:00;86;15;54;115;35;19;0;0
2020-02-08 13:15:00;97;16;64;112;29;18;0;0
2020-02-08 13:30:00;94;18;42;127;19;9;0;0
2020-02-08 13:45:00;125;15;50;104;31;19;0;0
2020-02-08 14:00:00;100;12;39;107;29;8;0;0
2020-02-08 14:15:00;91;12;50;96;31;11;0;0
2020-02-08 14:30:00;96;15;59;99;35;21;0;0
2020-02-08 14:45:00;87;12;70;93;45;5;0;0
2020-02-08 15:00:00;102;18;58;92;50;5;0;0
2020-02-08 15:15:00;76;16;52;94;44;15;0;0
2020-02-08 15:30:00;89;15;59;88;45;10;0;0
2020-02-08 15:45:00;87;11;53;76;38;27;0;0
2020-02-08 16:00:00;70;12;33;86;43;5;0;0
2020-02-08 16:15:00;90;14;47;86;37;11;0;0
2020-02-08 16:30:00;83;13;48;82;41;5;0;0
2020-02-08 16:45:00;83;15;49;81;38;9;0;0
2020-02-08 17:00:00;94;18;27;89;30;8;0;4
2020-02-08 17:15:00;84;13;30;66;34;12;0;0
2020-02-08 17:30:00;72;17;36;70;28;15;0;0
2020-02-08 17:45:00;88;20;46;74;18;8;0;0
2020-02-08 18:00:00;108;15;36;83;17;3;0;0
2020-02-08 18:15:00;65;13;36;59;19;7;0;0
2020-02-08 18:30:00;79;13;31;84;16;2;0;0
2020-02-08 18:45:00;87;7;25;62;13;3;0;0
2020-02-08 19:00:00;68;13;23;72;14;1;0;0
2020-02-08 19:15:00;71;10;30;58;12;0;0;0
2020-02-08 19:30:00;60;6;19;50;4;3;0;0
2020-02-08 19:45:00;46;8;21;50;4;0;0;0
2020-02-08 20:00:00;50;7;14;54;2;0;0;0
2020-02-08 20:15:00;38;5;12;53;7;0;0;0
2020-02-08 20:30:00;43;2;6;45;4;2;0;0
2020-02-08 20:45:00;40;3;13;41;5;2;0;0
2020-02-08 21:00:00;25;5;10;38;6;0;0;0
2020-02-08 21:15:00;38;3;10;46;3;0;0;0
2020-02-08 21:30:00;30;4;2;38;7;0;0;0
2020-02-08 21:45:00;28;5;2;48;7;0;0;0
2020-02-08 22:00:00;22;5;4;26;4;0;0;0
2020-02-08 22:15:00;21;1;8;30;0;0;0;0
2020-02-08 22:30:00;20;3;8;41;7;0;0;0
2020-02-08 22:45:00;24;5;3;35;4;0;0;0
2020-02-08 23:00:00;12;2;1;36;2;0;0;0
