DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-02-04 00:00:00;7;18;6;0;0;0;0;0
2020-02-04 00:15:00;5;12;9;0;0;0;0;0
2020-02-04 00:30:00;10;7;5;0;0;0;0;0
2020-02-04 00:45:00;6;6;4;0;0;0;0;0
2020-02-04 01:00:00;7;3;5;0;0;0;0;0
2020-02-04 01:15:00;11;5;6;0;0;0;0;0
2020-02-04 01:30:00;5;5;7;0;0;0;0;0
2020-02-04 01:45:00;9;8;11;0;0;0;0;0
2020-02-04 02:00:00;5;12;4;0;0;0;0;0
2020-02-04 02:15:00;5;8;9;0;0;0;0;0
2020-02-04 02:30:00;1;5;5;0;0;0;0;0
2020-02-04 02:45:00;2;10;4;0;0;0;0;0
2020-02-04 03:00:00;10;5;5;0;0;0;0;0
2020-02-04 03:15:00;5;6;2;0;0;0;0;0
2020-02-04 03:30:00;2;6;11;0;0;0;0;0
2020-02-04 03:45:00;8;10;8;0;0;0;0;0
2020-02-04 04:00:00;12;7;11;0;0;0;0;0
2020-02-04 04:15:00;5;10;6;0;0;0;0;0
2020-02-04 04:30:00;24;15;16;0;0;0;0;0
2020-02-04 04:45:00;17;29;29;0;0;0;0;0
2020-02-04 05:00:00;27;42;59;0;0;0;0;0
2020-02-04 05:15:00;25;67;117;0;0;0;0;0
2020-02-04 05:30:00;57;74;103;0;0;0;0;0
2020-02-04 05:45:00;115;119;80;0;0;1;0;0
2020-02-04 06:00:00;119;175;66;0;0;0;0;0
2020-02-04 06:15:00;81;167;63;0;0;0;0;0
2020-02-04 06:30:00;80;165;86;0;1;0;1;3
2020-02-04 06:45:00;72;174;112;0;2;2;4;0
2020-02-04 07:00:00;64;125;92;0;4;0;5;2
2020-02-04 07:15:00;58;150;89;0;5;6;10;1
2020-02-04 07:30:00;85;147;110;0;5;14;9;0
2020-02-04 07:45:00;92;202;99;0;0;3;6;1
2020-02-04 08:00:00;90;157;112;0;4;2;16;1
2020-02-04 08:15:00;85;167;111;0;1;3;8;2
2020-02-04 08:30:00;59;102;59;0;4;0;3;16
2020-02-04 08:45:00;
2020-02-04 09:00:00;40;56;31;0;2;0;11;2
2020-02-04 09:15:00;55;113;76;0;1;4;12;2
2020-02-04 09:30:00;62;132;59;0;1;0;16;0
2020-02-04 09:45:00;41;57;43;0;6;0;0;0
2020-02-04 10:00:00;57;115;64;0;4;1;3;0
2020-02-04 10:15:00;63;109;80;0;9;3;8;13
2020-02-04 10:30:00;74;145;77;0;3;1;26;5
2020-02-04 10:45:00;83;150;62;0;3;0;19;1
2020-02-04 11:00:00;77;144;64;0;2;0;1;3
2020-02-04 11:15:00;73;139;67;0;1;4;3;0
2020-02-04 11:30:00;90;145;83;0;8;6;6;9
2020-02-04 11:45:00;83;150;70;0;6;3;7;8
2020-02-04 12:00:00;79;153;62;0;11;6;1;5
2020-02-04 12:15:00;78;175;70;0;6;10;9;5
2020-02-04 12:30:00;85;160;70;0;27;7;8;17
2020-02-04 12:45:00;94;152;69;0;2;6;14;4
2020-02-04 13:00:00;97;159;92;0;2;4;0;7
2020-02-04 13:15:00;103;159;113;0;17;3;18;7
2020-02-04 13:30:00;90;151;114;0;13;3;22;9
2020-02-04 13:45:00;97;141;113;0;6;3;8;9
2020-02-04 14:00:00;132;198;93;0;16;4;8;21
2020-02-04 14:15:00;161;222;87;0;18;6;18;2
2020-02-04 14:30:00;168;215;111;0;3;1;3;12
2020-02-04 14:45:00;147;192;87;0;1;32;10;3
2020-02-04 15:00:00;137;194;86;0;10;1;4;5
2020-02-04 15:15:00;170;215;79;0;20;0;20;23
2020-02-04 15:30:00;149;212;75;0;12;4;5;11
2020-02-04 15:45:00;155;225;85;0;41;0;10;18
2020-02-04 16:00:00;157;232;100;0;17;3;11;15
2020-02-04 16:15:00;174;262;81;0;27;4;1;26
2020-02-04 16:30:00;136;244;88;0;22;8;11;50
2020-02-04 16:45:00;114;117;78;0;23;7;18;58
2020-02-04 17:00:00;116;121;83;0;26;1;1;14
2020-02-04 17:15:00;150;155;98;0;14;4;18;4
2020-02-04 17:30:00;143;203;91;0;6;2;22;7
2020-02-04 17:45:00;102;248;100;0;24;4;5;9
2020-02-04 18:00:00;115;219;94;0;15;14;8;1
2020-02-04 18:15:00;109;225;77;0;8;0;0;3
2020-02-04 18:30:00;75;186;73;0;26;0;49;5
2020-02-04 18:45:00;71;168;74;0;5;3;2;0
2020-02-04 19:00:00;62;180;70;0;1;2;4;0
2020-02-04 19:15:00;60;145;62;0;11;2;0;4
2020-02-04 19:30:00;67;125;50;0;14;6;1;9
2020-02-04 19:45:00;47;131;41;0;2;1;2;5
2020-02-04 20:00:00;58;117;56;0;5;0;0;8
2020-02-04 20:15:00;42;114;41;0;2;3;1;2
2020-02-04 20:30:00;40;104;41;0;0;0;0;0
2020-02-04 20:45:00;31;87;50;0;0;0;0;0
2020-02-04 21:00:00;34;73;55;0;0;0;0;0
2020-02-04 21:15:00;30;66;80;0;0;0;0;0
2020-02-04 21:30:00;31;79;63;0;0;0;0;0
2020-02-04 21:45:00;88;75;33;0;0;0;0;0
2020-02-04 22:00:00;139;114;47;0;0;0;0;0
2020-02-04 22:15:00;68;108;37;0;0;0;0;0
2020-02-04 22:30:00;41;57;18;0;0;0;0;0
2020-02-04 22:45:00;28;42;14;0;0;0;0;0
2020-02-04 23:00:00;16;40;18;0;0;0;0;0
2020-02-04 23:15:00;16;25;17;0;0;0;0;0
2020-02-04 23:30:00;13;25;16;0;0;0;0;0
