DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-01-30 00:00:00;6;3;3;2;1;10;2;2;2
2020-01-30 00:15:00;6;6;1;5;1;8;4;4;4
2020-01-30 00:30:00;7;2;0;3;0;10;2;1;2
2020-01-30 00:45:00;5;0;0;6;1;4;4;1;0
2020-01-30 01:00:00;2;1;1;6;0;7;3;0;0
2020-01-30 01:15:00;2;3;1;6;0;10;3;4;4
2020-01-30 01:30:00;3;4;0;4;2;0;1;0;0
2020-01-30 01:45:00;2;1;1;4;3;5;4;1;1
2020-01-30 02:00:00;2;0;0;4;3;1;2;2;2
2020-01-30 02:15:00;3;2;3;1;0;1;0;2;2
2020-01-30 02:30:00;3;1;0;5;0;3;1;1;1
2020-01-30 02:45:00;4;1;1;5;1;3;2;3;3
2020-01-30 03:00:00;4;1;0;0;0;2;4;4;4
2020-01-30 03:15:00;4;0;2;5;0;2;2;5;5
2020-01-30 03:30:00;5;2;1;1;0;6;2;4;4
2020-01-30 03:45:00;1;0;1;6;5;4;2;2;2
2020-01-30 04:00:00;7;2;0;5;2;5;4;6;6
2020-01-30 04:15:00;3;2;1;6;0;8;2;3;3
2020-01-30 04:30:00;3;4;1;11;4;4;3;7;7
2020-01-30 04:45:00;12;5;3;16;4;8;9;3;3
2020-01-30 05:00:00;19;13;3;11;7;26;23;1;1
2020-01-30 05:15:00;33;17;3;26;8;36;39;4;4
2020-01-30 05:30:00;50;33;4;35;18;42;43;5;5
2020-01-30 05:45:00;46;24;5;49;49;44;51;12;12
2020-01-30 06:00:00;46;27;7;65;71;52;57;9;9
2020-01-30 06:15:00;45;33;10;53;50;73;97;16;16
2020-01-30 06:30:00;35;34;9;35;25;106;133;21;21
2020-01-30 06:45:00;53;60;15;42;39;134;154;19;20
2020-01-30 07:00:00;61;39;15;33;22;163;178;22;22
2020-01-30 07:15:00;54;46;9;32;32;199;174;24;24
2020-01-30 07:30:00;67;53;28;38;30;172;144;22;22
2020-01-30 07:45:00;79;51;25;43;29;130;118;20;20
2020-01-30 08:00:00;61;36;21;24;18;130;127;20;20
2020-01-30 08:15:00;63;28;19;27;25;100;113;18;18
2020-01-30 08:30:00;53;37;21;35;33;106;106;9;9
2020-01-30 08:45:00;58;41;17;30;27;89;77;17;17
2020-01-30 09:00:00;43;39;26;30;29;62;50;11;11
2020-01-30 09:15:00;56;38;25;36;34;60;55;15;16
2020-01-30 09:30:00;50;29;18;35;35;67;70;16;15
2020-01-30 09:45:00;57;41;17;44;32;75;76;24;24
2020-01-30 10:00:00;57;33;22;42;38;56;71;27;27
2020-01-30 10:15:00;54;36;22;37;36;50;59;14;14
2020-01-30 10:30:00;64;36;18;46;38;65;48;16;16
2020-01-30 10:45:00;57;29;18;36;39;44;49;24;23
2020-01-30 11:00:00;60;49;17;51;41;47;59;23;23
2020-01-30 11:15:00;59;49;19;51;55;54;43;29;30
2020-01-30 11:30:00;73;56;13;49;43;53;52;15;14
2020-01-30 11:45:00;66;45;26;50;36;49;56;20;20
2020-01-30 12:00:00;79;55;22;62;50;61;57;11;11
2020-01-30 12:15:00;69;56;20;54;52;49;57;18;18
2020-01-30 12:30:00;72;63;16;60;61;49;53;19;20
2020-01-30 12:45:00;69;64;14;55;48;58;62;14;13
2020-01-30 13:00:00;91;68;18;59;59;56;59;25;25
2020-01-30 13:15:00;116;86;20;53;63;60;76;16;17
2020-01-30 13:30:00;97;68;18;61;54;67;82;16;15
2020-01-30 13:45:00;76;62;15;40;53;51;62;13;14
2020-01-30 14:00:00;107;66;17;75;70;84;75;26;25
2020-01-30 14:15:00;81;67;14;85;84;75;83;20;20
2020-01-30 14:30:00;105;98;24;89;107;81;90;12;12
2020-01-30 14:45:00;111;77;29;101;108;66;76;26;25
2020-01-30 15:00:00;98;95;22;88;85;78;81;25;25
2020-01-30 15:15:00;113;104;22;92;88;69;85;28;28
2020-01-30 15:30:00;85;86;20;88;93;75;84;27;27
2020-01-30 15:45:00;121;101;20;100;86;87;81;25;25
2020-01-30 16:00:00;127;132;25;88;99;99;89;21;21
2020-01-30 16:15:00;135;140;34;94;100;101;88;17;17
2020-01-30 16:30:00;137;118;21;104;93;85;79;16;16
2020-01-30 16:45:00;118;120;27;96;90;95;93;21;21
2020-01-30 17:00:00;124;114;16;91;77;84;90;30;30
2020-01-30 17:15:00;152;126;38;102;90;104;104;19;19
2020-01-30 17:30:00;118;99;22;84;93;87;77;24;25
2020-01-30 17:45:00;116;98;22;80;81;73;70;13;12
2020-01-30 18:00:00;95;70;16;75;69;77;74;21;22
2020-01-30 18:15:00;90;62;15;80;54;75;72;10;10
2020-01-30 18:30:00;79;65;16;65;33;73;70;15;15
2020-01-30 18:45:00;71;38;15;47;43;61;73;11;11
2020-01-30 19:00:00;67;46;23;49;42;53;45;4;4
2020-01-30 19:15:00;75;48;9;48;44;58;63;13;13
2020-01-30 19:30:00;58;41;16;42;39;35;50;7;7
2020-01-30 19:45:00;54;31;12;37;18;46;49;6;6
2020-01-30 20:00:00;54;24;10;31;17;43;55;6;6
2020-01-30 20:15:00;48;33;9;27;21;39;48;3;3
2020-01-30 20:30:00;42;21;13;28;24;28;22;9;9
2020-01-30 20:45:00;51;17;13;30;14;20;18;6;6
2020-01-30 21:00:00;41;17;11;29;21;30;23;6;6
2020-01-30 21:15:00;58;20;7;32;17;25;26;4;4
2020-01-30 21:30:00;53;26;9;28;16;22;19;6;6
2020-01-30 21:45:00;39;18;10;50;45;18;16;7;7
2020-01-30 22:00:00;47;27;4;69;62;30;28;6;6
2020-01-30 22:15:00;42;21;6;55;44;24;29;4;4
2020-01-30 22:30:00;19;6;5;26;24;16;15;6;6
2020-01-30 22:45:00;35;17;1;16;5;15;11;4;4
2020-01-30 23:00:00;27;6;3;12;5;16;8;4;4
2020-01-30 23:15:00;22;5;5;12;6;9;6;2;2
2020-01-30 23:30:00;15;4;0;8;5;13;8;3;3
2020-01-30 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
