DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-05-08 00:00:00;0;0;1;0;0;0;0;0;0
2020-05-08 00:15:00;1;0;0;0;0;0;0;0;0
2020-05-08 00:30:00;0;0;0;0;0;0;0;0;0
2020-05-08 00:45:00;0;0;0;0;0;0;0;0;0
2020-05-08 01:00:00;0;0;0;0;0;0;0;0;0
2020-05-08 01:15:00;0;0;0;0;0;0;0;0;0
2020-05-08 01:30:00;0;0;0;0;0;0;0;0;0
2020-05-08 01:45:00;0;0;0;0;0;0;0;0;0
2020-05-08 02:00:00;0;0;1;0;0;0;0;0;0
2020-05-08 02:15:00;0;0;1;0;0;0;0;0;0
2020-05-08 02:30:00;1;0;0;0;0;0;0;0;0
2020-05-08 02:45:00;1;0;0;0;0;0;0;0;0
2020-05-08 03:00:00;0;0;0;0;0;0;0;0;0
2020-05-08 03:15:00;1;0;0;0;0;0;0;0;0
2020-05-08 03:30:00;0;0;0;0;0;0;0;0;0
2020-05-08 03:45:00;1;0;0;0;0;0;0;0;0
2020-05-08 04:00:00;0;0;0;0;0;0;0;0;0
2020-05-08 04:15:00;0;0;1;0;0;0;0;0;0
2020-05-08 04:30:00;0;0;0;0;0;0;0;0;0
2020-05-08 04:45:00;0;0;0;0;0;0;0;0;0
2020-05-08 05:00:00;2;0;1;0;0;0;0;0;0
2020-05-08 05:15:00;0;0;1;0;0;0;0;0;0
2020-05-08 05:30:00;4;0;1;0;0;0;0;0;0
2020-05-08 05:45:00;0;1;1;0;0;0;0;0;0
2020-05-08 06:00:00;1;1;4;0;0;0;0;0;0
2020-05-08 06:15:00;0;1;1;0;0;1;0;0;0
2020-05-08 06:30:00;3;1;5;1;0;1;0;4;0
2020-05-08 06:45:00;2;7;11;0;0;2;0;0;0
2020-05-08 07:00:00;3;3;4;1;0;0;1;2;0
2020-05-08 07:15:00;4;3;6;2;1;1;1;0;1
2020-05-08 07:30:00;13;4;8;4;0;0;0;0;0
2020-05-08 07:45:00;13;2;10;4;0;2;2;1;0
2020-05-08 08:00:00;9;4;6;4;1;0;1;0;0
2020-05-08 08:15:00;12;4;7;5;2;1;1;3;2
2020-05-08 08:30:00;17;6;11;4;1;0;1;0;1
2020-05-08 08:45:00;26;5;12;5;1;1;1;0;0
2020-05-08 09:00:00;27;10;15;10;3;0;1;0;0
2020-05-08 09:15:00;25;8;12;4;4;0;0;0;0
2020-05-08 09:30:00;34;8;16;6;5;0;3;1;1
2020-05-08 09:45:00;37;9;14;6;6;2;1;0;0
2020-05-08 10:00:00;40;6;12;10;3;0;3;0;0
2020-05-08 10:15:00;45;9;11;4;3;1;1;0;0
2020-05-08 10:30:00;36;9;18;5;4;1;0;3;1
2020-05-08 10:45:00;47;11;18;5;6;0;2;0;0
2020-05-08 11:00:00;51;18;19;1;11;1;0;0;1
2020-05-08 11:15:00;52;13;21;5;2;0;0;0;0
2020-05-08 11:30:00;62;16;20;8;0;1;3;0;0
2020-05-08 11:45:00;68;7;15;7;5;1;2;0;0
2020-05-08 12:00:00;53;13;19;1;4;3;2;0;5
2020-05-08 12:15:00;66;9;18;5;1;1;2;1;0
2020-05-08 12:30:00;50;16;19;1;1;2;2;0;0
2020-05-08 12:45:00;56;10;14;11;2;0;1;46;1
2020-05-08 13:00:00;49;16;26;6;5;2;3;0;1
2020-05-08 13:15:00;41;9;14;0;7;1;1;3;0
2020-05-08 13:30:00;44;11;23;1;4;0;2;0;5
2020-05-08 13:45:00;50;6;27;4;4;2;6;0;0
2020-05-08 14:00:00;48;17;18;3;2;3;4;0;8
2020-05-08 14:15:00;46;11;25;3;7;2;2;1;0
2020-05-08 14:30:00;49;18;19;2;2;2;4;6;0
2020-05-08 14:45:00;55;11;29;6;2;1;1;0;0
2020-05-08 15:00:00;38;15;28;6;0;1;0;4;0
2020-05-08 15:15:00;45;11;21;3;0;2;5;0;0
2020-05-08 15:30:00;55;11;24;1;2;2;2;0;0
2020-05-08 15:45:00;50;14;23;4;3;0;3;0;2
2020-05-08 16:00:00;42;17;30;3;3;1;4;6;2
2020-05-08 16:15:00;52;18;19;5;0;3;1;0;2
2020-05-08 16:30:00;62;17;29;1;3;0;0;0;0
2020-05-08 16:45:00;48;18;23;2;0;0;3;2;0
2020-05-08 17:00:00;50;18;15;5;1;3;1;0;1
2020-05-08 17:15:00;47;5;14;4;1;1;1;0;0
2020-05-08 17:30:00;65;10;8;3;1;4;2;1;0
2020-05-08 17:45:00;44;8;23;3;8;0;4;2;3
2020-05-08 18:00:00;44;12;22;3;5;0;1;0;2
2020-05-08 18:15:00;44;9;20;4;0;0;2;8;0
