DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-02-13 00:00:00;0;0;0;9;8;1;5;4;7;2;2
2020-02-13 00:15:00;0;3;0;3;8;2;6;7;8;3;4
2020-02-13 00:30:00;0;2;0;6;2;0;2;1;4;2;2
2020-02-13 00:45:00;0;4;0;4;4;0;1;2;1;1;1
2020-02-13 01:00:00;1;1;0;2;4;0;1;7;4;1;0
2020-02-13 01:15:00;1;1;0;4;4;1;1;5;3;0;0
2020-02-13 01:30:00;0;1;0;7;10;1;1;3;3;2;1
2020-02-13 01:45:00;1;0;0;4;4;1;2;1;0;0;0
2020-02-13 02:00:00;0;2;0;3;0;0;0;2;2;2;2
2020-02-13 02:15:00;1;0;0;3;2;0;3;3;2;0;0
2020-02-13 02:30:00;0;1;0;7;4;3;0;3;3;1;1
2020-02-13 02:45:00;0;0;0;2;4;5;2;0;1;0;0
2020-02-13 03:00:00;0;1;0;2;2;0;1;2;1;0;0
2020-02-13 03:15:00;0;0;0;0;2;0;2;1;0;0;0
2020-02-13 03:30:00;0;1;0;3;2;0;3;2;2;0;0
2020-02-13 03:45:00;0;3;1;1;0;0;0;7;3;1;1
2020-02-13 04:00:00;0;1;0;4;4;0;0;5;6;1;1
2020-02-13 04:15:00;0;3;0;11;9;1;3;4;4;1;1
2020-02-13 04:30:00;2;3;0;4;5;2;3;13;12;3;3
2020-02-13 04:45:00;0;6;0;15;5;1;3;12;8;2;2
2020-02-13 05:00:00;3;7;0;14;13;5;6;30;28;7;6
2020-02-13 05:15:00;5;12;1;24;19;3;6;45;35;9;10
2020-02-13 05:30:00;6;17;2;21;11;2;9;51;54;17;19
2020-02-13 05:45:00;5;25;2;60;33;10;11;65;75;22;19
2020-02-13 06:00:00;5;16;4;62;30;5;8;62;73;13;9
2020-02-13 06:15:00;6;28;5;68;37;8;8;77;90;23;19
2020-02-13 06:30:00;8;74;3;50;35;9;14;97;98;18;17
2020-02-13 06:45:00;7;45;7;56;39;8;26;127;160;36;31
2020-02-13 07:00:00;9;54;6;87;47;8;15;127;144;17;11
2020-02-13 07:15:00;14;44;15;78;58;9;44;156;200;38;28
2020-02-13 07:30:00;14;102;9;77;61;14;50;170;206;20;15
2020-02-13 07:45:00;17;64;6;120;88;14;46;167;195;19;16
2020-02-13 08:00:00;23;46;11;112;77;20;39;135;137;27;27
2020-02-13 08:15:00;18;60;4;102;53;10;45;136;163;28;24
2020-02-13 08:30:00;22;44;5;107;58;56;31;118;137;21;17
2020-02-13 08:45:00;12;35;5;106;58;18;39;104;108;18;11
2020-02-13 09:00:00;8;41;5;94;55;13;36;89;103;11;7
2020-02-13 09:15:00;8;38;3;82;52;11;29;76;92;10;5
2020-02-13 09:30:00;8;28;4;97;52;11;40;80;89;6;7
2020-02-13 09:45:00;15;36;8;92;53;12;33;66;54;11;9
2020-02-13 10:00:00;12;25;2;93;52;13;35;67;80;11;8
2020-02-13 10:15:00;12;31;7;102;64;13;36;67;85;11;11
2020-02-13 10:30:00;16;40;4;95;67;8;32;61;63;8;6
2020-02-13 10:45:00;9;46;6;86;67;30;30;69;66;11;11
2020-02-13 11:00:00;46;41;5;90;59;9;26;71;63;8;8
2020-02-13 11:15:00;14;37;8;110;82;31;43;72;55;6;6
2020-02-13 11:30:00;12;48;2;94;65;14;26;58;57;9;10
2020-02-13 11:45:00;18;32;4;111;59;82;40;71;68;12;11
2020-02-13 12:00:00;10;41;3;120;82;98;27;54;65;8;7
2020-02-13 12:15:00;13;31;4;122;73;64;45;67;64;12;12
2020-02-13 12:30:00;14;36;5;100;80;87;32;70;66;15;12
2020-02-13 12:45:00;17;27;6;86;113;106;41;81;79;12;7
2020-02-13 13:00:00;13;39;4;112;139;70;27;77;76;7;8
2020-02-13 13:15:00;8;41;4;81;124;27;40;82;71;14;10
