DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-05-02 00:00:00;3;8;4;6;6;4;0;4
2020-05-02 00:15:00;3;5;2;3;1;4;0;3
2020-05-02 00:30:00;4;2;0;2;1;2;0;4
2020-05-02 00:45:00;8;3;0;1;2;1;0;4
2020-05-02 01:00:00;2;2;0;1;1;3;0;4
2020-05-02 01:15:00;2;3;1;0;0;2;0;4
2020-05-02 01:30:00;2;1;0;5;1;4;0;1
2020-05-02 01:45:00;3;3;3;2;1;1;0;1
2020-05-02 02:00:00;1;1;2;2;1;2;0;0
2020-05-02 02:15:00;2;0;1;4;3;1;0;2
2020-05-02 02:30:00;0;1;0;1;0;1;0;0
2020-05-02 02:45:00;1;0;0;0;0;0;0;0
2020-05-02 03:00:00;1;0;0;1;1;0;0;1
2020-05-02 03:15:00;0;0;0;2;2;1;0;0
2020-05-02 03:30:00;2;0;0;0;0;1;0;0
2020-05-02 03:45:00;1;1;1;2;1;0;0;0
2020-05-02 04:00:00;0;0;1;1;0;0;0;0
2020-05-02 04:15:00;2;3;0;0;0;1;0;0
2020-05-02 04:30:00;1;1;0;1;0;0;0;0
2020-05-02 04:45:00;6;1;0;2;0;0;0;0
2020-05-02 05:00:00;4;1;0;1;1;0;0;1
2020-05-02 05:15:00;7;4;1;2;1;2;0;0
2020-05-02 05:30:00;6;7;0;4;3;2;0;5
2020-05-02 05:45:00;6;9;3;4;4;3;0;2
2020-05-02 06:00:00;4;3;1;5;4;3;0;5
2020-05-02 06:15:00;4;3;2;3;2;2;0;5
2020-05-02 06:30:00;4;6;6;7;6;11;0;7
2020-05-02 06:45:00;11;6;6;4;2;6;0;5
2020-05-02 07:00:00;10;9;6;13;47;5;0;4
2020-05-02 07:15:00;8;7;2;7;3;7;0;7
2020-05-02 07:30:00;13;15;8;4;7;7;0;4
2020-05-02 07:45:00;13;10;4;17;33;7;0;12
2020-05-02 08:00:00;16;9;4;16;4;9;0;6
2020-05-02 08:15:00;21;16;4;6;5;6;0;10
2020-05-02 08:30:00;17;13;10;18;11;10;0;18
2020-05-02 08:45:00;15;11;9;21;13;10;0;16
2020-05-02 09:00:00;22;15;8;13;17;7;0;13
2020-05-02 09:15:00;27;15;9;20;18;8;0;16
2020-05-02 09:30:00;24;18;12;11;19;11;0;15
2020-05-02 09:45:00;29;27;18;18;39;20;0;13
2020-05-02 10:00:00;25;26;18;12;23;16;0;27
2020-05-02 10:15:00;29;31;21;27;20;21;0;24
2020-05-02 10:30:00;38;35;15;30;18;15;0;30
2020-05-02 10:45:00;31;25;19;24;21;14;0;26
2020-05-02 11:00:00;39;29;19;25;16;19;0;16
2020-05-02 11:15:00;41;26;16;22;21;21;0;25
2020-05-02 11:30:00;48;25;11;19;16;21;0;27
2020-05-02 11:45:00;42;29;25;18;23;28;0;34
2020-05-02 12:00:00;49;32;21;20;56;28;0;29
2020-05-02 12:15:00;35;24;20;32;18;21;0;29
2020-05-02 12:30:00;44;36;22;29;25;25;0;37
2020-05-02 12:45:00;45;39;19;19;20;25;0;34
2020-05-02 13:00:00;33;31;15;24;27;19;0;31
2020-05-02 13:15:00;52;47;20;20;16;23;0;38
2020-05-02 13:30:00;42;41;20;18;21;23;0;37
2020-05-02 13:45:00;52;43;25;23;24;24;0;28
2020-05-02 14:00:00;45;39;26;19;21;29;0;32
2020-05-02 14:15:00;40;32;23;27;25;20;0;31
2020-05-02 14:30:00;52;37;21;26;26;21;0;22
2020-05-02 14:45:00;45;32;14;20;33;14;0;34
2020-05-02 15:00:00;43;38;23;22;18;20;0;32
2020-05-02 15:15:00;39;32;21;28;20;28;0;36
2020-05-02 15:30:00;41;33;24;22;19;27;0;26
2020-05-02 15:45:00;38;27;18;28;18;30;0;24
2020-05-02 16:00:00;43;32;28;21;18;18;0;27
