DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-08-02 00:00:00;0;17;0;0;0;2;23;19;1;0
2020-08-02 00:15:00;0;38;0;0;1;2;34;17;3;1
2020-08-02 00:30:00;0;29;0;0;0;2;27;19;4;2
2020-08-02 00:45:00;0;23;0;1;0;2;24;15;1;0
2020-08-02 01:00:00;0;22;0;1;1;0;16;13;3;3
2020-08-02 01:15:00;0;20;1;1;0;4;26;20;2;0
2020-08-02 01:30:00;0;15;1;0;0;1;13;11;3;2
2020-08-02 01:45:00;0;18;0;1;0;2;20;13;1;0
2020-08-02 02:00:00;0;17;0;1;0;2;13;9;1;1
2020-08-02 02:15:00;0;16;1;0;0;0;19;4;1;1
2020-08-02 02:30:00;0;13;0;0;0;1;10;11;2;2
2020-08-02 02:45:00;0;19;0;1;0;0;11;8;0;1
2020-08-02 03:00:00;0;7;0;0;0;2;11;11;1;0
2020-08-02 03:15:00;0;12;0;0;1;0;14;7;0;0
2020-08-02 03:30:00;0;7;0;0;0;0;13;5;0;0
2020-08-02 03:45:00;0;12;0;3;1;0;6;6;0;0
2020-08-02 04:00:00;0;7;0;0;0;0;6;6;0;0
2020-08-02 04:15:00;0;11;0;0;0;0;9;5;2;0
2020-08-02 04:30:00;0;9;0;1;0;0;8;4;0;0
2020-08-02 04:45:00;0;5;0;0;0;1;9;5;3;2
2020-08-02 05:00:00;0;8;0;0;0;8;6;6;0;1
2020-08-02 05:15:00;0;14;0;0;0;5;10;9;1;0
2020-08-02 05:30:00;0;11;2;0;0;6;12;18;1;1
2020-08-02 05:45:00;0;10;0;1;2;10;17;18;1;1
2020-08-02 06:00:00;0;10;3;4;4;0;10;5;2;2
2020-08-02 06:15:00;0;24;2;2;1;1;12;11;0;0
2020-08-02 06:30:00;0;16;0;1;0;1;16;11;1;1
2020-08-02 06:45:00;0;19;1;1;0;4;20;11;0;0
2020-08-02 07:00:00;0;17;0;0;1;3;16;8;2;2
2020-08-02 07:15:00;0;15;3;1;1;0;14;12;3;1
2020-08-02 07:30:00;0;15;0;0;1;1;18;14;0;0
2020-08-02 07:45:00;0;29;0;2;2;2;22;17;0;0
2020-08-02 08:00:00;0;18;0;1;0;0;18;16;5;2
2020-08-02 08:15:00;0;16;0;0;1;0;26;30;1;0
2020-08-02 08:30:00;0;24;1;2;2;2;23;25;4;0
2020-08-02 08:45:00;0;30;1;1;0;3;37;25;0;0
2020-08-02 09:00:00;0;35;0;0;0;5;30;32;1;1
2020-08-02 09:15:00;0;48;0;1;2;5;40;44;1;1
2020-08-02 09:30:00;0;43;1;1;4;9;56;50;3;2
2020-08-02 09:45:00;0;47;0;1;4;6;48;54;5;0
2020-08-02 10:00:00;0;52;3;1;3;11;42;49;6;1
2020-08-02 10:15:00;0;64;3;0;1;5;38;49;3;3
2020-08-02 10:30:00;0;68;3;3;3;6;49;47;5;0
2020-08-02 10:45:00;0;59;1;7;6;8;36;42;2;0
2020-08-02 11:00:00;0;70;1;2;2;9;48;67;4;2
2020-08-02 11:15:00;0;50;3;4;2;4;59;58;4;1
2020-08-02 11:30:00;0;77;1;2;2;5;41;40;10;4
2020-08-02 11:45:00;0;74;1;2;5;6;54;62;4;0
2020-08-02 12:00:00;0;80;3;3;8;13;55;52;6;1
2020-08-02 12:15:00;0;80;2;2;3;10;48;53;4;3
2020-08-02 12:30:00;0;60;1;2;3;9;59;64;3;1
2020-08-02 12:45:00;0;75;2;2;3;10;53;66;9;2
2020-08-02 13:00:00;0;65;0;0;3;14;62;64;1;1
2020-08-02 13:15:00;0;58;0;2;5;7;49;61;5;4
2020-08-02 13:30:00;0;56;0;6;6;8;53;61;6;1
2020-08-02 13:45:00;0;49;3;5;3;10;51;62;8;3
2020-08-02 14:00:00;0;76;5;8;10;9;52;56;6;2
2020-08-02 14:15:00;0;56;5;4;1;8;63;78;3;3
2020-08-02 14:30:00;0;76;5;3;4;14;60;67;3;3
2020-08-02 14:45:00;0;69;2;0;4;8;71;68;4;1
2020-08-02 15:00:00;0;65;0;2;2;7;55;57;4;1
2020-08-02 15:15:00;0;68;0;2;4;9;53;63;7;0
2020-08-02 15:30:00;0;54;2;2;1;6;53;56;5;1
2020-08-02 15:45:00;0;74;1;3;2;12;52;52;2;1
2020-08-02 16:00:00;0;74;1;3;1;6;55;56;7;3
2020-08-02 16:15:00;0;80;1;1;2;9;57;51;1;2
2020-08-02 16:30:00;0;73;1;4;4;9;55;49;4;1
2020-08-02 16:45:00;0;72;3;4;4;9;52;69;8;2
2020-08-02 17:00:00;0;79;1;2;3;9;60;64;4;2
2020-08-02 17:15:00;0;67;1;0;4;10;66;80;8;1
2020-08-02 17:30:00;0;76;4;6;5;14;69;73;4;4
2020-08-02 17:45:00;0;62;1;3;5;10;58;74;4;0
2020-08-02 18:00:00;0;70;3;3;7;9;61;66;4;2
2020-08-02 18:15:00;0;66;4;4;4;14;58;70;8;2
2020-08-02 18:30:00;0;69;1;3;3;10;50;61;3;0
2020-08-02 18:45:00;0;61;1;2;3;11;61;69;2;0
2020-08-02 19:00:00;0;54;0;0;5;10;58;60;5;0
2020-08-02 19:15:00;0;60;3;3;5;9;62;69;8;2
2020-08-02 19:30:00;0;57;2;6;2;10;43;48;5;2
2020-08-02 19:45:00;0;67;0;8;2;9;63;64;6;5
2020-08-02 20:00:00;0;59;1;3;2;10;50;54;2;0
2020-08-02 20:15:00;0;56;0;0;3;5;50;50;6;4
2020-08-02 20:30:00;0;55;1;0;0;9;49;57;4;0
2020-08-02 20:45:00;0;50;1;0;3;6;42;43;4;2
2020-08-02 21:00:00;0;57;5;5;1;11;49;48;3;1
2020-08-02 21:15:00;0;30;0;1;0;20;34;46;2;1
2020-08-02 21:30:00;0;32;8;2;2;20;45;50;5;4
2020-08-02 21:45:00;0;43;2;6;6;16;40;42;1;1
2020-08-02 22:00:00;0;36;2;1;3;5;43;39;5;1
2020-08-02 22:15:00;0;24;3;3;2;5;29;30;3;1
2020-08-02 22:30:00;0;32;0;2;2;8;30;24;2;1
2020-08-02 22:45:00;0;21;1;1;3;4;31;27;3;2
2020-08-02 23:00:00;0;27;0;1;0;3;20;16;3;3
2020-08-02 23:15:00;0;19;2;4;1;6;24;21;3;2
2020-08-02 23:30:00;0;16;1;3;3;5;15;14;0;0
2020-08-02 23:45:00;0;11;3;1;0;2;24;13;2;1
