DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-02-16 00:00:00;33;23;41;16;1;0;0
2020-02-16 00:15:00;45;25;59;16;1;0;0
2020-02-16 00:30:00;26;20;42;15;1;0;0
2020-02-16 00:45:00;25;25;56;16;2;0;0
2020-02-16 01:00:00;23;8;35;10;0;0;1
2020-02-16 01:15:00;27;16;39;8;0;0;2
2020-02-16 01:30:00;19;14;31;6;1;0;2
2020-02-16 01:45:00;24;13;42;13;1;0;1
2020-02-16 02:00:00;13;5;26;5;0;0;2
2020-02-16 02:15:00;12;9;18;7;1;0;1
2020-02-16 02:30:00;17;10;15;7;0;0;0
2020-02-16 02:45:00;13;8;28;2;1;0;0
2020-02-16 03:00:00;16;12;11;7;1;0;0
2020-02-16 03:15:00;19;7;15;7;0;0;0
2020-02-16 03:30:00;15;8;25;6;0;0;0
2020-02-16 03:45:00;9;6;12;1;3;0;0
2020-02-16 04:00:00;12;6;11;3;0;0;0
2020-02-16 04:15:00;13;11;18;3;0;1;0
2020-02-16 04:30:00;9;7;14;3;3;1;0
2020-02-16 04:45:00;10;5;16;6;0;1;0
2020-02-16 05:00:00;10;10;20;4;0;0;0
2020-02-16 05:15:00;16;12;34;9;0;0;0
2020-02-16 05:30:00;17;7;22;2;1;0;0
2020-02-16 05:45:00;16;12;20;6;1;0;1
2020-02-16 06:00:00;15;11;22;6;1;0;1
2020-02-16 06:15:00;9;23;21;9;1;0;0
2020-02-16 06:30:00;17;6;26;6;2;1;0
2020-02-16 06:45:00;22;10;18;9;2;1;1
2020-02-16 07:00:00;19;16;21;9;1;0;0
2020-02-16 07:15:00;22;18;23;11;3;0;0
2020-02-16 07:30:00;23;18;18;4;2;0;1
2020-02-16 07:45:00;45;37;28;10;2;4;1
2020-02-16 08:00:00;12;26;50;13;2;0;0
2020-02-16 08:15:00;43;24;46;12;2;0;0
2020-02-16 08:30:00;39;36;45;19;3;0;1
2020-02-16 08:45:00;63;44;61;34;1;0;0
2020-02-16 09:00:00;48;49;77;23;2;0;0
2020-02-16 09:15:00;68;58;75;38;5;1;0
2020-02-16 09:30:00;73;79;94;42;5;0;1
2020-02-16 09:45:00;92;94;134;54;11;0;1
2020-02-16 10:00:00;77;84;115;40;7;1;1
2020-02-16 10:15:00;90;81;144;70;3;0;0
2020-02-16 10:30:00;78;80;125;65;8;0;0
2020-02-16 10:45:00;90;104;150;60;6;0;2
2020-02-16 11:00:00;69;69;135;62;15;1;0
2020-02-16 11:15:00;78;90;165;78;6;1;0
2020-02-16 11:30:00;95;70;124;63;5;1;0
2020-02-16 11:45:00;107;88;181;88;8;2;0
2020-02-16 12:00:00;103;66;143;75;8;0;1
2020-02-16 12:15:00;105;72;152;72;3;0;1
2020-02-16 12:30:00;105;73;135;63;3;3;0
2020-02-16 12:45:00;118;83;139;60;4;1;0
2020-02-16 13:00:00;119;70;133;63;3;0;0
2020-02-16 13:15:00;95;70;136;60;2;0;0
2020-02-16 13:30:00;116;88;109;50;6;1;0
2020-02-16 13:45:00;98;88;155;74;3;0;1
2020-02-16 14:00:00;119;76;126;70;4;1;0
2020-02-16 14:15:00;139;89;155;81;4;1;2
2020-02-16 14:30:00;99;86;147;75;4;0;0
2020-02-16 14:45:00;132;109;143;94;7;0;0
2020-02-16 15:00:00;135;87;154;73;5;1;0
2020-02-16 15:15:00;118;79;148;62;5;0;0
2020-02-16 15:30:00;105;71;117;63;1;2;0
2020-02-16 15:45:00;114;85;144;78;9;0;1
2020-02-16 16:00:00;89;75;120;62;2;0;0
2020-02-16 16:15:00;122;82;130;68;5;2;0
2020-02-16 16:30:00;113;73;96;45;5;1;0
2020-02-16 16:45:00;119;105;174;86;10;0;0
2020-02-16 17:00:00;123;76;143;83;4;3;0
2020-02-16 17:15:00;123;88;150;82;6;0;0
2020-02-16 17:30:00;121;90;137;74;5;2;1
2020-02-16 17:45:00;140;129;185;90;3;0;0
2020-02-16 18:00:00;117;89;140;57;2;0;0
2020-02-16 18:15:00;138;95;145;76;8;1;0
2020-02-16 18:30:00;111;64;115;58;2;1;0
2020-02-16 18:45:00;112;90;134;60;4;0;0
2020-02-16 19:00:00;120;68;128;48;2;1;0
2020-02-16 19:15:00;108;84;113;47;3;1;0
2020-02-16 19:30:00;94;67;75;33;1;4;0
2020-02-16 19:45:00;95;75;102;44;5;1;0
2020-02-16 20:00:00;83;55;81;41;2;0;0
2020-02-16 20:15:00;92;54;102;36;6;0;1
2020-02-16 20:30:00;80;62;71;36;5;1;0
2020-02-16 20:45:00;59;42;69;27;3;1;1
2020-02-16 21:00:00;71;47;94;35;2;0;1
2020-02-16 21:15:00;62;46;65;22;4;0;1
2020-02-16 21:30:00;48;30;49;17;4;0;0
2020-02-16 21:45:00;38;20;53;25;3;0;1
2020-02-16 22:00:00;42;25;47;18;3;2;0
2020-02-16 22:15:00;59;32;57;17;3;0;1
2020-02-16 22:30:00;32;15;39;16;2;0;1
2020-02-16 22:45:00;38;22;34;13;1;0;1
2020-02-16 23:00:00;19;7;30;10;1;0;2
2020-02-16 23:15:00;28;15;21;2;4;2;0
2020-02-16 23:30:00;14;12;20;6;4;2;1
2020-02-16 23:45:00;20;11;20;4;3;4;1
