DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2020-05-18 00:00:00;0;2;2;1;5;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0
2020-05-18 00:15:00;0;6;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 00:30:00;0;3;0;4;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 00:45:00;0;7;1;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 01:00:00;0;3;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 01:15:00;0;0;0;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 01:30:00;1;1;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 01:45:00;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 02:00:00;1;3;0;2;2;0;1;0;2;1;0;2;1;0;0;0;0;0;0;0
2020-05-18 02:15:00;0;5;0;4;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-05-18 02:30:00;0;2;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 02:45:00;0;4;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 03:00:00;0;6;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 03:15:00;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 03:30:00;0;5;1;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 03:45:00;0;8;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 04:00:00;0;5;0;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 04:15:00;0;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 04:30:00;1;9;0;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 04:45:00;1;11;2;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 05:00:00;1;21;3;12;4;0;0;0;0;2;1;0;2;1;0;0;0;0;0;0
2020-05-18 05:15:00;2;53;7;32;8;2;0;0;1;2;1;0;2;1;0;0;0;0;0;0
2020-05-18 05:30:00;7;48;8;33;11;2;0;2;2;1;0;0;1;0;0;0;0;0;0;0
2020-05-18 05:45:00;13;53;19;32;10;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0
2020-05-18 06:00:00;9;46;6;31;10;0;2;0;2;2;2;0;2;2;0;0;0;0;0;0
2020-05-18 06:15:00;16;86;14;46;12;1;2;0;0;2;0;0;2;1;0;0;0;0;0;0
2020-05-18 06:30:00;15;68;40;44;19;4;6;1;1;3;1;1;3;1;0;0;0;0;0;0
2020-05-18 06:45:00;48;100;44;50;24;6;9;5;2;2;1;0;2;1;0;3;0;0;0;1
2020-05-18 07:00:00;25;92;39;29;15;3;8;5;1;3;1;1;2;1;0;0;0;6;0;0
2020-05-18 07:15:00;25;106;50;43;23;7;4;8;4;3;2;4;4;1;0;1;0;1;0;0
2020-05-18 07:30:00;19;104;36;44;21;3;1;3;3;4;2;2;4;2;0;0;0;0;0;0
2020-05-18 07:45:00;26;108;43;39;20;1;3;2;1;9;4;1;9;4;0;1;0;4;0;0
2020-05-18 08:00:00;16;82;32;36;27;10;3;5;1;9;3;1;8;4;0;2;0;0;0;0
2020-05-18 08:15:00;9;81;33;33;38;6;2;1;6;6;3;2;5;4;0;0;0;0;0;0
2020-05-18 08:30:00;15;86;18;51;34;0;4;6;2;4;2;1;4;2;0;0;0;0;0;0
2020-05-18 08:45:00;20;92;28;42;49;7;3;8;5;11;5;2;11;5;0;1;0;0;0;0
2020-05-18 09:00:00;18;83;14;41;46;3;7;8;2;6;5;2;5;5;0;3;0;9;0;0
2020-05-18 09:15:00;26;101;34;53;66;7;3;3;5;4;9;2;5;10;0;0;0;0;0;0
2020-05-18 09:30:00;20;107;30;54;56;7;4;5;4;8;8;3;6;9;0;0;0;1;0;0
2020-05-18 09:45:00;27;119;36;49;46;4;5;10;6;7;7;4;9;7;0;5;0;12;0;0
2020-05-18 10:00:00;22;97;29;31;53;4;5;10;6;4;6;1;4;6;2;2;3;2;0;0
2020-05-18 10:15:00;22;83;33;60;64;9;8;13;4;10;7;2;10;7;0;2;5;9;0;1
2020-05-18 10:30:00;16;94;37;67;79;8;12;10;6;13;12;3;12;12;0;2;0;3;0;0
2020-05-18 10:45:00;20;117;35;65;58;4;6;15;6;11;7;3;11;6;1;3;3;15;0;0
2020-05-18 11:00:00;9;90;25;70;51;6;4;6;5;5;9;5;6;9;0;1;0;0;0;0
2020-05-18 11:15:00;17;103;25;66;61;6;7;10;5;16;13;4;15;13;0;4;0;10;0;0
2020-05-18 11:30:00;18;97;21;62;60;5;9;12;4;17;11;3;16;11;1;3;3;43;0;0
2020-05-18 11:45:00;16;85;21;57;50;7;12;8;6;17;13;3;16;13;1;1;11;4;0;0
2020-05-18 12:00:00;16;76;25;57;59;7;9;6;1;10;8;0;11;8;3;1;0;0;0;0
2020-05-18 12:15:00;20;99;21;58;56;9;4;11;7;13;9;4;13;10;1;0;0;0;0;0
2020-05-18 12:30:00;20;83;13;68;61;5;3;11;4;17;6;3;18;6;0;3;1;11;0;0
2020-05-18 12:45:00;7;92;24;59;51;4;10;7;2;8;9;1;8;9;0;4;0;19;0;0
