DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2019-10-09 00:00:00;3;3;10;2;10;7;4;5;3;5;0;0;0;0
2019-10-09 00:15:00;6;10;13;3;7;3;2;0;5;7;0;0;0;0
2019-10-09 00:30:00;5;5;12;1;4;2;4;2;3;3;0;0;0;0
2019-10-09 00:45:00;2;2;6;0;0;1;0;1;6;3;0;0;0;0
2019-10-09 01:00:00;4;1;6;1;5;4;2;0;1;1;0;0;0;0
2019-10-09 01:15:00;2;2;8;0;7;1;0;1;2;6;0;0;0;0
2019-10-09 01:30:00;1;3;7;2;3;5;3;0;1;2;0;0;0;0
2019-10-09 01:45:00;1;2;3;0;11;5;0;0;0;0;0;0;0;0
2019-10-09 02:00:00;0;1;3;0;5;3;1;0;1;2;0;0;0;0
2019-10-09 02:15:00;0;3;2;0;5;4;0;0;2;0;0;0;0;0
2019-10-09 02:30:00;0;2;3;0;1;2;2;0;2;4;0;0;0;0
2019-10-09 02:45:00;3;1;3;1;6;5;1;0;0;1;0;0;0;0
2019-10-09 03:00:00;4;1;8;0;2;0;3;0;0;2;0;0;0;0
2019-10-09 03:15:00;2;2;7;0;6;2;1;0;0;1;0;0;0;0
2019-10-09 03:30:00;2;0;2;0;4;0;1;1;3;3;0;0;0;0
2019-10-09 03:45:00;3;4;2;1;2;3;2;0;2;2;0;0;0;0
2019-10-09 04:00:00;5;3;9;0;6;3;2;0;2;2;0;0;0;0
2019-10-09 04:15:00;4;3;3;1;7;9;2;0;6;3;0;0;0;0
2019-10-09 04:30:00;9;8;10;1;6;7;1;1;2;8;0;0;0;0
2019-10-09 04:45:00;19;15;8;2;6;4;5;1;5;6;0;0;0;0
2019-10-09 05:00:00;35;45;26;6;6;8;3;2;5;13;0;0;0;0
2019-10-09 05:15:00;98;89;29;15;17;21;12;6;10;15;0;0;0;0
2019-10-09 05:30:00;86;78;32;21;21;19;14;7;18;29;0;0;0;0
2019-10-09 05:45:00;87;50;50;35;23;23;21;9;51;58;0;0;0;0
2019-10-09 06:00:00;82;53;44;33;30;24;24;7;49;59;0;0;0;0
2019-10-09 06:15:00;104;64;65;54;32;45;29;8;46;49;0;0;0;0
2019-10-09 06:30:00;129;58;82;65;49;54;28;13;42;43;0;0;0;0
2019-10-09 06:45:00;152;100;92;77;60;70;40;15;33;36;0;0;0;0
2019-10-09 07:00:00;139;86;73;60;48;55;32;18;29;28;0;0;0;0
2019-10-09 07:15:00;133;101;90;71;70;72;57;24;47;57;0;0;0;0
2019-10-09 07:30:00;131;93;76;62;67;74;61;46;61;65;0;0;0;0
2019-10-09 07:45:00;149;99;76;69;80;55;72;37;57;46;0;0;0;0
2019-10-09 08:00:00;148;86;76;69;57;64;55;34;44;52;0;0;0;0
2019-10-09 08:15:00;155;95;94;74;68;86;45;22;56;57;0;0;0;0
2019-10-09 08:30:00;127;60;86;61;72;74;45;23;52;70;0;0;0;0
2019-10-09 08:45:00;127;60;86;65;57;66;40;24;42;54;0;0;0;0
2019-10-09 09:00:00;78;44;77;60;55;60;31;20;35;41;0;0;0;0
2019-10-09 09:15:00;78;38;89;60;61;57;33;19;34;55;0;0;0;0
2019-10-09 09:30:00;70;39;84;48;67;71;38;16;38;49;0;0;0;0
2019-10-09 09:45:00;77;36;75;50;68;62;29;13;44;41;0;0;0;0
2019-10-09 10:00:00;50;32;85;36;53;48;30;14;28;29;0;0;0;0
2019-10-09 10:15:00;59;42;99;63;68;51;35;15;44;47;0;0;0;0
2019-10-09 10:30:00;68;41;105;58;57;70;32;12;44;56;0;0;0;0
2019-10-09 10:45:00;47;44;114;39;81;62;40;23;44;55;0;0;0;0
2019-10-09 11:00:00;59;46;101;42;70;66;41;20;32;48;0;0;0;0
2019-10-09 11:15:00;69;42;98;50;85;69;39;26;45;49;0;0;0;0
2019-10-09 11:30:00;62;41;100;56;75;60;38;24;49;59;0;0;0;0
2019-10-09 11:45:00;81;49;89;56;74;65;36;17;55;52;0;0;0;0
2019-10-09 12:00:00;60;52;85;52;64;77;36;28;45;55;0;0;0;0
2019-10-09 12:15:00;59;37;80;57;85;75;33;18;59;60;0;0;0;0
2019-10-09 12:30:00;58;45;93;58;68;59;41;25;47;55;0;0;0;0
2019-10-09 12:45:00;71;48;92;71;78;70;46;21;47;69;0;0;0;0
2019-10-09 13:00:00;79;63;76;57;78;78;32;22;51;50;0;0;0;0
2019-10-09 13:15:00;107;62;98;59;88;61;46;21;68;70;0;0;0;0
2019-10-09 13:30:00;113;61;76;57;70;78;38;18;41;49;0;0;0;0
2019-10-09 13:45:00;125;70;89;64;75;71;41;20;52;66;0;0;0;0
2019-10-09 14:00:00;124;61;76;59;69;73;33;14;59;73;0;0;0;0
2019-10-09 14:15:00;79;42;93;71;69;69;48;27;76;91;0;0;0;0
2019-10-09 14:30:00;63;35;81;57;76;61;43;22;80;74;0;0;0;0
2019-10-09 14:45:00;73;48;91;63;68;63;53;36;70;68;0;0;0;0
2019-10-09 15:00:00;62;48;82;57;76;66;45;22;70;64;0;0;0;0
2019-10-09 15:15:00;67;52;109;72;83;71;42;17;59;56;0;0;0;0
2019-10-09 15:30:00;66;40;93;69;56;70;49;25;73;70;0;0;0;0
2019-10-09 15:45:00;82;42;92;64;70;94;52;25;67;60;0;0;0;0
2019-10-09 16:00:00;74;53;106;82;78;75;45;27;102;87;0;0;0;0
2019-10-09 16:15:00;76;49;80;44;62;66;57;40;80;74;0;0;0;0
2019-10-09 16:30:00;70;37;105;71;53;51;65;34;77;73;0;0;0;0
2019-10-09 16:45:00;80;44;85;56;72;62;58;25;83;93;0;0;0;0
