DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-01-23 00:00:00;4;4;0;0;0;7;5;2;1;1;0;0
2020-01-23 00:15:00;7;5;0;0;0;4;5;2;4;1;0;0
2020-01-23 00:30:00;10;3;0;1;2;3;6;2;3;2;0;0
2020-01-23 00:45:00;5;7;0;0;1;2;1;0;1;1;0;0
2020-01-23 01:00:00;3;2;0;1;3;5;6;3;1;1;0;0
2020-01-23 01:15:00;6;3;0;0;0;4;6;2;3;5;0;0
2020-01-23 01:30:00;2;1;1;1;1;4;5;2;3;4;0;0
2020-01-23 01:45:00;3;0;1;3;3;1;3;3;2;2;0;0
2020-01-23 02:00:00;0;1;0;1;2;2;2;1;0;1;0;0
2020-01-23 02:15:00;1;2;1;1;3;3;4;3;4;3;0;0
2020-01-23 02:30:00;4;0;1;0;2;2;1;1;0;0;0;0
2020-01-23 02:45:00;3;2;0;1;1;2;1;0;2;0;0;0
2020-01-23 03:00:00;2;3;0;0;0;2;2;2;1;1;0;0
2020-01-23 03:15:00;3;1;0;1;1;1;0;0;1;1;0;0
2020-01-23 03:30:00;5;1;0;0;0;2;2;2;1;3;0;0
2020-01-23 03:45:00;3;5;0;0;0;1;5;3;2;1;0;0
2020-01-23 04:00:00;3;2;0;1;2;5;3;2;0;0;0;0
2020-01-23 04:15:00;6;7;0;1;3;4;5;2;2;2;0;0
2020-01-23 04:30:00;7;9;1;0;0;8;5;2;5;3;0;0
2020-01-23 04:45:00;11;6;1;3;3;11;12;5;7;5;0;0
2020-01-23 05:00:00;21;9;1;7;9;30;17;6;13;4;0;0
2020-01-23 05:15:00;47;22;3;8;15;40;42;12;25;5;0;0
2020-01-23 05:30:00;46;24;0;11;11;47;45;19;54;12;2;0
2020-01-23 05:45:00;59;32;1;5;10;69;67;29;40;15;2;1
2020-01-23 06:00:00;54;25;2;4;4;63;67;34;41;11;6;9
2020-01-23 06:15:00;72;39;4;13;15;100;103;73;54;24;4;0
2020-01-23 06:30:00;68;30;3;14;13;135;141;51;58;17;1;9
