DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2019-11-26 00:00:00;2;1;0;0;12;2;3;14;7;21;14;7;21;0
2019-11-26 00:15:00;8;1;2;0;9;3;4;20;10;30;20;10;30;0
2019-11-26 00:30:00;10;0;2;0;13;2;2;20;10;30;20;10;30;0
2019-11-26 00:45:00;3;2;2;0;3;1;3;20;10;30;20;10;30;0
2019-11-26 01:00:00;6;0;0;0;5;2;3;24;12;36;24;12;36;0
2019-11-26 01:15:00;3;0;0;0;9;2;3;26;13;39;26;13;39;0
2019-11-26 01:30:00;1;3;2;0;8;3;1;26;13;39;26;13;39;0
2019-11-26 01:45:00;1;2;1;0;11;1;0;24;12;36;24;12;36;0
2019-11-26 02:00:00;3;0;1;0;3;1;1;24;12;36;24;12;36;0
2019-11-26 02:15:00;0;1;0;0;8;1;1;26;13;39;26;13;39;0
2019-11-26 02:30:00;3;1;1;0;7;3;0;26;13;39;26;13;39;0
2019-11-26 02:45:00;4;1;0;0;5;0;1;26;13;39;26;13;39;0
2019-11-26 03:00:00;1;1;1;0;7;2;2;26;13;39;26;13;39;0
2019-11-26 03:15:00;2;5;3;1;4;1;0;26;13;39;26;13;39;0
2019-11-26 03:30:00;3;2;2;0;10;2;2;26;13;39;26;13;39;0
2019-11-26 03:45:00;3;1;1;1;10;1;0;24;12;36;24;12;36;0
2019-11-26 04:00:00;2;2;3;0;7;2;2;24;12;36;24;12;36;0
2019-11-26 04:15:00;2;1;3;2;24;6;2;26;13;40;26;13;40;0
2019-11-26 04:30:00;5;6;4;3;15;6;1;26;13;39;26;13;39;0
2019-11-26 04:45:00;13;15;13;11;23;7;0;26;13;39;26;13;39;0
2019-11-26 05:00:00;24;25;38;31;44;10;2;20;10;30;20;10;30;0
2019-11-26 05:15:00;40;45;56;51;51;16;7;20;10;30;20;10;30;0
2019-11-26 05:30:00;53;61;66;63;68;41;7;20;10;30;20;10;30;0
2019-11-26 05:45:00;47;58;57;54;79;35;42;20;10;30;20;10;30;0
2019-11-26 06:00:00;53;55;53;54;109;49;48;20;10;30;20;10;30;0
2019-11-26 06:15:00;73;78;86;85;125;66;43;20;10;30;20;10;30;0
2019-11-26 06:30:00;93;89;94;93;126;78;49;20;10;30;20;10;30;0
2019-11-26 06:45:00;89;97;105;112;115;72;28;20;10;30;20;10;30;0
2019-11-26 07:00:00;88;104;112;106;119;60;38;20;10;30;20;10;30;0
2019-11-26 07:15:00;117;83;112;109;121;79;47;21;11;30;21;11;30;0
2019-11-26 07:30:00;107;103;104;102;131;73;55;21;11;30;21;11;30;0
2019-11-26 07:45:00;86;110;80;71;108;74;62;20;10;30;20;10;30;0
2019-11-26 08:00:00;117;103;97;98;112;76;59;20;10;30;20;10;30;0
2019-11-26 08:15:00;108;127;85;74;108;71;54;20;10;30;20;10;30;0
2019-11-26 08:30:00;96;100;72;72;131;71;60;20;10;30;20;10;30;0
2019-11-26 08:45:00;103;82;62;64;111;66;50;20;10;30;20;10;30;0
2019-11-26 11:45:00;49;22;14;12;56;25;35;9;5;13;9;5;13;0
2019-11-26 12:00:00;95;62;44;31;125;61;83;20;10;29;20;10;29;0
2019-11-26 12:15:00;96;40;41;37;136;62;87;21;11;30;21;11;30;0
2019-11-26 12:30:00;110;43;40;35;145;55;120;20;10;30;20;10;30;0
2019-11-26 12:45:00;96;62;48;45;144;57;117;20;10;30;20;10;30;0
2019-11-26 13:00:00;105;65;58;52;138;59;96;20;10;30;20;10;30;0
2019-11-26 13:15:00;116;70;57;47;159;74;101;20;10;30;20;10;30;0
2019-11-26 13:30:00;115;77;69;64;137;76;85;21;11;30;21;11;30;0
2019-11-26 13:45:00;119;71;58;62;134;62;110;20;10;30;20;10;30;0
2019-11-26 14:00:00;101;68;48;40;142;69;96;20;10;30;20;10;30;0
2019-11-26 14:15:00;117;70;39;33;158;73;139;21;11;30;21;11;30;0
2019-11-26 14:30:00;114;60;51;39;167;70;132;20;10;30;20;10;30;0
2019-11-26 14:45:00;108;74;40;36;140;58;144;20;10;30;20;10;30;0
2019-11-26 15:00:00;127;63;38;27;156;62;150;20;10;30;20;10;30;0
2019-11-26 15:15:00;135;70;43;38;153;61;160;20;10;30;20;10;30;0
2019-11-26 15:30:00;128;65;60;43;159;62;137;20;10;30;20;10;30;0
2019-11-26 15:45:00;120;63;39;33;145;54;155;20;10;30;20;10;30;0
2019-11-26 16:00:00;101;70;45;37;156;81;158;20;10;30;20;10;30;0
2019-11-26 16:15:00;93;81;48;34;136;56;167;20;10;30;20;10;30;0
2019-11-26 16:30:00;120;78;48;43;147;80;135;20;10;30;20;10;30;0
