DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2020-10-15 00:00:00;2;1;0;1;0;0;0;0
2020-10-15 00:15:00;5;5;1;0;0;0;0;0
2020-10-15 00:30:00;3;10;0;2;0;0;0;0
2020-10-15 00:45:00;7;2;0;0;0;0;0;0
2020-10-15 01:00:00;3;3;1;0;0;0;0;0
2020-10-15 01:15:00;2;3;0;0;0;0;0;0
2020-10-15 01:30:00;2;0;0;1;0;0;0;0
2020-10-15 01:45:00;2;3;1;0;0;0;0;0
2020-10-15 02:00:00;2;2;1;0;0;0;0;0
2020-10-15 02:15:00;0;1;0;1;0;0;0;0
2020-10-15 02:30:00;0;2;0;0;0;0;0;0
2020-10-15 02:45:00;2;0;1;0;0;0;0;0
2020-10-15 03:00:00;1;2;2;1;0;0;0;0
2020-10-15 03:15:00;1;0;1;2;0;0;0;0
2020-10-15 03:30:00;1;1;0;1;0;0;0;0
2020-10-15 03:45:00;1;0;0;0;0;0;0;0
2020-10-15 04:00:00;0;1;1;0;0;0;0;0
2020-10-15 04:15:00;5;2;1;0;0;0;0;0
2020-10-15 04:30:00;6;5;2;0;0;0;0;0
2020-10-15 04:45:00;7;6;1;0;0;0;0;0
2020-10-15 05:00:00;7;3;1;0;0;0;0;0
2020-10-15 05:15:00;13;10;2;3;0;0;0;0
2020-10-15 05:30:00;28;19;3;2;0;0;0;0
2020-10-15 05:45:00;20;27;0;1;0;0;0;0
2020-10-15 06:00:00;30;35;2;2;0;0;0;0
2020-10-15 06:15:00;41;35;2;2;0;0;0;0
2020-10-15 06:30:00;45;40;4;3;0;0;0;0
2020-10-15 06:45:00;51;50;2;3;0;0;0;0
2020-10-15 07:00:00;56;42;3;0;0;0;0;0
2020-10-15 07:15:00;68;85;5;3;0;0;0;0
2020-10-15 07:30:00;87;71;5;2;0;0;13;35
2020-10-15 07:45:00;118;62;1;1;0;0;3;4
2020-10-15 08:00:00;72;63;1;3;0;0;0;18
2020-10-15 08:15:00;52;59;1;1;0;0;1;0
2020-10-15 08:30:00;72;57;2;2;0;0;0;0
2020-10-15 08:45:00;46;52;2;1;0;0;0;0
2020-10-15 09:00:00;39;38;1;1;0;0;0;0
2020-10-15 09:15:00;42;43;2;3;0;0;0;0
2020-10-15 09:30:00;50;30;0;1;0;0;0;0
2020-10-15 09:45:00;31;53;1;0;0;0;0;0
2020-10-15 10:00:00;50;49;1;0;0;0;0;0
2020-10-15 10:15:00;37;33;1;0;0;0;0;0
2020-10-15 10:30:00;58;43;0;1;0;0;0;0
2020-10-15 10:45:00;40;48;2;1;0;0;0;0
2020-10-15 11:00:00;52;51;2;3;0;0;0;0
2020-10-15 11:15:00;50;40;2;4;0;0;0;0
2020-10-15 11:30:00;66;51;1;1;0;0;0;0
2020-10-15 11:45:00;49;34;1;0;0;0;0;0
2020-10-15 12:00:00;55;42;3;3;0;0;3;0
2020-10-15 12:15:00;65;48;1;1;0;0;0;0
2020-10-15 12:30:00;49;32;1;0;0;0;0;0
2020-10-15 12:45:00;67;62;2;2;0;0;0;0
2020-10-15 13:00:00;70;49;4;2;0;0;1;0
2020-10-15 13:15:00;74;43;4;3;0;0;2;0
2020-10-15 13:30:00;61;38;1;1;0;0;0;0
2020-10-15 13:45:00;63;50;2;0;0;0;0;0
2020-10-15 14:00:00;64;63;4;2;0;0;0;0
2020-10-15 14:15:00;71;58;3;1;0;0;1;0
2020-10-15 14:30:00;50;72;0;0;0;0;0;0
2020-10-15 14:45:00;54;63;4;5;0;0;0;0
2020-10-15 15:00:00;56;57;2;0;0;0;0;0
2020-10-15 15:15:00;62;67;3;2;0;0;2;0
2020-10-15 15:30:00;65;63;3;1;0;0;0;0
2020-10-15 15:45:00;73;76;6;4;0;0;0;0
2020-10-15 16:00:00;60;64;5;5;0;0;1;10
2020-10-15 16:15:00;77;78;1;0;0;0;1;0
2020-10-15 16:30:00;81;69;6;7;0;0;3;0
2020-10-15 16:45:00;63;54;2;1;0;0;0;0
2020-10-15 17:00:00;57;54;0;0;0;0;0;0
2020-10-15 17:15:00;87;60;5;4;0;0;2;0
2020-10-15 17:30:00;67;48;2;4;0;0;0;0
2020-10-15 17:45:00;49;53;0;0;0;0;0;0
2020-10-15 18:00:00;67;67;4;4;0;0;1;0
2020-10-15 18:15:00;64;47;2;0;0;0;1;3
2020-10-15 18:30:00;44;43;1;2;0;0;0;0
2020-10-15 18:45:00;51;32;6;4;0;0;0;0
2020-10-15 19:00:00;45;29;3;1;0;0;0;0
2020-10-15 19:15:00;23;44;2;2;0;0;0;0
2020-10-15 19:30:00;33;22;1;1;0;0;0;0
2020-10-15 19:45:00;19;34;0;0;0;0;0;0
2020-10-15 20:00:00;28;33;0;1;0;0;0;0
2020-10-15 20:15:00;35;20;1;0;0;0;0;0
2020-10-15 20:30:00;25;22;2;1;0;0;0;0
2020-10-15 20:45:00;17;26;3;2;0;0;0;0
2020-10-15 21:00:00;26;9;1;0;0;0;0;0
2020-10-15 21:15:00;25;10;2;4;0;0;3;0
2020-10-15 21:30:00;27;7;0;0;0;0;0;0
2020-10-15 21:45:00;22;23;0;0;0;0;0;0
2020-10-15 22:00:00;10;24;0;0;0;0;0;0
2020-10-15 22:15:00;9;16;1;1;0;0;0;0
2020-10-15 22:30:00;5;8;1;1;0;0;0;0
2020-10-15 22:45:00;7;11;1;1;0;0;0;0
2020-10-15 23:00:00;8;8;0;0;0;0;0;0
2020-10-15 23:15:00;4;9;0;0;0;0;0;0
2020-10-15 23:30:00;5;8;0;0;0;0;0;0
2020-10-15 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
