DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-02-07 00:00:00;3;0;1;7;2
2020-02-07 00:15:00;2;2;3;1;5
2020-02-07 00:30:00;1;1;0;4;0
2020-02-07 00:45:00;1;0;1;0;0
2020-02-07 01:00:00;0;0;0;2;0
2020-02-07 01:15:00;2;0;1;1;3
2020-02-07 01:30:00;2;0;0;0;4
2020-02-07 01:45:00;0;0;0;3;0
2020-02-07 02:00:00;0;0;0;2;0
2020-02-07 02:15:00;0;0;0;2;3
2020-02-07 02:30:00;0;0;1;1;2
2020-02-07 02:45:00;0;0;0;0;0
2020-02-07 03:00:00;0;0;0;0;0
2020-02-07 03:15:00;1;0;2;1;2
2020-02-07 03:30:00;0;0;0;1;1
2020-02-07 03:45:00;2;0;0;0;0
2020-02-07 04:00:00;1;0;0;1;1
2020-02-07 04:15:00;1;0;0;0;1
2020-02-07 04:30:00;1;1;0;1;2
2020-02-07 04:45:00;3;1;1;4;2
2020-02-07 05:00:00;3;0;2;1;4
2020-02-07 05:15:00;4;0;1;5;0
2020-02-07 05:30:00;9;1;3;6;13
2020-02-07 05:45:00;10;0;3;11;17
2020-02-07 06:00:00;20;5;3;8;8
2020-02-07 06:15:00;24;4;8;11;27
2020-02-07 06:30:00;18;3;5;15;26
2020-02-07 06:45:00;39;3;9;32;60
2020-02-07 07:00:00;48;8;7;20;60
2020-02-07 07:15:00;41;10;15;30;106
2020-02-07 07:30:00;71;27;23;54;138
2020-02-07 07:45:00;76;13;27;56;88
2020-02-07 08:00:00;60;14;19;39;45
2020-02-07 08:15:00;63;14;14;33;69
2020-02-07 08:30:00;45;15;18;25;72
2020-02-07 08:45:00;39;17;17;29;68
2020-02-07 09:00:00;37;10;18;29;49
2020-02-07 09:15:00;273;30;22;34;55
2020-02-07 09:30:00;41;16;21;32;61
2020-02-07 09:45:00;37;12;19;32;62
2020-02-07 10:00:00;46;18;7;30;61
2020-02-07 10:15:00;37;8;25;32;80
2020-02-07 10:30:00;35;16;17;31;58
2020-02-07 10:45:00;64;18;19;32;56
2020-02-07 11:00:00;40;14;19;31;78
2020-02-07 11:15:00;50;16;32;50;69
2020-02-07 11:30:00;39;6;19;30;82
2020-02-07 11:45:00;39;12;27;41;64
2020-02-07 12:00:00;32;8;26;32;63
2020-02-07 12:15:00;48;8;20;36;80
2020-02-07 12:30:00;60;10;19;21;84
2020-02-07 12:45:00;51;6;28;70;118
2020-02-07 13:00:00;76;10;22;40;84
2020-02-07 13:15:00;72;9;22;34;76
2020-02-07 13:30:00;52;13;25;34;78
2020-02-07 13:45:00;67;10;32;40;114
2020-02-07 14:00:00;79;17;26;42;63
2020-02-07 14:15:00;55;13;17;33;66
2020-02-07 14:30:00;60;8;17;32;89
2020-02-07 14:45:00;64;11;22;31;72
2020-02-07 15:00:00;87;8;27;32;83
2020-02-07 15:15:00;58;10;14;28;82
2020-02-07 15:30:00;67;8;16;32;83
2020-02-07 15:45:00;57;13;18;27;104
2020-02-07 16:00:00;47;13;23;42;91
2020-02-07 16:15:00;57;9;26;35;73
2020-02-07 16:30:00;70;11;18;31;94
2020-02-07 16:45:00;51;14;12;40;81
2020-02-07 17:00:00;57;9;24;35;93
2020-02-07 17:15:00;53;10;24;36;74
2020-02-07 17:30:00;54;9;14;41;98
2020-02-07 17:45:00;40;17;16;31;77
2020-02-07 18:00:00;63;11;22;27;75
2020-02-07 18:15:00;47;14;10;30;85
2020-02-07 18:30:00;43;19;19;35;59
2020-02-07 18:45:00;52;25;10;33;98
2020-02-07 19:00:00;51;23;4;19;53
2020-02-07 19:15:00;38;16;10;19;52
2020-02-07 19:30:00;30;8;8;17;47
2020-02-07 19:45:00;32;9;5;15;50
2020-02-07 20:00:00;28;8;10;12;46
2020-02-07 20:15:00;29;5;8;10;32
2020-02-07 20:30:00;30;8;9;16;31
2020-02-07 20:45:00;16;3;6;8;35
2020-02-07 21:00:00;24;5;6;8;31
2020-02-07 21:15:00;17;1;9;13;44
2020-02-07 21:30:00;29;2;4;14;34
2020-02-07 21:45:00;26;1;9;10;16
2020-02-07 22:00:00;29;3;9;18;17
2020-02-07 22:15:00;22;2;9;14;28
2020-02-07 22:30:00;19;1;7;8;13
2020-02-07 22:45:00;18;2;9;14;20
2020-02-07 23:00:00;26;2;13;12;13
2020-02-07 23:15:00;20;0;5;12;19
2020-02-07 23:30:00;16;0;4;11;11
2020-02-07 23:45:00;12;0;6;5;17
