DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2019-09-04 00:00:00;5;6;0;0;1;1;0;3;3;0;0;0;0;0
2019-09-04 00:15:00;4;4;0;1;0;0;1;7;9;0;0;0;0;0
2019-09-04 00:30:00;257;8;0;4;2;0;0;3;6;0;0;0;0;0
2019-09-04 00:45:00;0;7;0;2;2;1;1;1;3;0;0;0;0;0
2019-09-04 01:00:00;5;10;1;1;0;0;0;2;8;0;0;0;0;0
2019-09-04 01:15:00;1;2;1;3;0;0;0;1;3;0;0;0;0;0
2019-09-04 01:30:00;1;3;0;0;0;0;0;6;7;0;0;0;0;0
2019-09-04 01:45:00;1;4;2;1;1;0;0;1;0;0;0;0;0;0
2019-09-04 02:00:00;1;4;0;4;0;0;0;1;2;0;0;0;0;0
2019-09-04 02:15:00;2;2;0;0;0;2;0;0;2;0;0;0;0;0
2019-09-04 02:30:00;0;6;0;5;0;0;0;2;4;0;0;0;0;0
2019-09-04 02:45:00;4;2;0;0;0;0;0;0;5;0;0;0;0;0
2019-09-04 03:00:00;2;2;1;1;0;0;0;3;5;0;0;0;0;0
2019-09-04 03:15:00;4;5;0;1;0;0;0;1;4;0;0;0;0;0
2019-09-04 03:30:00;2;3;0;1;0;1;0;1;3;0;0;0;0;0
2019-09-04 03:45:00;3;3;0;1;1;0;0;1;2;0;0;0;0;0
2019-09-04 04:00:00;3;6;1;4;1;0;0;4;6;0;0;0;0;0
2019-09-04 04:15:00;3;7;0;0;1;0;1;3;4;0;0;0;0;0
2019-09-04 04:30:00;2;0;0;0;3;1;0;5;8;0;0;0;0;0
2019-09-04 04:45:00;6;9;3;3;1;1;0;12;15;0;0;0;0;0
2019-09-04 05:00:00;6;10;7;12;4;0;0;23;38;0;0;0;0;0
2019-09-04 05:15:00;8;12;19;24;9;0;0;69;106;0;0;4;1;1
2019-09-04 05:30:00;15;30;12;11;11;1;2;51;90;0;0;0;4;5
2019-09-04 05:45:00;34;65;21;21;11;0;5;68;85;0;0;0;1;0
2019-09-04 06:00:00;20;68;22;25;5;4;9;50;57;0;0;1;1;0
2019-09-04 06:15:00;20;33;31;37;9;1;3;48;67;1;0;0;0;0
2019-09-04 06:30:00;20;23;60;59;7;1;1;83;85;1;0;0;2;2
2019-09-04 06:45:00;18;22;47;48;8;0;3;93;111;1;0;0;5;2
2019-09-04 07:00:00;27;34;294;39;14;4;2;85;122;0;0;0;5;2
2019-09-04 07:15:00;25;29;38;39;14;5;0;88;113;1;0;1;5;0
2019-09-04 07:30:00;31;22;37;38;9;6;0;92;115;0;1;4;2;0
2019-09-04 07:45:00;38;36;44;44;7;4;2;98;123;3;0;0;4;1
2019-09-04 08:00:00;44;36;48;48;12;4;0;98;97;3;0;0;4;2
2019-09-04 08:15:00;33;32;28;34;8;4;2;97;89;0;0;0;9;4
2019-09-04 08:30:00;34;40;24;28;11;4;1;80;65;0;0;0;10;2
2019-09-04 08:45:00;26;39;26;30;15;2;1;80;72;0;0;0;6;6
2019-09-04 09:00:00;28;33;269;19;13;7;3;56;45;0;0;2;2;0
2019-09-04 09:15:00;44;35;11;12;7;5;1;43;30;0;0;2;3;5
2019-09-04 09:30:00;19;22;18;29;19;5;1;39;33;0;0;0;3;2
2019-09-04 09:45:00;25;32;111;27;16;6;1;39;33;0;0;0;3;0
2019-09-04 10:00:00;29;39;9;15;25;14;3;50;28;0;0;0;2;0
2019-09-04 10:15:00;20;37;13;22;17;13;4;30;27;0;0;2;7;17
2019-09-04 10:30:00;36;34;17;18;11;2;4;52;33;0;0;0;6;0
