DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-08-14 00:00:00;3;3;5;2;0;0;3;2;0;0
2020-08-14 00:15:00;4;7;10;1;3;1;6;2;0;0
2020-08-14 00:30:00;3;3;2;0;0;0;1;0;0;0
2020-08-14 00:45:00;4;5;5;2;0;0;5;0;0;0
2020-08-14 01:00:00;3;4;5;2;0;1;3;2;0;0
2020-08-14 01:15:00;3;3;0;2;1;0;2;0;0;0
2020-08-14 01:30:00;4;3;3;2;0;0;1;0;0;0
2020-08-14 01:45:00;3;2;6;1;0;0;0;1;0;0
2020-08-14 02:00:00;1;3;1;1;0;0;1;3;0;0
2020-08-14 02:15:00;0;0;4;0;0;0;1;0;0;0
2020-08-14 02:30:00;5;5;4;1;0;0;1;1;0;0
2020-08-14 02:45:00;4;3;5;1;0;0;2;1;0;0
2020-08-14 03:00:00;3;4;2;0;0;0;0;0;0;0
2020-08-14 03:15:00;5;3;2;2;0;0;5;2;0;0
2020-08-14 03:30:00;0;0;2;1;0;0;3;0;0;0
2020-08-14 03:45:00;6;6;4;3;0;0;1;0;0;0
2020-08-14 04:00:00;1;2;2;2;0;0;3;1;0;0
2020-08-14 04:15:00;3;5;3;2;0;0;2;2;0;0
2020-08-14 04:30:00;3;7;7;1;0;0;2;2;0;0
2020-08-14 04:45:00;12;9;10;4;1;2;2;5;0;0
2020-08-14 05:00:00;7;4;6;1;1;0;4;0;0;0
2020-08-14 05:15:00;6;4;30;3;0;0;5;2;0;0
2020-08-14 05:30:00;23;16;59;4;2;3;8;1;0;0
2020-08-14 05:45:00;23;16;67;6;1;1;26;7;0;0
2020-08-14 06:00:00;9;10;52;3;0;1;11;3;0;0
2020-08-14 06:15:00;33;17;62;8;2;2;15;1;0;0
2020-08-14 06:30:00;27;25;92;5;1;0;17;6;0;0
2020-08-14 06:45:00;21;20;67;6;0;2;19;2;0;0
2020-08-14 07:00:00;21;30;75;15;1;2;33;2;0;0
2020-08-14 07:15:00;33;20;87;4;3;3;25;5;0;0
2020-08-14 07:30:00;24;26;106;12;5;5;48;4;1;0
2020-08-14 07:45:00;34;29;76;10;5;4;38;10;2;0
2020-08-14 08:00:00;37;36;84;17;2;4;49;4;0;0
2020-08-14 08:15:00;29;31;82;4;5;7;40;200;1;4
2020-08-14 08:30:00;34;36;94;3;5;5;49;7;0;0
2020-08-14 08:45:00;29;39;81;7;5;3;56;9;10;54
2020-08-14 09:00:00;29;51;73;8;1;3;61;9;4;0
2020-08-14 09:15:00;26;145;68;8;4;5;60;4;0;0
2020-08-14 09:30:00;31;50;85;2;3;3;64;7;2;0
2020-08-14 09:45:00;36;54;102;3;7;9;68;8;2;0
2020-08-14 10:00:00;36;59;81;7;5;4;72;8;1;1
2020-08-14 10:15:00;22;50;109;4;6;1;65;9;2;2
2020-08-14 10:30:00;30;60;104;8;4;3;62;8;0;1
2020-08-14 10:45:00;51;64;121;7;7;4;76;6;2;0
2020-08-14 11:00:00;32;57;112;11;7;9;67;9;1;0
2020-08-14 11:15:00;36;67;109;11;9;6;76;7;3;0
2020-08-14 11:30:00;33;56;116;8;5;1;77;13;1;0
2020-08-14 11:45:00;42;72;124;11;6;5;68;7;3;3
2020-08-14 12:00:00;32;73;109;8;10;5;101;17;2;5
2020-08-14 12:15:00;38;58;104;9;8;6;100;15;1;7
2020-08-14 12:30:00;32;69;92;8;10;3;65;21;6;10
2020-08-14 12:45:00;32;49;117;12;5;4;81;10;2;0
2020-08-14 13:00:00;36;59;114;6;5;2;79;23;2;0
2020-08-14 13:15:00;23;49;107;6;3;6;57;10;2;0
2020-08-14 13:30:00;32;67;93;8;6;8;81;2;2;2
2020-08-14 13:45:00;29;54;124;9;4;7;71;7;4;0
2020-08-14 14:00:00;37;81;98;13;10;4;97;11;0;0
2020-08-14 14:15:00;42;65;92;8;13;5;110;18;0;0
2020-08-14 14:30:00;48;74;98;9;8;6;116;18;0;0
2020-08-14 14:45:00;32;51;103;9;15;4;85;12;1;0
2020-08-14 15:00:00;31;68;113;7;11;12;91;9;0;0
2020-08-14 15:15:00;28;51;121;13;8;1;82;11;2;0
2020-08-14 15:30:00;34;62;132;15;10;7;103;9;0;0
2020-08-14 15:45:00;27;60;93;6;6;1;73;8;0;1
2020-08-14 16:00:00;38;153;116;5;8;11;96;12;3;0
2020-08-14 16:15:00;31;52;94;7;4;1;63;12;9;28
2020-08-14 16:30:00;26;48;101;10;11;10;97;13;3;0
2020-08-14 16:45:00;26;60;106;11;3;2;55;7;1;0
2020-08-14 17:00:00;26;81;100;6;8;4;50;11;2;0
2020-08-14 17:15:00;33;55;91;11;3;1;55;6;4;8
2020-08-14 17:30:00;35;59;115;7;5;6;74;10;0;0
2020-08-14 17:45:00;26;50;88;10;4;5;47;6;0;0
2020-08-14 18:00:00;27;57;93;7;5;3;44;4;3;0
2020-08-14 18:15:00;27;38;96;3;7;4;39;8;1;8
2020-08-14 18:30:00;27;47;81;8;3;6;46;7;3;5
2020-08-14 18:45:00;27;46;98;5;2;1;36;4;1;4
2020-08-14 19:00:00;30;45;114;5;4;6;37;7;3;0
2020-08-14 19:15:00;31;41;99;2;1;5;37;3;4;0
2020-08-14 19:30:00;21;37;79;5;6;6;25;3;0;0
2020-08-14 19:45:00;17;29;77;8;2;4;27;6;6;6
2020-08-14 20:00:00;25;20;74;4;0;2;28;4;1;12
2020-08-14 20:15:00;15;20;62;3;0;1;21;4;1;10
2020-08-14 20:30:00;12;16;30;1;1;0;13;7;3;12
2020-08-14 20:45:00;16;22;33;2;3;1;20;5;0;0
2020-08-14 21:00:00;8;9;35;3;0;1;18;4;0;0
2020-08-14 21:15:00;17;23;27;5;4;2;15;2;0;0
2020-08-14 21:30:00;9;9;23;5;1;1;16;5;0;0
2020-08-14 21:45:00;15;17;15;2;0;1;14;4;0;0
2020-08-14 22:00:00;15;16;23;2;0;0;17;8;0;0
2020-08-14 22:15:00;12;13;14;2;0;1;11;1;0;0
2020-08-14 22:30:00;10;14;17;3;0;0;8;5;0;0
2020-08-14 22:45:00;8;8;14;2;1;1;9;2;0;0
2020-08-14 23:00:00;9;12;16;1;0;0;6;1;0;0
2020-08-14 23:15:00;9;10;15;2;2;0;2;4;0;0
2020-08-14 23:30:00;9;10;10;6;2;1;7;3;0;0
2020-08-14 23:45:00;9;7;7;0;0;0;5;1;0;0
