DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DB5);7(DC1);8(DD1);9(DD2);10(DD3);11(DD4);12(DD5);13(TAFGA);14(TAFBA);15(TAFBB);16(TAFGC);17(TAFBC);18(TAFBD)
2020-10-30 00:00:00;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-10-30 00:15:00;4;3;3;0;0;0;4;3;2;0;0;0;0;0;0;0;0;0
2020-10-30 00:30:00;4;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2020-10-30 00:45:00;2;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2020-10-30 01:00:00;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-30 01:15:00;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-30 01:30:00;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-30 01:45:00;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-10-30 02:00:00;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-10-30 02:15:00;5;1;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
2020-10-30 02:30:00;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-10-30 02:45:00;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-30 03:00:00;3;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-10-30 03:15:00;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2020-10-30 03:30:00;0;0;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0
2020-10-30 03:45:00;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-10-30 04:00:00;6;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0
2020-10-30 04:15:00;8;1;2;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0
2020-10-30 04:30:00;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-30 04:45:00;21;2;1;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0
2020-10-30 05:00:00;34;3;4;0;0;0;4;2;2;0;0;0;0;0;0;0;0;0
2020-10-30 05:15:00;40;4;5;0;0;0;19;2;1;0;0;0;0;0;0;0;0;0
2020-10-30 05:30:00;47;8;5;0;0;0;10;4;2;0;0;0;0;0;0;0;0;0
2020-10-30 05:45:00;44;13;8;0;0;0;28;5;1;0;0;0;0;0;0;5;7;8
2020-10-30 06:00:00;44;9;14;0;0;0;32;10;5;0;0;0;0;0;0;0;2;0
2020-10-30 06:15:00;64;7;21;0;0;0;37;8;5;0;0;0;0;0;0;0;0;0
2020-10-30 06:30:00;65;18;19;0;0;0;40;11;10;0;0;0;0;0;0;0;0;0
2020-10-30 06:45:00;66;19;17;0;0;0;27;16;8;0;0;0;0;0;0;0;0;0
2020-10-30 07:00:00;87;30;22;0;0;0;31;14;8;0;0;0;0;0;0;0;0;0
2020-10-30 07:15:00;117;36;26;0;0;0;37;14;17;0;0;0;0;0;0;0;0;0
2020-10-30 07:30:00;106;61;36;0;0;0;57;32;26;0;0;0;10;4;4;7;4;1
2020-10-30 07:45:00;94;65;32;0;0;0;56;49;20;0;0;0;2;0;0;0;0;0
2020-10-30 08:00:00;103;43;36;0;0;0;47;29;12;0;0;0;0;0;1;0;0;0
2020-10-30 08:15:00;85;45;34;0;0;0;45;15;4;0;0;0;0;0;0;0;0;0
2020-10-30 08:30:00;97;44;30;0;0;0;44;24;10;0;0;0;0;0;0;0;0;0
2020-10-30 08:45:00;79;59;38;0;0;0;50;35;10;0;0;0;3;0;0;0;0;0
2020-10-30 09:00:00;88;51;72;0;0;0;43;36;19;0;0;0;0;0;0;1;0;0
2020-10-30 09:15:00;96;54;38;0;0;0;53;29;7;0;0;0;0;0;0;0;0;0
2020-10-30 09:30:00;85;45;41;0;0;0;54;34;9;0;0;0;0;0;0;0;0;0
2020-10-30 09:45:00;95;56;31;0;0;0;55;33;17;0;0;0;0;0;0;0;0;0
2020-10-30 10:00:00;71;58;38;0;0;0;53;28;16;0;0;0;0;0;0;1;0;0
2020-10-30 10:15:00;92;37;28;0;0;0;54;25;19;0;0;0;0;0;0;0;0;0
2020-10-30 10:30:00;68;46;40;0;0;0;53;18;8;0;0;0;1;0;0;0;0;0
2020-10-30 10:45:00;92;63;44;0;0;0;58;27;6;0;0;0;0;0;0;0;0;0
2020-10-30 11:00:00;90;53;42;0;0;0;56;42;21;0;0;0;0;0;0;0;0;0
2020-10-30 11:15:00;73;63;62;0;0;0;59;37;18;0;0;0;2;6;3;0;0;0
2020-10-30 11:30:00;98;57;50;0;0;0;80;33;16;0;0;0;1;0;0;2;1;0
2020-10-30 11:45:00;82;77;39;0;0;0;74;32;20;0;0;0;0;0;0;0;0;0
2020-10-30 12:00:00;84;55;32;0;0;0;76;34;9;0;0;0;0;0;0;2;0;0
2020-10-30 12:15:00;91;49;43;0;0;0;73;51;33;0;0;0;0;0;0;2;0;0
2020-10-30 12:30:00;96;42;44;0;0;0;81;30;20;0;0;0;1;0;0;6;3;0
2020-10-30 12:45:00;84;70;41;0;0;0;92;40;20;0;0;0;0;1;0;0;0;0
2020-10-30 13:00:00;88;50;57;0;0;0;81;50;28;0;0;0;1;19;0;2;0;0
2020-10-30 13:15:00;96;46;26;0;0;0;92;32;11;0;0;0;0;0;1;1;0;0
2020-10-30 13:30:00;113;47;41;0;0;0;84;29;11;0;0;0;5;0;3;0;0;0
2020-10-30 13:45:00;89;41;39;0;0;0;74;36;13;0;0;0;1;0;0;0;0;0
2020-10-30 14:00:00;95;48;31;0;0;0;91;44;22;0;0;0;0;0;0;0;0;0
2020-10-30 14:15:00;95;50;35;0;0;0;100;32;15;0;0;0;0;0;0;0;0;0
2020-10-30 14:30:00;87;66;28;0;0;0;114;34;13;0;0;0;0;0;0;3;0;0
2020-10-30 14:45:00;86;52;27;0;0;0;112;31;14;0;0;0;0;0;0;0;0;0
2020-10-30 15:00:00;105;67;29;0;0;0;83;31;11;0;0;0;4;0;0;0;0;0
2020-10-30 15:15:00;91;66;30;0;0;0;90;39;14;0;0;0;1;0;1;0;0;0
2020-10-30 15:30:00;106;57;29;0;0;0;84;30;19;0;0;0;1;1;0;2;0;0
2020-10-30 15:45:00;324;48;36;0;0;0;82;41;20;0;0;0;0;0;0;0;0;0
2020-10-30 16:00:00;109;57;24;0;0;0;62;35;15;0;0;0;2;2;0;0;0;0
2020-10-30 16:15:00;83;46;37;0;0;0;69;30;9;0;0;0;0;0;0;0;0;0
2020-10-30 16:30:00;94;72;42;0;0;0;70;34;12;0;0;0;0;0;0;1;0;0
2020-10-30 16:45:00;95;59;29;0;0;0;70;30;20;0;0;0;0;0;1;3;0;0
2020-10-30 17:00:00;98;49;42;0;0;0;84;36;15;0;0;0;0;2;0;0;0;0
2020-10-30 17:15:00;88;50;33;0;0;0;84;46;15;0;0;0;6;1;0;2;1;0
2020-10-30 17:30:00;98;41;30;0;0;0;56;23;17;0;0;0;0;0;0;2;0;0
2020-10-30 17:45:00;102;60;28;0;0;0;63;27;11;0;0;0;0;0;0;0;0;0
2020-10-30 18:00:00;78;37;33;0;0;0;53;36;12;0;0;0;1;1;0;0;0;0
2020-10-30 18:15:00;66;61;29;0;0;0;61;17;7;0;0;0;2;0;0;0;0;0
2020-10-30 18:30:00;69;32;24;0;0;0;58;25;10;0;0;0;2;0;0;0;0;0
2020-10-30 18:45:00;52;44;19;0;0;0;51;19;16;0;0;0;0;0;0;1;0;0
2020-10-30 19:00:00;63;34;26;0;0;0;41;21;12;0;0;0;0;0;0;1;0;0
2020-10-30 19:15:00;43;32;16;0;0;0;37;16;12;0;0;0;0;0;0;0;0;1
2020-10-30 19:30:00;36;33;20;0;0;0;40;27;9;0;0;0;0;0;0;0;2;0
2020-10-30 19:45:00;28;19;11;0;0;0;28;7;3;0;0;0;0;0;0;0;1;0
2020-10-30 20:00:00;30;12;16;0;0;0;45;17;8;0;0;0;0;0;0;0;0;1
2020-10-30 20:15:00;27;11;6;0;0;0;42;4;4;0;0;0;0;0;0;0;0;0
2020-10-30 20:30:00;25;22;10;0;0;0;42;7;7;0;0;0;0;0;0;0;0;0
2020-10-30 20:45:00;32;6;7;0;0;0;25;6;4;0;0;0;0;0;0;0;0;0
2020-10-30 21:00:00;27;5;4;0;0;0;30;0;1;0;0;0;0;0;0;0;0;0
2020-10-30 21:15:00;30;4;3;0;0;0;29;0;3;0;0;0;0;0;0;0;0;0
2020-10-30 21:30:00;18;5;10;0;0;0;20;5;2;0;0;0;0;0;0;0;0;0
2020-10-30 21:45:00;14;3;7;0;0;0;31;1;2;0;0;0;0;0;0;0;0;0
2020-10-30 22:00:00;24;12;5;0;0;0;37;4;2;0;0;0;1;0;0;0;0;0
2020-10-30 22:15:00;16;8;4;0;0;0;50;6;7;0;0;0;0;0;0;0;0;0
2020-10-30 22:30:00;18;5;9;0;0;0;21;8;2;0;0;0;0;0;0;0;0;0
2020-10-30 22:45:00;9;8;0;0;0;0;10;1;2;0;0;0;0;0;0;0;0;0
2020-10-30 23:00:00;7;0;3;0;0;0;6;6;2;0;0;0;0;0;0;0;0;0
2020-10-30 23:15:00;13;0;7;0;0;0;10;5;2;0;0;0;0;0;0;0;0;0
2020-10-30 23:30:00;9;3;2;0;0;0;10;1;0;0;0;0;0;0;0;1;0;0
2020-10-30 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
