DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2019-08-23 00:00:00;16;13;0;0;0;9;7;0;0
2019-08-23 00:15:00;10;17;1;0;0;15;5;0;0
2019-08-23 00:30:00;10;11;1;0;0;26;12;0;0
2019-08-23 00:45:00;9;5;0;0;0;9;2;0;0
2019-08-23 01:00:00;16;9;1;0;0;10;10;0;0
2019-08-23 01:15:00;9;10;0;0;0;8;1;0;0
2019-08-23 01:30:00;12;9;0;0;0;19;2;0;0
2019-08-23 01:45:00;8;10;0;1;0;7;4;0;0
2019-08-23 02:00:00;12;9;0;0;0;3;2;0;0
2019-08-23 02:15:00;6;6;0;0;0;5;2;0;0
2019-08-23 02:30:00;7;3;0;0;0;7;4;0;0
2019-08-23 02:45:00;12;4;0;0;4;10;8;0;0
2019-08-23 03:00:00;12;6;0;0;1;9;3;0;0
2019-08-23 03:15:00;2;2;0;0;0;6;7;0;0
2019-08-23 03:30:00;2;9;0;0;0;10;3;0;0
2019-08-23 03:45:00;5;0;0;0;0;7;4;0;0
2019-08-23 04:00:00;10;4;1;0;0;6;3;0;0
2019-08-23 04:15:00;8;5;1;0;0;15;8;0;0
2019-08-23 04:30:00;16;10;2;1;4;17;4;0;0
2019-08-23 04:45:00;17;15;0;1;1;20;9;0;1
2019-08-23 05:00:00;18;11;0;3;2;31;23;0;0
2019-08-23 05:15:00;31;24;2;2;5;68;39;0;1
2019-08-23 05:30:00;46;48;1;1;6;137;82;0;0
2019-08-23 05:45:00;54;45;3;1;1;136;115;0;0
2019-08-23 06:00:00;75;63;5;0;2;130;92;0;0
2019-08-23 06:15:00;59;60;2;0;2;150;128;0;0
2019-08-23 06:30:00;68;63;3;3;9;218;185;10;0
2019-08-23 06:45:00;81;88;10;3;5;184;163;4;2
2019-08-23 07:00:00;65;82;3;6;11;164;132;8;0
2019-08-23 07:15:00;75;71;9;7;12;131;133;0;0
2019-08-23 07:30:00;83;77;7;8;20;159;170;6;5
2019-08-23 07:45:00;96;100;4;16;8;176;157;8;3
2019-08-23 08:00:00;73;78;5;7;8;142;152;63;1
2019-08-23 08:15:00;85;111;8;10;10;158;155;17;0
2019-08-23 08:30:00;82;81;8;11;1;134;130;16;0
2019-08-23 08:45:00;77;85;6;10;12;113;131;5;0
2019-08-23 09:00:00;78;82;12;11;17;97;129;3;0
2019-08-23 09:15:00;81;99;8;20;14;95;117;8;0
2019-08-23 09:30:00;101;109;13;10;13;121;123;41;0
2019-08-23 09:45:00;102;97;8;22;11;100;129;14;5
2019-08-23 10:00:00;116;128;14;17;14;104;118;9;0
2019-08-23 10:15:00;108;115;7;20;19;98;107;16;0
2019-08-23 10:30:00;98;117;11;20;13;111;158;10;4
2019-08-23 10:45:00;111;138;10;30;16;103;117;11;0
2019-08-23 11:00:00;107;126;10;21;15;110;109;7;0
2019-08-23 11:15:00;135;127;14;15;12;106;118;8;0
2019-08-23 11:30:00;116;150;11;17;8;99;119;9;7
2019-08-23 11:45:00;122;170;14;23;9;111;130;19;43
2019-08-23 12:00:00;156;183;7;20;12;104;102;30;15
2019-08-23 12:15:00;156;180;17;20;14;109;144;16;0
2019-08-23 12:30:00;168;204;12;12;11;120;125;7;5
2019-08-23 12:45:00;153;158;11;18;17;117;136;10;1
2019-08-23 13:00:00;149;160;9;13;13;125;147;12;0
2019-08-23 13:15:00;130;164;5;18;9;107;110;47;0
2019-08-23 13:30:00;139;149;11;20;8;113;122;20;0
2019-08-23 13:45:00;180;197;15;22;11;131;140;10;0
2019-08-23 14:00:00;192;226;17;18;14;127;142;19;0
2019-08-23 14:15:00;199;229;15;13;8;104;127;20;0
2019-08-23 14:30:00;176;204;14;16;16;111;127;10;4
2019-08-23 14:45:00;181;198;8;16;10;101;123;21;3
2019-08-23 15:00:00;175;210;13;25;11;117;136;18;3
2019-08-23 15:15:00;222;229;14;19;13;103;123;3;1
2019-08-23 15:30:00;165;195;16;16;7;118;132;4;2
2019-08-23 15:45:00;154;172;13;15;11;103;116;18;0
2019-08-23 16:00:00;142;177;7;18;12;116;127;29;3
2019-08-23 16:15:00;156;177;13;21;3;119;111;25;3
2019-08-23 16:30:00;144;161;6;10;8;104;120;9;3
2019-08-23 16:45:00;141;176;4;17;6;105;104;2;2
2019-08-23 17:00:00;133;161;12;23;8;101;118;18;3
2019-08-23 17:15:00;124;145;6;11;10;103;109;6;0
2019-08-23 17:30:00;134;152;10;16;9;100;110;11;0
2019-08-23 17:45:00;133;137;8;13;5;93;102;18;0
2019-08-23 18:00:00;115;139;7;18;5;85;85;31;15
2019-08-23 18:15:00;116;109;11;15;7;103;112;14;1
2019-08-23 18:30:00;108;109;3;12;2;97;94;14;0
2019-08-23 18:45:00;80;95;5;5;4;90;93;2;0
2019-08-23 19:00:00;98;107;5;10;1;90;70;15;0
2019-08-23 19:15:00;83;78;3;4;1;76;82;8;0
2019-08-23 19:30:00;77;87;4;4;3;65;86;8;0
2019-08-23 19:45:00;80;83;0;1;0;55;70;77;0
2019-08-23 20:00:00;81;85;2;2;2;72;56;4;0
2019-08-23 20:15:00;65;74;2;5;0;52;54;0;0
2019-08-23 20:30:00;52;63;2;1;3;56;49;0;1
2019-08-23 20:45:00;45;55;3;1;1;62;47;0;0
2019-08-23 21:00:00;66;62;2;5;4;67;59;0;1
2019-08-23 21:15:00;46;46;1;3;1;89;57;0;1
2019-08-23 21:30:00;52;54;0;1;0;83;60;0;0
2019-08-23 21:45:00;49;38;1;2;3;53;44;3;0
2019-08-23 22:00:00;82;94;1;0;2;49;38;0;2
2019-08-23 22:15:00;48;39;2;1;0;39;35;0;0
2019-08-23 22:30:00;34;45;0;0;1;40;43;0;1
2019-08-23 22:45:00;38;26;0;2;0;27;25;0;1
2019-08-23 23:00:00;37;32;1;0;0;33;23;0;1
2019-08-23 23:15:00;25;26;0;0;0;29;15;0;0
2019-08-23 23:30:00;39;34;0;6;0;26;15;0;0
2019-08-23 23:45:00;18;27;0;0;0;29;16;0;0
