DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2020-12-10 00:00:00;8;7;0;0;0;0;0
2020-12-10 00:15:00;12;9;0;0;0;0;0
2020-12-10 00:30:00;7;4;1;1;0;0;0
2020-12-10 00:45:00;11;0;0;0;0;0;0
2020-12-10 01:00:00;5;3;0;0;0;0;0
2020-12-10 01:15:00;9;6;0;0;0;0;0
2020-12-10 01:30:00;2;5;0;0;0;0;0
2020-12-10 01:45:00;4;5;1;1;0;0;0
2020-12-10 02:00:00;8;3;0;0;0;0;0
2020-12-10 02:15:00;2;2;0;0;0;0;0
2020-12-10 02:30:00;4;10;0;0;0;0;0
2020-12-10 02:45:00;2;5;1;1;0;0;0
2020-12-10 03:00:00;2;7;1;1;0;0;0
2020-12-10 03:15:00;6;8;0;0;0;0;0
2020-12-10 03:30:00;8;5;0;0;0;0;0
2020-12-10 03:45:00;5;4;0;0;0;0;0
2020-12-10 04:00:00;9;8;1;1;0;0;0
2020-12-10 04:15:00;7;5;0;0;0;0;0
2020-12-10 04:30:00;16;14;0;0;0;0;0
2020-12-10 04:45:00;21;11;0;0;0;0;0
2020-12-10 05:00:00;30;25;0;0;0;0;0
2020-12-10 05:15:00;54;28;4;4;0;0;0
2020-12-10 05:30:00;100;59;3;3;0;0;0
2020-12-10 05:45:00;88;67;1;1;0;0;0
2020-12-10 06:00:00;70;79;1;1;0;0;0
2020-12-10 06:15:00;91;98;5;5;0;0;0
2020-12-10 06:30:00;146;115;2;2;0;0;0
2020-12-10 06:45:00;186;130;8;8;0;0;0
2020-12-10 07:00:00;167;147;8;8;0;0;0
2020-12-10 07:15:00;168;163;12;12;16;0;0
2020-12-10 07:30:00;231;216;11;11;3;0;0
2020-12-10 07:45:00;242;188;15;15;0;0;0
2020-12-10 08:00:00;209;147;7;7;1;0;0
2020-12-10 08:15:00;164;159;8;8;0;0;0
2020-12-10 08:30:00;157;155;11;11;12;0;0
2020-12-10 08:45:00;166;150;8;8;7;0;0
2020-12-10 09:00:00;158;124;7;7;7;0;0
2020-12-10 09:15:00;182;148;7;7;1;0;0
2020-12-10 09:30:00;193;144;6;6;6;0;0
2020-12-10 09:45:00;185;142;9;9;0;0;0
2020-12-10 10:00:00;212;154;8;8;1;0;0
2020-12-10 10:15:00;174;140;9;9;0;0;0
2020-12-10 10:30:00;194;165;9;9;0;0;0
2020-12-10 10:45:00;204;167;10;10;1;0;0
2020-12-10 11:00:00;218;182;9;9;0;0;0
2020-12-10 11:15:00;200;198;8;8;0;0;0
2020-12-10 11:30:00;188;183;8;8;1;0;0
2020-12-10 11:45:00;198;160;7;7;3;0;0
2020-12-10 12:00:00;197;172;13;13;1;0;0
2020-12-10 12:15:00;184;168;8;8;11;0;0
2020-12-10 12:30:00;198;186;15;15;12;0;0
2020-12-10 12:45:00;189;186;6;6;6;0;0
2020-12-10 13:00:00;210;171;9;9;55;0;0
2020-12-10 13:15:00;237;168;8;8;8;0;0
2020-12-10 13:30:00;204;178;11;11;0;0;0
2020-12-10 13:45:00;216;186;8;8;6;0;0
2020-12-10 14:00:00;197;223;11;11;1;0;0
2020-12-10 14:15:00;194;227;15;15;10;0;0
2020-12-10 14:30:00;216;202;10;10;7;0;0
2020-12-10 14:45:00;197;200;7;7;20;0;0
2020-12-10 15:00:00;181;175;8;8;86;0;0
2020-12-10 15:15:00;217;194;11;11;8;0;0
2020-12-10 15:30:00;192;198;14;14;6;0;0
2020-12-10 15:45:00;219;206;9;9;5;0;0
2020-12-10 16:00:00;247;219;9;9;15;0;0
2020-12-10 16:15:00;216;225;9;9;78;0;0
2020-12-10 16:30:00;235;193;9;9;5;0;0
2020-12-10 16:45:00;217;190;15;15;29;0;0
2020-12-10 17:00:00;219;180;6;6;5;0;0
2020-12-10 17:15:00;230;179;9;9;2;0;0
2020-12-10 17:30:00;186;173;12;12;5;0;0
2020-12-10 17:45:00;199;169;9;9;0;0;0
2020-12-10 18:00:00;202;198;14;14;4;0;0
2020-12-10 18:15:00;180;181;6;6;10;0;0
2020-12-10 18:30:00;147;165;10;10;7;0;0
2020-12-10 18:45:00;132;142;8;8;0;0;0
2020-12-10 19:00:00;106;137;5;5;0;0;0
2020-12-10 19:15:00;82;114;3;3;5;0;0
2020-12-10 19:30:00;88;119;3;3;7;0;0
2020-12-10 19:45:00;75;104;7;7;1;0;0
2020-12-10 20:00:00;65;90;4;4;0;0;0
2020-12-10 20:15:00;69;61;4;4;0;0;0
2020-12-10 20:30:00;43;40;2;2;0;0;0
2020-12-10 20:45:00;64;48;2;2;0;0;0
2020-12-10 21:00:00;43;42;0;0;0;0;0
2020-12-10 21:15:00;43;41;1;1;0;0;0
2020-12-10 21:30:00;31;31;2;2;0;0;0
2020-12-10 21:45:00;38;47;2;2;0;0;0
2020-12-10 22:00:00;33;60;1;1;0;0;0
2020-12-10 22:15:00;24;27;0;0;0;0;0
2020-12-10 22:30:00;20;33;1;1;0;0;0
2020-12-10 22:45:00;24;18;0;0;0;0;0
2020-12-10 23:00:00;15;12;0;0;0;0;0
2020-12-10 23:15:00;16;15;0;0;0;0;0
2020-12-10 23:30:00;18;13;0;0;0;0;0
2020-12-10 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
