DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-06-08 00:00:00;20;9;11;1;2;1;1
2020-06-08 00:15:00;21;9;15;1;5;6;2
2020-06-08 00:30:00;18;10;8;2;3;1;1
2020-06-08 00:45:00;11;5;18;4;2;2;7
2020-06-08 01:00:00;6;2;13;5;5;2;3
2020-06-08 01:15:00;10;6;8;2;6;4;4
2020-06-08 01:30:00;11;2;9;2;4;2;3
2020-06-08 01:45:00;8;4;5;4;2;4;1
2020-06-08 02:00:00;6;1;12;1;3;5;4
2020-06-08 02:15:00;7;4;9;1;4;1;2
2020-06-08 02:30:00;6;2;10;1;1;4;3
2020-06-08 02:45:00;5;1;6;2;2;6;5
2020-06-08 03:00:00;11;3;5;1;2;7;3
2020-06-08 03:15:00;2;3;11;3;5;2;1
2020-06-08 03:30:00;6;1;3;0;2;4;4
2020-06-08 03:45:00;10;2;4;1;5;5;4
2020-06-08 04:00:00;2;2;7;1;1;4;2
2020-06-08 04:15:00;9;5;16;2;4;1;3
2020-06-08 04:30:00;21;12;19;3;4;4;2
2020-06-08 04:45:00;11;7;39;12;3;3;0
2020-06-08 05:00:00;26;16;76;26;4;1;0
2020-06-08 05:15:00;54;27;95;32;5;1;0
2020-06-08 05:30:00;50;28;103;50;3;0;1
2020-06-08 05:45:00;51;31;107;55;3;0;0
2020-06-08 06:00:00;59;24;80;34;7;1;1
2020-06-08 06:15:00;78;45;126;66;10;0;0
2020-06-08 06:30:00;117;59;167;88;10;0;1
2020-06-08 06:45:00;130;59;151;75;14;2;1
2020-06-08 07:00:00;138;73;151;80;9;0;0
2020-06-08 07:15:00;171;100;162;83;19;1;0
2020-06-08 07:30:00;167;107;169;104;10;4;0
2020-06-08 07:45:00;175;105;151;81;11;0;0
2020-06-08 08:00:00;148;100;152;77;18;0;0
2020-06-08 08:15:00;135;75;149;75;11;2;0
2020-06-08 08:30:00;162;105;134;74;13;1;0
2020-06-08 08:45:00;154;96;174;74;16;5;0
2020-06-08 09:00:00;110;80;155;80;11;2;0
2020-06-08 09:15:00;134;90;156;70;9;1;0
2020-06-08 09:30:00;141;115;160;67;11;4;1
2020-06-08 09:45:00;146;120;174;105;16;0;0
2020-06-08 10:00:00;139;98;170;85;14;4;1
2020-06-08 10:15:00;154;132;198;87;18;2;0
2020-06-08 10:30:00;161;109;178;91;19;1;0
2020-06-08 10:45:00;173;120;165;76;13;2;1
2020-06-08 11:00:00;147;128;174;82;12;1;2
2020-06-08 11:15:00;160;119;187;96;9;3;0
2020-06-08 11:30:00;146;113;173;114;3;1;1
2020-06-08 11:45:00;171;119;181;100;16;7;2
2020-06-08 12:00:00;167;106;161;103;8;3;1
2020-06-08 12:15:00;162;108;201;93;14;2;1
2020-06-08 12:30:00;127;193;166;84;10;5;2
2020-06-08 12:45:00;149;142;191;103;23;2;1
2020-06-08 13:00:00;174;96;179;98;11;2;1
2020-06-08 13:15:00;145;91;194;99;10;4;2
2020-06-08 13:30:00;185;134;180;104;5;0;3
2020-06-08 13:45:00;193;113;208;93;13;3;1
2020-06-08 14:00:00;169;131;190;110;16;5;1
2020-06-08 14:15:00;177;128;177;85;17;0;0
2020-06-08 14:30:00;198;164;171;88;21;0;2
2020-06-08 14:45:00;193;173;182;98;12;2;1
2020-06-08 15:00:00;178;137;198;100;9;2;3
2020-06-08 15:15:00;200;144;168;87;12;4;0
2020-06-08 15:30:00;195;150;226;93;17;4;2
2020-06-08 15:45:00;192;126;188;94;9;4;1
2020-06-08 16:00:00;219;160;198;106;16;6;8
2020-06-08 16:15:00;219;145;212;114;16;6;3
2020-06-08 16:30:00;235;181;201;116;18;3;1
2020-06-08 16:45:00;196;175;209;108;22;0;2
2020-06-08 17:00:00;216;162;219;118;15;2;5
2020-06-08 17:15:00;216;164;201;113;14;5;4
2020-06-08 17:30:00;188;139;192;116;9;2;1
2020-06-08 17:45:00;205;165;194;96;15;1;5
2020-06-08 18:00:00;190;138;183;95;19;4;0
2020-06-08 18:15:00;150;103;188;88;13;8;4
2020-06-08 18:30:00;136;102;167;80;8;1;1
2020-06-08 18:45:00;130;95;140;73;14;1;0
2020-06-08 19:00:00;159;98;138;68;6;1;1
2020-06-08 19:15:00;122;76;123;53;8;2;2
2020-06-08 19:30:00;90;71;135;52;11;3;0
2020-06-08 19:45:00;109;61;120;44;3;0;1
2020-06-08 20:00:00;106;59;97;37;8;0;2
2020-06-08 20:15:00;105;49;104;52;6;0;0
2020-06-08 20:30:00;77;51;88;33;6;0;1
2020-06-08 20:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-08 21:00:00;67;37;75;38;6;2;0
2020-06-08 21:15:00;57;46;87;28;1;0;0
2020-06-08 21:30:00;52;30;70;27;4;0;2
2020-06-08 21:45:00;55;44;69;28;3;0;0
2020-06-08 22:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-08 22:15:00;47;51;70;31;4;0;2
2020-06-08 22:30:00;49;37;39;16;4;0;2
2020-06-08 22:45:00;31;25;33;10;0;1;3
2020-06-08 23:00:00;32;16;34;6;2;1;3
2020-06-08 23:15:00;23;7;28;11;2;2;2
2020-06-08 23:45:00;16;6;21;4;2;2;0
