DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-02-09 00:00:00;21;18;7;5;6;16;11;4;3;4;0
2020-02-09 00:15:00;22;10;10;11;1;21;19;5;6;13;1
2020-02-09 00:30:00;18;15;8;2;4;20;13;5;4;13;0
2020-02-09 00:45:00;20;18;1;7;4;19;11;1;4;15;1
2020-02-09 01:00:00;12;12;4;7;4;19;14;2;4;7;1
2020-02-09 01:15:00;12;7;3;5;2;13;6;1;2;12;1
2020-02-09 01:30:00;14;10;2;2;1;14;6;1;6;8;3
2020-02-09 01:45:00;11;10;1;4;1;12;13;6;3;7;2
2020-02-09 02:00:00;7;9;2;5;3;10;7;1;1;12;1
2020-02-09 02:15:00;12;12;6;4;3;14;6;1;3;7;2
2020-02-09 02:30:00;8;4;0;3;1;6;5;1;2;7;0
2020-02-09 02:45:00;6;5;4;1;2;11;5;0;1;7;3
2020-02-09 03:00:00;8;6;1;5;1;5;4;0;1;6;1
2020-02-09 03:15:00;11;9;5;6;2;5;3;2;1;3;1
2020-02-09 03:30:00;2;1;1;5;2;10;6;0;0;3;1
2020-02-09 03:45:00;12;7;0;6;3;7;5;1;1;6;1
2020-02-09 04:00:00;8;5;0;4;3;5;1;1;7;7;1
2020-02-09 04:15:00;12;5;1;5;2;7;1;0;2;5;1
2020-02-09 04:30:00;5;3;1;2;2;8;8;2;1;4;1
2020-02-09 04:45:00;8;6;3;6;0;8;5;3;3;8;2
2020-02-09 05:00:00;15;8;2;6;3;10;3;0;2;3;1
2020-02-09 05:15:00;7;13;7;11;9;13;6;2;2;3;1
2020-02-09 05:30:00;12;5;3;6;5;20;9;2;1;6;1
2020-02-09 05:45:00;19;16;2;6;3;13;12;3;3;8;2
2020-02-09 06:00:00;17;12;1;6;5;12;7;1;3;3;1
2020-02-09 06:15:00;12;11;2;3;0;5;6;2;0;4;2
2020-02-09 06:30:00;12;8;0;5;6;11;2;0;2;3;2
2020-02-09 06:45:00;10;5;3;4;2;5;2;0;0;2;0
2020-02-09 07:00:00;12;10;3;8;2;8;9;1;3;5;2
2020-02-09 07:15:00;15;16;2;7;3;10;5;2;1;8;0
2020-02-09 07:30:00;23;12;6;8;3;9;4;2;1;11;7
2020-02-09 07:45:00;20;7;6;10;3;14;7;3;3;12;4
2020-02-09 08:00:00;17;14;4;15;6;15;9;4;3;8;2
2020-02-09 08:15:00;23;13;3;17;5;11;4;3;3;8;1
2020-02-09 08:30:00;30;17;4;14;2;22;9;6;3;12;7
2020-02-09 08:45:00;23;14;6;24;9;27;21;3;11;15;5
2020-02-09 09:00:00;40;27;6;22;9;17;20;8;9;23;3
2020-02-09 09:15:00;45;30;11;26;7;45;19;11;13;18;5
2020-02-09 09:30:00;41;32;10;36;9;44;25;4;7;19;4
2020-02-09 09:45:00;37;33;12;68;11;51;23;3;15;31;8
2020-02-09 10:00:00;57;39;4;39;9;38;29;4;12;35;12
2020-02-09 10:15:00;63;47;10;40;12;38;22;14;12;31;12
2020-02-09 10:30:00;47;51;13;36;13;31;25;3;8;27;10
2020-02-09 10:45:00;46;45;15;36;17;50;29;10;10;22;3
2020-02-09 11:00:00;44;40;16;32;10;47;33;11;16;39;6
2020-02-09 11:15:00;57;51;13;41;17;45;27;12;14;33;7
2020-02-09 11:30:00;46;41;17;38;5;50;39;10;16;44;17
2020-02-09 11:45:00;55;50;13;45;9;62;47;9;16;37;9
2020-02-09 12:00:00;50;49;12;28;12;55;45;12;15;35;11
2020-02-09 12:15:00;48;48;14;45;16;47;37;9;12;39;17
2020-02-09 12:30:00;48;39;17;59;24;43;23;13;6;35;7
