DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-01-16 00:00:00;8;4;10;3;0;2;0
2020-01-16 00:15:00;12;4;10;8;1;2;0
2020-01-16 00:30:00;11;7;8;3;1;2;0
2020-01-16 00:45:00;7;10;10;6;1;2;0
2020-01-16 01:00:00;7;11;9;6;1;1;0
2020-01-16 01:15:00;4;8;11;8;0;3;0
2020-01-16 01:30:00;5;2;7;3;0;0;0
2020-01-16 01:45:00;10;8;9;4;0;0;0
2020-01-16 02:00:00;6;7;5;4;0;3;0
2020-01-16 02:15:00;3;1;5;5;0;2;0
2020-01-16 02:30:00;5;1;4;4;0;0;0
2020-01-16 02:45:00;6;7;10;8;0;0;0
2020-01-16 03:00:00;6;4;7;3;0;0;0
2020-01-16 03:15:00;6;3;9;8;0;1;0
2020-01-16 03:30:00;7;4;4;3;2;1;0
2020-01-16 03:45:00;6;6;10;2;0;1;0
2020-01-16 04:00:00;11;6;8;3;0;0;0
2020-01-16 04:15:00;11;8;10;4;0;1;0
2020-01-16 04:30:00;18;13;27;12;1;1;0
2020-01-16 04:45:00;23;23;55;23;7;5;0
2020-01-16 05:00:00;25;35;111;46;3;10;0
2020-01-16 05:15:00;31;44;214;114;7;17;1
2020-01-16 05:30:00;50;77;190;142;14;11;0
2020-01-16 05:45:00;89;127;194;101;16;18;0
2020-01-16 06:00:00;150;202;188;125;8;26;0
2020-01-16 06:15:00;89;108;227;164;15;38;2
2020-01-16 06:30:00;73;107;243;224;16;48;0
2020-01-16 06:45:00;56;99;191;227;20;45;0
2020-01-16 07:00:00;71;92;236;247;34;43;0
2020-01-16 07:15:00;77;108;250;204;33;60;0
2020-01-16 07:30:00;92;133;249;231;41;76;0
2020-01-16 07:45:00;76;128;193;230;32;65;0
2020-01-16 08:00:00;107;136;221;245;32;67;0
2020-01-16 08:15:00;78;130;275;250;19;64;7
2020-01-16 08:30:00;95;130;225;174;26;54;2
2020-01-16 08:45:00;64;102;174;132;29;40;0
2020-01-16 09:00:00;76;118;146;139;96;34;0
2020-01-16 09:15:00;83;112;158;140;27;28;0
2020-01-16 09:30:00;75;113;133;132;16;21;0
2020-01-16 09:45:00;84;118;120;136;31;23;3
2020-01-16 10:00:00;76;119;122;116;16;26;0
2020-01-16 10:15:00;92;126;120;133;23;31;0
2020-01-16 10:30:00;76;135;122;155;16;23;0
2020-01-16 10:45:00;100;166;146;110;30;23;0
2020-01-16 11:00:00;88;118;116;127;34;22;0
2020-01-16 11:15:00;87;131;102;100;25;22;0
2020-01-16 11:30:00;81;138;117;128;33;22;0
2020-01-16 11:45:00;98;137;119;116;19;23;0
2020-01-16 12:00:00;105;162;123;94;20;32;5
2020-01-16 12:15:00;103;175;107;90;21;33;0
2020-01-16 12:30:00;117;171;118;104;16;34;0
2020-01-16 12:45:00;120;172;128;130;15;22;0
2020-01-16 13:00:00;125;177;155;116;12;34;0
2020-01-16 13:15:00;127;175;205;159;29;31;0
2020-01-16 13:30:00;113;173;192;162;20;38;0
2020-01-16 13:45:00;136;174;141;123;20;27;0
2020-01-16 14:00:00;169;205;142;126;15;39;0
2020-01-16 14:15:00;196;266;105;117;14;15;0
2020-01-16 14:30:00;218;275;125;136;23;22;0
2020-01-16 14:45:00;194;275;122;130;33;33;0
2020-01-16 15:00:00;207;275;113;134;13;34;8
2020-01-16 15:15:00;226;289;121;126;28;30;0
2020-01-16 15:30:00;207;279;115;146;167;39;3
2020-01-16 15:45:00;230;295;118;180;27;32;0
2020-01-16 16:00:00;228;291;103;139;26;37;0
2020-01-16 16:15:00;231;288;125;142;25;30;0
2020-01-16 16:30:00;219;274;113;148;22;35;4
2020-01-16 16:45:00;216;274;141;178;31;38;0
2020-01-16 17:00:00;195;266;134;207;23;41;0
2020-01-16 17:15:00;219;284;136;183;69;32;0
2020-01-16 17:30:00;197;270;118;148;22;33;0
2020-01-16 17:45:00;178;240;112;136;36;34;0
2020-01-16 18:00:00;156;208;112;135;12;32;0
2020-01-16 18:15:00;124;220;128;152;21;22;0
2020-01-16 18:30:00;152;210;107;130;38;20;0
2020-01-16 18:45:00;117;169;84;117;17;18;0
2020-01-16 19:00:00;91;138;75;93;9;22;0
2020-01-16 19:15:00;77;133;90;89;11;20;0
2020-01-16 19:30:00;78;123;63;79;6;15;0
2020-01-16 19:45:00;61;112;70;65;19;12;0
2020-01-16 20:00:00;82;97;70;75;46;22;0
2020-01-16 20:15:00;63;99;61;66;5;3;0
2020-01-16 20:30:00;54;65;59;46;8;8;0
2020-01-16 20:45:00;44;64;88;61;2;20;0
2020-01-16 21:00:00;40;61;135;56;2;13;0
2020-01-16 21:15:00;34;58;166;75;3;9;0
2020-01-16 21:30:00;50;64;111;66;4;7;0
2020-01-16 21:45:00;104;141;75;42;4;9;0
2020-01-16 22:00:00;154;192;42;26;2;3;0
2020-01-16 22:15:00;88;101;39;37;3;3;0
2020-01-16 22:30:00;47;68;31;21;2;6;0
2020-01-16 22:45:00;30;34;27;28;3;2;0
2020-01-16 23:00:00;20;16;21;12;0;4;0
2020-01-16 23:15:00;25;24;19;16;0;4;0
2020-01-16 23:30:00;16;14;21;19;1;5;0
2020-01-16 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
