DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2020-03-21 00:00:00;1;3;2;0;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-03-21 00:15:00;0;3;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-03-21 00:30:00;0;1;5;0;0;5;0;0;5;0;0;0;0;0;0;0;0
2020-03-21 00:45:00;0;3;0;0;0;6;0;0;4;0;0;0;0;0;0;0;0
2020-03-21 01:00:00;0;3;3;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-03-21 01:15:00;0;5;1;0;0;3;1;0;3;0;0;0;0;0;0;0;0
2020-03-21 01:30:00;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-03-21 01:45:00;0;4;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-03-21 02:00:00;0;0;1;0;0;2;0;0;2;1;0;0;0;0;0;0;0
2020-03-21 02:15:00;1;1;1;0;0;4;0;0;3;0;2;1;0;0;0;0;0
2020-03-21 02:30:00;0;2;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-03-21 02:45:00;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-03-21 03:00:00;0;0;0;0;0;3;0;0;3;1;0;1;0;0;0;0;0
2020-03-21 03:15:00;0;1;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0
2020-03-21 03:30:00;1;4;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0
2020-03-21 03:45:00;0;1;1;0;0;3;0;0;4;1;1;1;0;0;0;0;0
2020-03-21 04:00:00;0;1;0;1;1;3;2;1;3;1;0;0;0;0;0;0;0
2020-03-21 04:15:00;0;1;1;0;0;3;0;0;3;0;0;0;0;0;0;0;0
2020-03-21 04:30:00;0;2;1;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-03-21 04:45:00;0;0;0;0;0;2;0;0;1;0;2;1;0;0;0;0;0
2020-03-21 05:00:00;0;3;2;0;0;2;0;0;1;0;0;0;0;0;0;0;0
2020-03-21 05:15:00;1;2;5;0;0;6;0;0;5;0;2;0;0;0;0;0;0
2020-03-21 05:30:00;0;13;6;0;0;5;0;0;4;0;0;2;0;0;0;0;0
2020-03-21 05:45:00;1;7;4;1;0;7;1;0;8;2;1;0;0;0;0;0;0
2020-03-21 06:00:00;0;12;3;0;0;8;0;0;10;1;0;0;0;0;0;0;0
2020-03-21 06:15:00;2;11;5;0;0;3;0;0;2;0;1;0;0;0;0;0;0
2020-03-21 06:30:00;2;18;2;0;0;8;0;0;7;0;1;1;0;0;0;0;0
2020-03-21 06:45:00;0;8;2;1;0;8;3;0;9;0;0;1;0;0;0;0;0
2020-03-21 07:00:00;0;10;5;0;1;15;0;1;16;1;0;1;0;0;0;0;0
2020-03-21 07:15:00;2;9;3;0;0;11;2;0;11;1;2;1;0;0;0;0;0
2020-03-21 07:30:00;2;13;3;0;0;23;1;0;23;1;0;1;0;0;0;0;0
2020-03-21 07:45:00;1;3;3;2;2;18;2;0;20;2;1;1;0;0;0;0;0
2020-03-21 08:00:00;0;15;8;2;1;10;2;1;9;2;1;1;0;0;0;0;0
2020-03-21 08:15:00;2;14;3;0;0;2;0;0;3;2;1;1;0;0;0;0;0
2020-03-21 08:30:00;1;19;4;0;0;10;0;0;10;1;0;0;0;0;0;0;0
2020-03-21 08:45:00;1;14;5;0;0;12;0;0;13;0;1;2;0;0;0;0;0
2020-03-21 09:00:00;1;15;5;1;1;8;2;0;10;2;0;2;0;0;0;0;0
2020-03-21 09:15:00;1;20;11;1;0;8;1;0;7;1;2;3;0;0;0;0;0
2020-03-21 09:30:00;4;19;12;2;1;9;2;1;12;0;0;2;0;0;0;0;0
2020-03-21 09:45:00;3;14;4;0;0;17;0;0;18;0;2;2;0;0;0;0;0
2020-03-21 10:00:00;6;20;7;1;2;13;1;2;13;2;2;2;0;0;0;0;0
2020-03-21 10:15:00;3;14;8;4;1;16;2;1;19;3;5;5;1;0;0;0;0
2020-03-21 10:30:00;3;20;9;1;1;14;1;0;13;1;5;4;0;0;0;0;0
2020-03-21 10:45:00;4;20;12;1;1;17;1;0;17;3;3;2;2;0;0;0;0
2020-03-21 11:00:00;2;19;20;0;0;12;0;0;11;0;3;2;0;0;0;0;0
2020-03-21 11:15:00;2;22;14;1;0;12;2;0;14;0;0;5;0;0;0;0;0
2020-03-21 11:30:00;2;33;10;0;1;17;0;1;18;2;1;1;0;0;0;0;0
2020-03-21 11:45:00;2;27;19;0;0;14;0;0;14;1;0;2;0;0;0;0;0
2020-03-21 12:00:00;4;28;10;1;0;15;2;0;14;2;2;5;0;0;0;0;0
2020-03-21 12:15:00;3;28;8;1;1;9;1;0;11;0;3;2;0;0;0;0;0
2020-03-21 12:30:00;2;21;11;3;0;13;3;0;12;1;1;3;0;0;0;0;0
2020-03-21 12:45:00;2;15;10;2;0;10;4;0;12;2;0;3;0;0;0;0;0
2020-03-21 13:00:00;2;23;14;0;0;9;0;0;9;0;1;4;0;0;0;0;0
2020-03-21 13:15:00;5;11;16;2;1;16;1;0;15;1;0;2;0;0;0;0;0
2020-03-21 13:30:00;1;24;9;0;0;11;2;0;8;0;1;3;0;0;0;0;0
2020-03-21 13:45:00;2;15;9;1;0;14;1;0;15;0;2;4;0;0;0;0;0
2020-03-21 14:00:00;4;16;11;0;1;9;4;1;11;0;3;7;0;0;0;0;0
2020-03-21 14:15:00;0;13;7;1;1;6;1;1;9;1;2;4;0;0;0;0;0
2020-03-21 14:30:00;2;18;8;1;1;22;1;1;18;2;1;3;0;0;0;0;0
2020-03-21 14:45:00;6;12;9;0;0;15;0;0;15;0;2;3;0;0;0;0;0
2020-03-21 15:00:00;5;10;17;0;0;4;0;0;4;0;2;1;0;0;0;0;0
2020-03-21 15:15:00;2;20;3;1;0;10;2;0;12;1;2;1;0;0;0;0;0
2020-03-21 15:30:00;2;17;9;1;0;9;1;0;9;1;1;4;0;0;0;0;0
2020-03-21 15:45:00;4;13;8;2;0;5;1;0;7;0;3;4;0;0;0;0;0
2020-03-21 16:00:00;1;16;10;2;2;18;0;1;15;2;1;3;0;0;0;0;0
2020-03-21 16:15:00;1;12;5;0;0;8;0;0;9;0;1;1;0;0;0;0;0
2020-03-21 16:30:00;0;4;8;1;0;7;1;0;6;1;2;6;0;0;0;0;0
2020-03-21 16:45:00;1;18;12;1;2;9;2;1;10;2;1;4;0;0;0;0;0
2020-03-21 17:00:00;2;11;4;0;0;8;0;0;8;0;0;2;0;0;0;0;0
2020-03-21 17:15:00;3;13;10;1;0;15;3;0;15;0;4;1;0;0;0;0;0
2020-03-21 17:30:00;3;9;3;0;0;8;0;0;8;0;0;1;0;0;0;0;0
2020-03-21 17:45:00;3;9;8;0;0;17;0;0;18;0;3;2;0;0;0;0;0
2020-03-21 18:00:00;5;15;10;0;0;9;0;0;9;0;1;3;0;0;0;0;0
2020-03-21 18:15:00;1;16;3;0;0;10;0;0;9;0;0;1;0;0;0;0;0
2020-03-21 18:30:00;1;14;8;0;0;7;0;0;7;0;2;3;0;0;0;0;0
2020-03-21 18:45:00;1;14;4;0;0;8;0;0;9;0;0;2;0;0;0;0;0
2020-03-21 19:00:00;1;5;5;0;0;9;0;0;9;0;1;1;0;0;0;0;0
2020-03-21 19:15:00;2;5;0;0;0;4;0;0;4;0;1;2;0;0;0;0;0
2020-03-21 19:30:00;1;9;5;0;0;10;0;0;9;0;0;0;0;0;0;0;0
2020-03-21 19:45:00;1;4;10;0;0;1;0;0;1;0;0;1;0;0;0;0;0
2020-03-21 20:00:00;1;7;3;0;0;6;0;0;7;0;0;0;0;0;0;0;0
2020-03-21 20:15:00;0;9;3;0;0;6;0;0;7;0;0;1;0;0;0;0;0
2020-03-21 20:30:00;1;6;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-03-21 20:45:00;2;7;3;0;0;9;0;0;8;1;0;1;0;0;0;0;0
2020-03-21 21:00:00;1;6;1;0;1;6;0;2;6;2;0;1;0;0;0;0;0
2020-03-21 21:15:00;0;1;1;0;0;3;0;0;2;0;0;0;0;0;0;0;0
2020-03-21 21:30:00;1;3;1;0;0;7;0;0;7;0;0;0;0;0;0;0;0
2020-03-21 21:45:00;0;2;1;0;0;5;0;0;4;0;0;0;0;0;0;0;0
2020-03-21 22:00:00;0;0;0;0;0;4;0;0;5;0;0;2;0;0;0;0;0
2020-03-21 22:15:00;0;3;1;0;0;6;0;0;5;0;0;0;0;0;0;0;0
2020-03-21 22:30:00;0;4;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-03-21 22:45:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-21 23:00:00;0;1;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-03-21 23:15:00;0;1;1;0;0;2;0;0;2;1;1;1;0;0;0;0;0
2020-03-21 23:30:00;0;1;2;1;0;2;1;0;2;1;0;0;0;0;0;0;0
2020-03-21 23:45:00;0;4;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0
