DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-03-10 00:00:00;12;3;2;5;6;7;11;7;6;0;0;0
2020-03-10 00:15:00;16;6;4;3;14;5;16;11;7;0;0;0
2020-03-10 00:30:00;17;9;1;2;11;9;16;10;7;0;0;0
2020-03-10 00:45:00;3;0;1;0;3;8;3;5;8;0;0;0
2020-03-10 01:00:00;8;6;1;3;6;5;9;4;3;0;0;1
2020-03-10 01:15:00;8;5;0;0;2;3;8;1;1;0;0;0
2020-03-10 01:30:00;8;6;0;0;1;5;8;0;3;0;0;0
2020-03-10 01:45:00;8;7;0;1;3;0;10;2;0;0;0;0
2020-03-10 02:00:00;9;5;2;2;3;2;9;3;1;0;0;0
2020-03-10 02:15:00;8;5;3;2;2;2;10;3;1;0;0;0
2020-03-10 02:30:00;9;6;0;0;3;5;9;4;6;1;0;0
2020-03-10 02:45:00;8;5;0;0;2;8;9;5;8;1;0;0
2020-03-10 03:00:00;6;7;0;0;7;9;7;8;9;1;0;0
2020-03-10 03:15:00;5;2;0;0;1;9;5;2;8;1;0;0
2020-03-10 03:30:00;12;8;0;0;7;6;12;7;6;0;0;0
2020-03-10 03:45:00;8;2;1;0;7;7;8;9;6;0;0;0
2020-03-10 04:00:00;10;9;0;1;10;7;8;8;8;1;0;0
2020-03-10 04:15:00;20;7;1;2;9;8;20;8;9;1;0;0
2020-03-10 04:30:00;19;8;1;2;11;16;18;11;17;2;0;1
2020-03-10 04:45:00;29;12;1;0;27;26;28;32;29;0;0;2
2020-03-10 05:00:00;57;18;1;0;34;54;54;36;45;2;0;5
2020-03-10 05:15:00;67;23;4;3;76;88;65;79;73;0;0;5
2020-03-10 05:30:00;91;22;7;6;73;82;85;84;83;0;1;3
2020-03-10 05:45:00;164;30;7;9;79;106;161;86;96;2;0;7
2020-03-10 06:00:00;192;55;5;9;62;93;186;78;75;0;0;4
2020-03-10 06:15:00;216;51;9;12;101;168;231;104;138;0;0;4
2020-03-10 06:30:00;176;29;15;20;158;235;186;157;195;0;0;5
2020-03-10 06:45:00;196;40;12;15;160;219;215;147;195;3;0;14
2020-03-10 07:00:00;185;30;15;19;159;232;198;166;209;4;3;14
2020-03-10 07:15:00;198;32;15;21;186;258;220;147;217;1;1;16
2020-03-10 07:30:00;242;48;33;27;132;266;271;142;223;6;0;19
2020-03-10 07:45:00;221;66;23;39;118;208;275;145;197;5;0;26
2020-03-10 08:00:00;211;43;22;48;146;189;237;131;171;6;1;9
2020-03-10 08:15:00;200;41;23;34;151;159;231;116;177;4;0;9
2020-03-10 08:30:00;156;34;15;25;143;195;181;120;185;3;2;9
2020-03-10 08:45:00;196;43;30;32;122;170;218;112;152;3;0;6
2020-03-10 09:00:00;156;29;30;21;109;145;163;110;138;2;0;4
2020-03-10 09:15:00;132;29;24;22;113;128;154;93;119;2;2;4
2020-03-10 09:30:00;165;34;25;45;113;163;183;104;170;2;1;3
2020-03-10 09:45:00;181;33;25;54;101;161;201;106;158;6;1;5
