DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-11-14 00:00:00;0;7;6;13;2;0;0
2020-11-14 00:15:00;0;13;8;13;9;3;3
2020-11-14 00:30:00;0;7;7;10;7;0;0
2020-11-14 00:45:00;0;7;11;7;8;0;0
2020-11-14 01:00:00;0;9;11;7;7;0;0
2020-11-14 01:15:00;0;8;4;11;8;0;0
2020-11-14 01:30:00;0;10;3;11;7;0;0
2020-11-14 01:45:00;0;9;4;8;8;0;0
2020-11-14 02:00:00;0;5;4;11;7;0;0
2020-11-14 02:15:00;0;10;4;7;6;0;0
2020-11-14 02:30:00;0;4;2;12;3;0;0
2020-11-14 02:45:00;0;4;2;4;1;0;0
2020-11-14 03:00:00;0;4;0;3;3;0;0
2020-11-14 03:15:00;0;3;1;4;2;0;0
2020-11-14 03:30:00;0;6;1;4;2;0;0
2020-11-14 03:45:00;0;3;4;5;3;0;0
2020-11-14 04:00:00;0;2;1;7;5;0;0
2020-11-14 04:15:00;0;3;2;4;1;0;0
2020-11-14 04:30:00;0;5;2;11;2;0;0
2020-11-14 04:45:00;0;12;4;8;10;0;0
2020-11-14 05:00:00;0;14;8;14;11;0;0
2020-11-14 05:15:00;0;26;16;13;8;0;0
2020-11-14 05:30:00;0;20;16;21;16;0;0
2020-11-14 05:45:00;0;25;12;37;27;0;0
2020-11-14 06:00:00;4;19;22;56;37;1;1
2020-11-14 06:15:00;0;25;17;44;33;0;0
2020-11-14 06:30:00;1;31;14;31;21;1;1
2020-11-14 06:45:00;0;24;13;37;24;2;2
2020-11-14 07:00:00;0;15;10;34;30;2;2
2020-11-14 07:15:00;1;30;25;39;22;1;1
2020-11-14 07:30:00;1;37;26;38;37;2;2
2020-11-14 07:45:00;0;45;27;55;39;1;1
2020-11-14 08:00:00;0;44;28;44;29;2;2
2020-11-14 08:15:00;5;49;35;53;39;1;1
2020-11-14 08:30:00;8;50;43;61;54;3;3
2020-11-14 08:45:00;5;60;53;72;56;2;2
2020-11-14 09:00:00;6;67;60;81;67;3;3
2020-11-14 09:15:00;5;63;65;79;65;1;1
2020-11-14 09:30:00;10;80;88;80;67;3;2
2020-11-14 09:45:00;2;89;77;100;88;1;2
2020-11-14 10:00:00;3;93;81;88;82;3;3
2020-11-14 10:15:00;5;100;83;110;96;1;1
2020-11-14 10:30:00;3;111;103;105;108;4;4
2020-11-14 10:45:00;25;88;82;113;113;0;0
2020-11-14 11:00:00;12;107;82;115;110;3;3
2020-11-14 11:15:00;18;102;92;117;121;2;2
2020-11-14 11:30:00;33;99;88;109;122;1;1
2020-11-14 11:45:00;22;119;112;99;103;3;3
2020-11-14 12:00:00;7;105;99;112;120;0;0
2020-11-14 12:15:00;4;101;101;127;130;4;4
2020-11-14 12:30:00;5;117;123;107;132;4;4
2020-11-14 12:45:00;10;108;104;110;121;0;0
2020-11-14 13:00:00;15;98;119;110;118;1;1
2020-11-14 13:15:00;27;102;98;121;105;4;4
2020-11-14 13:30:00;40;94;94;110;102;2;2
2020-11-14 13:45:00;28;100;112;121;136;2;2
2020-11-14 14:00:00;5;111;108;113;116;2;1
2020-11-14 14:15:00;13;98;104;110;99;2;3
2020-11-14 14:30:00;9;92;87;123;128;2;1
2020-11-14 14:45:00;23;99;101;99;110;3;4
2020-11-14 15:00:00;9;101;115;111;97;2;2
2020-11-14 15:15:00;44;94;106;130;137;2;2
2020-11-14 15:30:00;6;91;101;123;106;3;3
2020-11-14 15:45:00;2;82;79;109;125;0;0
2020-11-14 16:00:00;11;97;102;106;135;4;4
2020-11-14 16:15:00;5;105;102;131;123;2;2
2020-11-14 16:30:00;7;100;102;121;137;3;3
2020-11-14 16:45:00;7;90;92;126;150;0;0
2020-11-14 17:00:00;12;92;91;137;142;2;2
2020-11-14 17:15:00;2;94;92;119;111;2;2
2020-11-14 17:30:00;30;93;91;122;124;3;3
2020-11-14 17:45:00;9;89;75;112;111;2;2
2020-11-14 18:00:00;0;82;74;101;104;2;1
2020-11-14 18:15:00;1;73;67;94;88;0;1
2020-11-14 18:30:00;3;65;66;82;77;5;5
2020-11-14 18:45:00;6;85;78;88;87;2;2
2020-11-14 19:00:00;2;57;68;81;67;1;1
2020-11-14 19:15:00;3;62;67;83;62;2;2
2020-11-14 19:30:00;0;66;59;69;64;4;4
2020-11-14 19:45:00;12;47;52;58;54;1;1
2020-11-14 20:00:00;3;44;50;69;56;0;0
2020-11-14 20:15:00;0;40;33;48;41;4;4
2020-11-14 20:30:00;0;41;24;51;39;4;4
2020-11-14 20:45:00;21;41;32;43;32;1;1
2020-11-14 21:00:00;1;35;31;48;21;2;2
2020-11-14 21:15:00;6;27;15;34;30;1;1
2020-11-14 21:30:00;0;22;26;35;19;1;1
2020-11-14 21:45:00;0;20;20;41;29;1;1
2020-11-14 22:00:00;0;34;24;37;17;2;2
2020-11-14 22:15:00;1;22;18;33;14;1;1
2020-11-14 22:30:00;0;27;21;20;23;1;1
2020-11-14 22:45:00;0;27;13;29;22;1;1
2020-11-14 23:00:00;0;16;19;24;18;2;2
2020-11-14 23:15:00;1;21;15;23;12;1;1
2020-11-14 23:30:00;1;19;23;34;20;0;0
2020-11-14 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
