DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-02-28 00:00:00;0;4;2;2;3;0;0;1;0;0;0;0;0
2020-02-28 00:15:00;1;4;3;3;4;3;4;1;0;0;0;0;0
2020-02-28 00:30:00;1;2;0;0;1;0;0;3;0;0;0;0;0
2020-02-28 00:45:00;0;3;0;0;2;3;1;1;0;0;0;0;0
2020-02-28 01:00:00;0;1;1;1;0;0;0;1;0;0;0;0;0
2020-02-28 01:15:00;0;3;3;3;2;0;2;3;0;0;0;0;0
2020-02-28 01:30:00;2;3;4;5;0;1;0;1;0;0;0;0;0
2020-02-28 01:45:00;0;4;3;3;4;6;3;2;0;0;0;0;0
2020-02-28 02:00:00;0;3;5;4;1;3;0;4;0;0;0;0;0
2020-02-28 02:15:00;1;1;3;3;3;0;3;3;0;0;0;0;0
2020-02-28 02:30:00;1;3;3;3;1;2;1;0;0;0;0;0;0
2020-02-28 02:45:00;0;0;0;0;1;0;1;1;0;0;0;0;0
2020-02-28 03:00:00;0;2;1;1;4;1;2;3;0;0;0;0;0
2020-02-28 03:15:00;1;3;3;3;1;0;1;3;0;0;0;0;0
2020-02-28 03:30:00;1;3;1;2;3;1;3;3;0;0;0;0;0
2020-02-28 03:45:00;3;2;4;4;1;4;0;3;0;0;0;0;0
2020-02-28 04:00:00;0;2;5;4;2;4;1;4;0;0;0;0;0
2020-02-28 04:15:00;1;3;3;3;2;0;2;3;0;0;0;0;0
2020-02-28 04:30:00;2;10;10;10;4;2;3;18;0;0;0;0;0
2020-02-28 04:45:00;0;10;7;7;5;9;4;8;0;0;0;0;0
2020-02-28 05:00:00;2;18;30;30;6;8;7;38;0;0;0;0;0
2020-02-28 05:15:00;4;53;83;87;12;13;15;76;0;0;0;0;0
2020-02-28 05:30:00;7;85;93;89;19;38;23;62;0;0;0;0;0
2020-02-28 05:45:00;7;103;44;45;44;64;44;92;0;0;0;0;0
2020-02-28 06:00:00;7;59;27;29;32;61;38;58;0;0;0;0;0
2020-02-28 06:15:00;8;77;36;37;26;33;21;89;0;0;0;0;0
2020-02-28 06:30:00;11;95;44;44;20;27;21;113;0;0;0;0;0
2020-02-28 06:45:00;10;76;47;49;24;22;23;94;0;0;0;0;0
2020-02-28 07:00:00;8;74;51;52;19;24;19;86;0;0;0;0;0
2020-02-28 07:15:00;9;87;48;50;14;23;17;84;0;0;0;0;0
2020-02-28 07:30:00;5;104;45;47;30;32;29;92;0;0;0;0;0
2020-02-28 07:45:00;5;78;38;37;30;30;30;81;0;0;0;0;0
2020-02-28 08:00:00;10;62;27;27;19;20;19;63;0;0;0;0;0
2020-02-28 08:15:00;9;52;22;23;11;24;11;87;0;0;0;0;0
2020-02-28 08:30:00;4;61;17;18;10;19;8;82;0;0;0;0;0
2020-02-28 08:45:00;7;49;19;21;8;19;9;60;0;0;0;0;0
2020-02-28 09:00:00;7;40;22;23;11;18;9;57;0;0;0;0;0
2020-02-28 09:15:00;1;29;23;23;13;16;12;53;0;0;0;0;0
2020-02-28 09:30:00;3;44;11;12;13;23;11;53;0;0;0;0;0
2020-02-28 09:45:00;9;38;25;25;11;18;11;50;0;0;0;0;0
2020-02-28 10:00:00;4;41;12;13;8;20;7;44;0;0;0;0;0
2020-02-28 10:15:00;3;45;9;9;13;20;12;67;0;0;0;0;0
2020-02-28 10:30:00;4;46;16;19;9;20;10;45;0;0;0;0;0
2020-02-28 10:45:00;6;46;19;23;9;21;8;40;0;0;0;0;0
2020-02-28 11:00:00;7;41;19;18;14;27;13;42;0;0;0;0;0
2020-02-28 11:15:00;6;53;19;21;13;29;13;50;0;0;0;0;0
2020-02-28 11:30:00;5;44;16;16;13;25;15;60;0;0;0;0;0
2020-02-28 11:45:00;6;54;25;26;17;35;16;43;0;0;0;0;0
2020-02-28 12:00:00;2;64;22;23;23;45;24;68;0;0;0;0;0
2020-02-28 12:15:00;1;63;23;23;24;45;22;70;0;0;0;0;0
2020-02-28 12:30:00;0;77;19;21;18;33;17;62;0;0;0;0;0
2020-02-28 12:45:00;3;71;31;33;12;28;12;59;0;0;0;0;0
2020-02-28 13:00:00;2;64;32;33;26;36;27;81;0;0;0;0;0
2020-02-28 13:15:00;2;85;51;54;18;36;18;78;0;0;0;0;0
2020-02-28 13:30:00;5;76;59;58;25;57;29;86;0;0;0;0;0
2020-02-28 13:45:00;5;117;56;58;41;44;40;96;0;0;0;0;0
2020-02-28 14:00:00;3;105;42;43;45;79;45;81;0;0;0;0;0
2020-02-28 14:15:00;3;88;22;22;60;107;61;63;0;0;0;0;0
2020-02-28 14:30:00;1;104;29;31;28;58;25;81;0;0;0;0;0
2020-02-28 14:45:00;2;86;27;28;29;50;30;88;0;0;0;0;0
2020-02-28 15:00:00;1;88;29;30;26;44;26;86;0;0;0;0;0
2020-02-28 15:15:00;1;142;31;34;28;50;29;111;0;0;0;0;0
2020-02-28 15:30:00;5;96;15;17;30;46;26;83;0;0;0;0;0
2020-02-28 15:45:00;1;89;13;18;12;36;13;85;0;0;0;0;0
2020-02-28 16:00:00;1;73;20;21;18;32;17;71;0;0;0;0;0
2020-02-28 16:15:00;0;50;26;27;18;24;18;63;0;0;0;0;0
2020-02-28 16:30:00;0;69;15;15;15;19;14;67;0;0;0;0;0
2020-02-28 16:45:00;0;75;8;11;12;14;13;54;0;0;0;0;0
2020-02-28 17:00:00;0;63;15;16;11;16;12;49;0;0;0;0;0
2020-02-28 17:15:00;1;58;19;20;11;29;11;47;0;0;0;0;0
2020-02-28 17:30:00;0;42;11;11;15;12;14;38;0;0;0;0;0
2020-02-28 17:45:00;0;50;16;17;14;10;14;49;0;0;0;0;0
2020-02-28 18:00:00;0;34;11;13;9;14;9;40;0;0;0;0;0
2020-02-28 18:15:00;0;41;13;13;7;16;6;38;0;0;0;0;0
2020-02-28 18:30:00;0;38;8;8;10;15;11;47;0;0;0;0;0
2020-02-28 18:45:00;0;27;7;7;6;12;6;41;0;0;0;0;0
2020-02-28 19:00:00;1;34;10;10;5;10;5;43;0;0;0;0;0
2020-02-28 19:15:00;0;26;8;8;10;5;11;38;0;0;0;0;0
2020-02-28 19:30:00;0;22;4;4;8;8;6;25;0;0;0;0;0
2020-02-28 19:45:00;1;26;12;12;8;12;8;23;0;0;0;0;0
2020-02-28 20:00:00;1;29;7;7;6;11;7;20;0;0;0;0;0
2020-02-28 20:15:00;2;25;10;12;8;12;8;14;0;0;0;0;0
2020-02-28 20:30:00;0;17;13;14;8;5;7;18;0;0;0;0;0
2020-02-28 20:45:00;0;29;21;23;9;6;8;38;0;0;0;0;0
2020-02-28 21:00:00;1;33;40;40;10;6;10;48;0;0;0;0;0
2020-02-28 21:15:00;0;45;44;45;12;7;9;58;0;0;0;0;0
2020-02-28 21:30:00;0;27;39;40;12;18;12;44;0;0;0;0;0
2020-02-28 21:45:00;0;25;23;24;36;55;37;48;0;0;0;0;0
2020-02-28 22:00:00;1;41;19;19;37;54;36;21;0;0;0;0;0
2020-02-28 22:15:00;0;23;6;6;13;26;10;20;0;0;0;0;0
2020-02-28 22:30:00;0;28;4;5;6;7;6;11;0;0;0;0;0
2020-02-28 22:45:00;0;20;1;1;7;2;5;15;0;0;0;0;0
2020-02-28 23:00:00;0;24;3;4;4;6;3;10;0;0;0;0;0
2020-02-28 23:15:00;0;9;2;2;1;0;0;5;0;0;0;0;0
2020-02-28 23:30:00;0;13;2;2;4;6;6;11;0;0;0;0;0
2020-02-28 23:45:00;0;8;3;2;3;4;3;12;0;0;0;0;0
