DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2020-10-18 00:00:00;1;4;6;2;5;9;10;3;8;5;19;7;22;36;21;0;0;0;24;0;0;0;0;0
2020-10-18 00:15:00;4;8;9;2;0;12;9;11;10;7;9;3;26;37;18;2;0;0;27;0;0;0;0;0
2020-10-18 00:30:00;5;3;4;4;3;10;10;3;9;6;10;6;17;32;18;2;0;0;30;0;0;0;0;0
2020-10-18 00:45:00;3;2;5;1;1;11;9;2;10;4;16;7;19;24;12;1;0;0;30;0;0;0;0;0
2020-10-18 01:00:00;1;2;2;1;2;13;9;6;11;2;14;5;15;27;18;1;0;0;35;0;0;0;0;0
2020-10-18 01:15:00;1;1;4;1;1;9;9;7;9;3;8;5;10;26;15;0;0;0;39;0;0;0;0;0
2020-10-18 01:30:00;2;1;3;2;0;9;13;3;7;5;6;2;8;21;12;1;0;0;39;0;0;0;0;0
2020-10-18 01:45:00;2;3;3;2;1;6;6;0;3;5;11;2;12;16;4;0;0;0;39;0;0;0;0;0
2020-10-18 02:00:00;2;1;3;2;3;8;9;0;3;3;4;0;8;19;11;1;0;0;36;0;0;0;0;0
2020-10-18 02:15:00;0;3;0;2;0;5;8;5;6;8;3;0;10;20;10;0;0;0;39;0;0;0;0;0
2020-10-18 02:30:00;1;1;2;0;2;3;1;1;3;2;4;3;4;11;6;0;0;0;39;0;0;0;0;0
2020-10-18 02:45:00;1;1;0;2;1;5;3;2;4;3;5;2;7;16;10;1;0;0;39;0;0;0;0;0
2020-10-18 03:00:00;0;0;2;3;3;5;2;0;1;4;6;1;6;13;6;0;0;0;39;0;0;0;0;0
2020-10-18 03:15:00;1;0;1;0;0;2;2;1;6;1;4;0;4;7;4;1;0;0;36;0;0;0;0;0
2020-10-18 03:30:00;0;0;3;0;1;2;3;0;5;2;1;0;7;9;5;0;0;0;39;0;0;0;0;0
2020-10-18 03:45:00;1;0;2;2;1;4;4;1;4;3;2;2;2;5;5;0;0;0;36;0;0;0;0;0
2020-10-18 04:00:00;0;0;0;0;1;5;5;3;1;1;2;1;3;5;2;0;0;0;39;0;0;0;0;0
2020-10-18 04:15:00;1;3;7;1;2;5;3;3;1;1;3;0;3;8;5;0;0;0;39;0;0;0;0;0
2020-10-18 04:30:00;0;1;1;1;0;6;6;0;0;1;0;2;1;5;4;0;0;0;39;0;0;0;0;0
2020-10-18 04:45:00;0;1;3;2;1;3;1;1;1;0;2;1;4;5;1;0;0;0;39;0;0;0;0;0
2020-10-18 05:00:00;0;1;0;2;1;2;1;0;3;2;1;0;15;17;3;1;0;0;30;0;0;0;0;0
2020-10-18 05:15:00;1;2;4;2;0;5;3;0;3;0;5;2;6;14;10;4;0;0;30;0;0;0;0;0
2020-10-18 05:30:00;0;0;0;2;2;13;2;1;2;4;9;6;9;14;6;2;0;0;30;0;0;0;0;0
2020-10-18 05:45:00;0;1;0;0;0;4;1;2;5;0;10;8;5;12;5;0;0;0;30;0;0;0;0;0
2020-10-18 06:00:00;1;1;1;2;1;5;3;5;3;2;11;3;15;26;12;1;0;0;30;0;0;0;0;0
2020-10-18 06:15:00;2;3;4;1;3;6;3;3;5;2;5;3;13;23;11;1;0;0;30;0;0;0;0;0
2020-10-18 06:30:00;0;1;3;1;1;3;6;2;5;5;7;1;15;22;9;2;0;0;30;0;0;0;0;0
2020-10-18 06:45:00;0;1;3;1;1;3;8;5;12;1;8;9;23;32;11;0;0;0;30;0;0;0;0;0
2020-10-18 07:00:00;0;1;2;1;1;10;6;9;11;6;12;4;13;23;8;0;0;0;30;0;0;0;0;0
2020-10-18 07:15:00;1;4;5;2;0;9;6;9;9;4;11;5;9;21;15;3;0;0;30;0;0;0;0;0
2020-10-18 07:30:00;2;4;7;2;3;9;7;9;9;3;10;7;13;30;19;3;0;0;30;0;0;0;0;0
2020-10-18 07:45:00;3;3;5;1;1;11;5;11;13;7;14;5;17;28;16;2;0;0;30;0;0;0;0;0
2020-10-18 08:00:00;2;3;9;4;2;9;7;8;12;5;11;4;16;33;21;1;0;0;30;0;0;0;0;0
2020-10-18 08:15:00;2;3;3;3;5;9;5;10;15;6;17;13;18;40;25;3;0;0;30;0;0;0;0;0
2020-10-18 08:30:00;3;6;2;3;2;14;14;15;19;4;21;11;37;56;33;4;0;0;30;0;0;0;0;0
2020-10-18 08:45:00;4;6;6;2;5;25;18;14;15;19;21;13;35;59;34;1;0;0;30;0;0;0;0;0
2020-10-18 09:00:00;3;3;9;8;5;24;20;18;20;9;22;17;35;70;39;3;0;0;30;0;0;0;0;0
2020-10-18 09:15:00;3;4;6;7;4;25;18;16;17;10;29;24;27;52;45;7;0;0;30;0;0;0;0;0
