DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2019-08-07 00:00:00;5;0;1;2;0;0;0;0;0;0;0;0
2019-08-07 00:15:00;2;0;7;2;0;0;0;0;0;0;0;0
2019-08-07 00:30:00;6;0;8;6;0;0;0;0;0;0;0;0
2019-08-07 00:45:00;3;0;2;1;0;0;0;0;0;0;0;0
2019-08-07 01:00:00;6;0;4;2;0;0;0;0;0;0;0;0
2019-08-07 01:15:00;7;0;5;2;0;0;0;0;0;0;0;0
2019-08-07 01:30:00;1;0;7;2;0;0;0;0;0;0;0;0
2019-08-07 01:45:00;1;0;3;0;0;0;0;0;0;0;0;0
2019-08-07 02:00:00;2;0;1;1;0;0;0;0;0;0;0;0
2019-08-07 02:15:00;1;0;1;2;0;0;0;0;0;0;0;0
2019-08-07 02:30:00;2;0;0;2;0;0;0;0;0;0;0;0
2019-08-07 02:45:00;1;0;0;1;0;0;0;0;0;0;0;0
2019-08-07 03:00:00;1;0;1;0;0;0;0;0;0;0;0;0
2019-08-07 03:15:00;7;0;2;2;0;0;0;0;0;0;0;0
2019-08-07 03:30:00;4;0;4;1;0;0;0;0;0;0;0;0
2019-08-07 03:45:00;0;0;1;1;0;0;0;0;0;0;0;0
2019-08-07 04:00:00;2;0;3;3;0;0;0;0;0;0;0;0
2019-08-07 04:15:00;2;0;3;2;0;0;0;0;0;0;0;0
2019-08-07 04:30:00;7;0;5;2;0;0;0;0;0;0;0;0
2019-08-07 04:45:00;9;0;8;4;0;0;0;0;0;0;0;0
2019-08-07 05:00:00;14;0;19;6;0;0;0;0;0;0;0;0
2019-08-07 05:15:00;18;0;33;6;0;0;0;0;0;0;0;0
2019-08-07 05:30:00;37;0;46;11;1;0;1;0;0;0;0;0
2019-08-07 05:45:00;41;0;46;7;0;0;0;0;0;0;0;0
2019-08-07 06:00:00;47;0;53;7;0;0;1;0;0;0;0;0
2019-08-07 06:15:00;41;0;63;12;7;0;0;0;0;0;0;0
2019-08-07 06:30:00;62;0;79;15;0;0;0;0;0;0;0;0
2019-08-07 06:45:00;67;0;75;19;2;0;0;15;0;1;0;0
2019-08-07 07:00:00;47;0;90;9;17;0;1;0;0;0;0;0
2019-08-07 07:15:00;55;0;89;15;0;0;3;0;0;0;0;0
2019-08-07 07:30:00;40;0;133;19;1;0;1;0;0;0;0;0
2019-08-07 07:45:00;60;0;131;18;0;1;2;0;0;0;0;0
2019-08-07 08:00:00;45;0;97;17;1;1;1;0;0;0;0;0
2019-08-07 08:15:00;53;0;92;19;0;1;2;0;0;0;0;0
2019-08-07 08:30:00;47;0;89;21;2;0;0;0;0;0;0;0
2019-08-07 08:45:00;48;0;69;22;0;0;2;0;0;0;0;0
2019-08-07 09:00:00;40;0;83;13;6;0;2;1;0;0;0;0
2019-08-07 09:15:00;41;0;77;24;2;0;4;4;0;0;0;0
2019-08-07 09:30:00;59;0;71;17;2;0;3;0;0;0;0;0
2019-08-07 09:45:00;49;0;82;25;3;0;1;0;0;0;0;0
2019-08-07 10:00:00;46;0;73;21;7;1;4;0;0;0;0;0
2019-08-07 10:15:00;66;0;76;23;3;0;1;1;0;0;0;0
2019-08-07 10:30:00;70;0;60;26;3;0;0;0;0;0;0;0
2019-08-07 10:45:00;60;0;57;20;2;0;6;0;0;0;0;0
2019-08-07 11:00:00;64;0;71;18;13;0;1;0;0;0;0;0
2019-08-07 11:15:00;66;0;57;22;3;0;0;0;0;0;0;0
2019-08-07 11:30:00;93;0;72;18;4;1;5;0;0;0;0;0
2019-08-07 11:45:00;68;0;78;18;0;0;9;0;0;0;0;0
2019-08-07 12:00:00;62;0;67;22;0;16;0;4;0;0;0;0
2019-08-07 12:15:00;58;0;59;14;0;0;2;1;0;0;0;0
2019-08-07 12:30:00;60;0;56;16;0;0;1;0;0;0;0;0
2019-08-07 12:45:00;64;0;67;17;4;3;0;0;0;0;0;0
2019-08-07 13:00:00;84;0;76;18;2;0;0;0;0;0;0;0
2019-08-07 13:15:00;75;0;61;19;1;0;0;0;0;0;0;0
2019-08-07 13:30:00;82;0;73;17;0;0;1;0;0;0;0;0
2019-08-07 13:45:00;91;0;89;23;11;0;5;3;0;0;0;0
2019-08-07 14:00:00;86;0;75;24;1;0;6;0;0;0;0;0
2019-08-07 14:15:00;80;0;86;26;0;0;0;0;0;0;0;0
2019-08-07 14:30:00;98;0;86;23;0;0;5;0;0;0;0;0
2019-08-07 14:45:00;80;0;70;21;0;0;5;0;0;0;0;0
2019-08-07 15:00:00;88;0;60;28;0;0;0;1;0;0;0;0
2019-08-07 15:15:00;90;0;88;21;0;0;2;0;0;0;0;0
2019-08-07 15:30:00;88;0;87;19;8;0;3;0;0;0;0;0
2019-08-07 15:45:00;103;0;83;20;0;0;4;0;0;0;0;0
2019-08-07 16:00:00;83;0;94;24;16;0;0;1;0;0;0;0
2019-08-07 16:15:00;130;0;100;24;8;0;4;0;0;0;0;0
2019-08-07 16:30:00;89;0;100;21;0;0;2;0;0;0;0;0
2019-08-07 16:45:00;98;0;90;25;1;0;0;0;0;0;0;0
2019-08-07 17:00:00;111;0;113;26;1;0;4;0;0;0;0;0
2019-08-07 17:15:00;133;0;95;32;4;0;1;1;0;0;0;0
2019-08-07 17:30:00;97;0;90;32;1;0;0;21;0;0;0;0
2019-08-07 17:45:00;97;0;83;29;0;0;0;0;0;0;0;0
2019-08-07 18:00:00;82;0;126;24;0;0;3;0;0;0;0;0
2019-08-07 18:15:00;90;0;74;32;3;0;2;6;0;0;0;0
2019-08-07 18:30:00;74;0;75;25;0;1;30;0;0;0;0;0
2019-08-07 18:45:00;68;0;70;24;0;1;10;0;0;0;0;0
2019-08-07 19:00:00;64;0;85;18;4;2;11;0;0;0;0;0
2019-08-07 19:15:00;57;0;75;16;0;0;12;0;0;0;0;0
2019-08-07 19:30:00;52;0;39;14;0;0;0;0;0;0;0;0
2019-08-07 19:45:00;49;0;47;8;0;0;2;0;0;0;0;0
2019-08-07 20:00:00;51;0;49;14;1;0;0;0;0;0;0;0
2019-08-07 20:15:00;54;0;45;20;2;0;0;0;0;0;0;0
2019-08-07 20:30:00;34;0;39;12;1;0;9;0;0;0;0;0
2019-08-07 20:45:00;28;0;32;14;0;0;0;0;0;0;0;0
2019-08-07 21:00:00;51;0;41;12;0;0;0;0;0;0;0;0
2019-08-07 21:15:00;37;0;25;11;0;0;3;0;0;0;0;0
2019-08-07 21:30:00;26;0;30;8;0;0;0;0;0;0;0;0
2019-08-07 21:45:00;21;0;25;11;2;2;0;0;0;0;0;0
2019-08-07 22:00:00;36;0;23;6;0;0;1;0;0;0;0;0
2019-08-07 22:15:00;36;0;19;9;0;0;0;0;0;0;0;0
