DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-06-29 00:00:00;3;7;7;3;4;0;3;5
2020-06-29 00:15:00;1;4;4;0;2;0;7;7
2020-06-29 00:30:00;3;3;3;1;4;0;11;4
2020-06-29 00:45:00;9;6;8;0;0;0;6;5
2020-06-29 01:00:00;7;6;7;0;0;0;2;3
2020-06-29 01:15:00;1;0;0;1;1;0;4;3
2020-06-29 01:30:00;2;1;2;1;0;0;1;1
2020-06-29 01:45:00;0;0;0;2;1;0;1;2
2020-06-29 02:00:00;3;2;2;2;2;0;0;1
2020-06-29 02:15:00;2;4;4;1;1;0;4;1
2020-06-29 02:30:00;1;2;2;0;2;0;2;2
2020-06-29 02:45:00;4;5;5;1;2;0;1;4
2020-06-29 03:00:00;0;1;1;1;1;0;0;1
2020-06-29 03:15:00;3;3;2;0;1;0;1;2
2020-06-29 03:30:00;2;3;3;2;1;0;1;2
2020-06-29 03:45:00;6;3;3;2;4;0;2;3
2020-06-29 04:00:00;5;8;8;2;3;0;3;3
2020-06-29 04:15:00;1;4;5;1;2;0;4;2
2020-06-29 04:30:00;3;15;15;6;8;0;10;4
2020-06-29 04:45:00;13;22;23;1;4;0;7;1
2020-06-29 05:00:00;29;60;60;11;16;0;16;5
2020-06-29 05:15:00;60;92;92;4;9;0;27;4
2020-06-29 05:30:00;81;98;101;14;24;0;61;15
2020-06-29 05:45:00;58;73;74;9;15;0;42;10
2020-06-29 06:00:00;53;48;48;11;10;0;27;15
2020-06-29 06:15:00;69;66;63;5;16;0;27;13
2020-06-29 06:30:00;96;86;84;7;17;0;46;17
2020-06-29 06:45:00;120;89;90;10;26;0;64;47
2020-06-29 07:00:00;90;70;70;7;12;0;46;28
2020-06-29 07:15:00;134;95;93;11;22;0;68;52
2020-06-29 07:30:00;147;96;99;18;35;0;72;58
2020-06-29 07:45:00;236;125;122;18;38;0;111;86
2020-06-29 08:00:00;128;92;92;8;25;0;68;46
2020-06-29 08:15:00;80;78;75;21;30;0;73;38
2020-06-29 08:30:00;103;68;68;19;26;0;56;34
2020-06-29 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-29 09:00:00;67;51;54;15;24;0;61;41
2020-06-29 09:15:00;55;62;62;10;27;0;56;41
2020-06-29 09:30:00;72;61;59;12;22;0;64;37
2020-06-29 09:45:00;79;68;69;16;19;0;78;52
2020-06-29 10:00:00;66;57;58;14;18;0;59;45
2020-06-29 10:15:00;59;58;55;19;16;0;70;46
2020-06-29 10:30:00;93;76;80;19;31;0;77;48
2020-06-29 10:45:00;65;60;58;15;20;0;71;51
2020-06-29 11:00:00;75;70;70;15;24;0;86;54
2020-06-29 11:15:00;58;53;52;18;23;0;64;41
2020-06-29 11:30:00;90;63;62;17;25;0;101;72
2020-06-29 11:45:00;80;60;57;12;27;0;82;53
2020-06-29 12:00:00;86;61;61;17;31;0;79;56
2020-06-29 12:15:00;73;56;55;15;22;0;84;50
2020-06-29 12:30:00;80;65;59;19;28;0;76;54
2020-06-29 12:45:00;71;54;52;15;27;0;88;60
2020-06-29 13:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-29 13:15:00;93;93;90;21;32;0;99;67
2020-06-29 13:30:00;97;88;84;17;29;0;74;57
2020-06-29 13:45:00;94;88;87;27;36;0;83;63
2020-06-29 14:00:00;80;72;65;27;37;0;67;45
2020-06-29 14:15:00;93;70;69;26;37;0;83;77
2020-06-29 14:30:00;80;61;63;35;54;0;110;78
2020-06-29 14:45:00;102;72;68;42;45;0;89;77
2020-06-29 15:00:00;81;71;72;24;36;0;101;84
2020-06-29 15:15:00;88;67;68;24;35;0;95;81
2020-06-29 15:30:00;90;72;65;19;27;0;90;61
2020-06-29 15:45:00;96;67;62;20;27;0;117;85
2020-06-29 16:00:00;96;63;60;29;32;0;125;100
2020-06-29 16:15:00;96;69;66;26;91;0;117;78
2020-06-29 16:30:00;94;63;57;16;31;0;110;82
2020-06-29 16:45:00;90;73;73;28;30;0;98;72
2020-06-29 17:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-29 17:15:00;89;70;68;29;31;0;108;91
2020-06-29 17:30:00;90;76;69;25;31;0;108;94
2020-06-29 17:45:00;60;60;60;21;33;0;89;77
2020-06-29 18:00:00;82;60;58;12;24;0;96;74
2020-06-29 18:15:00;57;51;46;25;35;0;86;71
2020-06-29 18:30:00;57;55;54;13;21;0;85;65
2020-06-29 18:45:00;61;56;56;13;23;0;60;49
2020-06-29 19:00:00;54;50;46;9;19;0;68;38
2020-06-29 19:15:00;58;40;40;13;21;0;53;36
2020-06-29 19:30:00;41;53;49;9;16;0;51;39
2020-06-29 19:45:00;46;42;42;16;18;0;40;34
2020-06-29 20:00:00;41;38;38;7;11;0;48;27
2020-06-29 20:15:00;39;46;45;7;11;0;42;22
2020-06-29 20:30:00;44;40;40;6;15;0;40;24
2020-06-29 20:45:00;42;44;43;6;11;0;35;17
2020-06-29 21:00:00;53;65;64;9;15;0;55;21
2020-06-29 21:15:00;47;82;82;8;19;0;33;13
2020-06-29 21:30:00;41;47;46;8;10;0;38;15
