DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2020-07-25 00:00:00;16;17;6;5;16;11;9;4;0;0;0;0;0;0
2020-07-25 00:15:00;24;18;7;6;18;25;5;6;0;0;0;0;0;0
2020-07-25 00:30:00;14;8;6;2;8;18;7;7;0;0;0;0;0;0
2020-07-25 00:45:00;19;12;8;3;13;18;8;6;0;0;0;0;0;0
2020-07-25 01:00:00;8;12;3;2;10;10;3;5;0;0;0;0;0;0
2020-07-25 01:15:00;7;10;7;2;11;9;2;4;0;0;0;0;0;0
2020-07-25 01:30:00;15;8;7;3;7;6;2;1;1;0;0;0;0;0
2020-07-25 01:45:00;8;11;1;0;12;6;3;5;0;0;0;0;0;0
2020-07-25 02:00:00;10;6;4;0;5;7;2;4;0;0;0;0;0;0
2020-07-25 02:15:00;4;8;3;2;11;4;5;1;0;0;0;0;0;0
2020-07-25 02:30:00;9;4;6;1;4;11;5;1;0;0;0;0;0;0
2020-07-25 02:45:00;7;2;4;1;10;4;6;2;0;0;0;0;0;3
2020-07-25 03:00:00;8;7;4;2;7;4;1;1;0;0;0;0;0;0
2020-07-25 03:15:00;11;6;3;2;4;6;2;3;0;0;0;0;0;0
2020-07-25 03:30:00;5;3;2;0;5;3;0;1;0;0;0;0;0;0
2020-07-25 03:45:00;4;4;3;0;5;3;6;2;0;0;0;0;0;0
2020-07-25 04:00:00;6;7;4;2;4;6;2;0;0;0;0;0;0;0
2020-07-25 04:15:00;5;3;2;1;6;8;4;2;0;0;0;0;0;0
2020-07-25 04:30:00;7;3;2;2;4;5;2;4;0;0;0;0;0;0
2020-07-25 04:45:00;5;4;3;0;6;4;4;5;0;0;0;0;0;0
2020-07-25 05:00:00;9;4;6;1;5;5;7;2;0;0;0;0;0;0
2020-07-25 05:15:00;20;12;20;1;5;10;5;11;0;0;0;0;0;0
2020-07-25 05:30:00;27;17;14;2;12;13;13;9;0;9;0;0;0;0
2020-07-25 05:45:00;20;20;8;4;19;9;41;35;0;0;0;0;0;0
2020-07-25 06:00:00;31;23;10;0;15;21;73;57;0;0;0;0;0;0
2020-07-25 06:15:00;26;10;13;3;19;28;35;20;0;0;0;0;0;0
2020-07-25 06:30:00;27;19;8;3;13;23;16;11;0;0;0;0;0;0
2020-07-25 06:45:00;17;17;15;3;19;39;19;13;0;0;0;0;0;0
2020-07-25 07:00:00;24;14;12;5;21;19;16;16;0;0;0;0;0;0
2020-07-25 07:15:00;30;23;10;6;19;29;19;15;0;0;0;0;0;0
2020-07-25 07:30:00;42;25;15;8;26;24;25;14;0;0;0;0;0;0
2020-07-25 07:45:00;27;30;25;8;36;24;12;15;0;0;0;0;0;0
2020-07-25 08:00:00;36;27;10;11;22;28;21;18;0;0;0;0;0;0
2020-07-25 08:15:00;44;35;20;12;34;38;19;18;0;0;0;0;0;0
2020-07-25 08:30:00;44;39;20;15;41;49;23;16;0;0;0;0;0;0
2020-07-25 08:45:00;59;52;25;16;48;49;36;30;0;0;0;0;0;2
2020-07-25 09:00:00;55;56;31;12;48;51;29;32;0;0;0;0;0;0
2020-07-25 09:15:00;68;75;22;16;58;75;33;17;0;0;0;0;0;1
2020-07-25 09:30:00;69;65;28;17;58;70;35;21;0;0;0;0;0;0
2020-07-25 09:45:00;80;88;27;19;61;79;46;25;0;1;1;0;0;0
2020-07-25 10:00:00;73;71;28;24;65;88;39;34;0;0;0;0;0;0
2020-07-25 10:15:00;81;78;33;19;73;89;45;16;0;0;0;0;0;0
2020-07-25 10:30:00;91;87;40;26;87;104;39;31;0;0;0;0;0;0
2020-07-25 10:45:00;92;95;33;25;76;99;32;29;0;0;0;0;0;7
2020-07-25 11:00:00;86;86;33;17;84;116;49;35;0;0;1;0;0;0
2020-07-25 11:15:00;97;83;37;16;72;104;37;34;44;0;0;0;0;0
2020-07-25 11:30:00;98;101;41;14;71;90;44;38;0;0;0;0;0;1
2020-07-25 11:45:00;95;103;38;17;81;105;45;33;0;4;0;3;5;13
2020-07-25 12:00:00;98;81;39;13;83;121;54;40;0;0;0;0;0;0
2020-07-25 12:15:00;100;111;46;21;88;106;41;29;0;0;10;0;0;1
2020-07-25 12:30:00;116;101;31;22;80;109;37;32;1;0;1;0;1;0
2020-07-25 12:45:00;100;97;26;22;76;114;40;37;0;0;0;0;0;0
2020-07-25 13:00:00;101;99;35;26;85;106;48;31;0;0;1;0;0;4
2020-07-25 13:15:00;110;117;44;25;79;122;38;45;0;0;0;0;0;0
2020-07-25 13:30:00;110;110;46;26;90;96;44;26;0;0;0;0;0;0
2020-07-25 13:45:00;98;93;45;35;80;104;45;27;0;0;0;0;0;0
2020-07-25 14:00:00;113;105;42;20;82;104;58;32;0;0;0;0;0;0
2020-07-25 14:15:00;107;95;31;21;85;110;41;36;14;0;0;0;5;0
2020-07-25 14:30:00;107;94;38;21;85;121;61;30;12;0;0;0;0;0
2020-07-25 14:45:00;104;107;32;13;83;105;63;31;0;0;11;0;0;0
2020-07-25 15:00:00;90;91;50;14;87;113;34;40;0;2;0;0;0;0
2020-07-25 15:15:00;92;101;36;24;89;109;48;33;0;0;0;0;0;0
2020-07-25 15:30:00;100;106;39;15;71;99;41;43;0;0;0;0;0;0
2020-07-25 15:45:00;119;104;28;17;89;109;41;31;0;0;0;0;0;3
2020-07-25 16:00:00;99;94;30;27;88;113;31;29;0;0;0;0;0;2
2020-07-25 16:15:00;101;92;33;20;79;112;47;29;0;4;0;0;0;0
2020-07-25 16:30:00;89;82;35;9;69;104;34;25;0;9;9;0;0;0
2020-07-25 16:45:00;102;85;37;22;88;102;42;39;0;0;10;0;4;1
2020-07-25 17:00:00;91;89;39;14;77;103;38;40;0;0;0;0;0;1
2020-07-25 17:15:00;83;92;42;14;80;102;49;41;0;2;0;0;0;0
2020-07-25 17:30:00;82;100;32;13;81;115;40;41;0;3;0;0;0;0
2020-07-25 17:45:00;116;120;40;22;75;91;48;26;0;0;7;0;1;0
2020-07-25 18:00:00;104;103;28;13;76;113;34;27;0;1;0;0;0;0
2020-07-25 18:15:00;65;70;35;13;72;107;35;34;0;14;0;0;0;0
2020-07-25 18:30:00;84;90;44;28;69;89;46;24;0;0;0;0;0;0
2020-07-25 18:45:00;83;82;28;14;70;89;37;29;0;7;0;0;0;0
2020-07-25 19:00:00;74;70;20;15;77;94;45;33;0;2;0;0;0;4
2020-07-25 19:15:00;54;57;30;14;60;76;37;15;0;0;0;0;1;0
2020-07-25 19:30:00;68;68;30;16;61;71;36;21;0;0;0;0;0;0
2020-07-25 19:45:00;58;56;31;13;64;74;32;13;0;1;0;0;0;0
2020-07-25 20:00:00;64;69;24;13;73;101;35;28;0;0;2;0;0;1
2020-07-25 20:15:00;61;43;19;10;52;71;19;24;0;0;0;0;0;1
2020-07-25 20:30:00;52;62;24;11;59;58;33;36;0;0;1;0;0;1
2020-07-25 20:45:00;47;52;24;4;45;60;27;19;0;0;0;0;0;2
2020-07-25 21:00:00;43;49;22;11;34;55;36;24;0;0;2;0;0;0
2020-07-25 21:15:00;43;44;28;6;39;46;21;14;0;0;0;0;0;0
2020-07-25 21:30:00;39;40;30;7;41;47;22;18;0;4;0;0;0;2
2020-07-25 21:45:00;40;35;17;7;36;38;27;22;0;0;0;0;0;0
2020-07-25 22:00:00;43;46;16;8;41;39;8;18;0;0;0;0;0;2
2020-07-25 22:15:00;40;40;18;7;37;39;14;14;0;0;0;0;0;0
2020-07-25 22:30:00;39;31;18;10;33;38;13;16;0;1;0;1;0;0
2020-07-25 22:45:00;30;30;17;3;27;26;12;9;0;0;1;0;0;0
2020-07-25 23:00:00;32;31;20;10;30;32;14;11;1;0;0;0;0;0
2020-07-25 23:15:00;26;31;11;4;27;27;8;8;0;0;1;0;0;0
2020-07-25 23:30:00;25;24;11;6;22;27;11;10;0;0;0;0;0;5
2020-07-25 23:45:00;22;20;17;6;19;18;14;6;0;0;0;0;0;0
