DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2020-01-23 00:00:00;0;1;0;0;0;0;0;0
2020-01-23 00:15:00;0;0;0;0;0;0;0;0
2020-01-23 00:30:00;0;0;1;0;0;0;0;0
2020-01-23 00:45:00;0;0;0;0;0;0;0;0
2020-01-23 01:00:00;0;0;0;0;1;0;0;0
2020-01-23 01:15:00;0;2;1;1;0;0;0;0
2020-01-23 01:30:00;0;0;0;0;0;0;0;0
2020-01-23 01:45:00;1;2;0;0;0;0;0;0
2020-01-23 02:00:00;0;0;0;0;0;0;0;0
2020-01-23 02:15:00;0;0;0;0;0;0;0;0
2020-01-23 02:30:00;0;0;0;0;0;0;0;0
2020-01-23 02:45:00;0;0;0;0;0;0;0;0
2020-01-23 03:00:00;0;0;1;0;0;0;0;0
2020-01-23 03:15:00;0;1;1;0;0;0;0;0
2020-01-23 03:30:00;0;0;1;2;0;0;0;0
2020-01-23 03:45:00;0;0;1;0;0;0;0;0
2020-01-23 04:00:00;0;0;1;1;0;0;0;0
2020-01-23 04:15:00;0;2;0;0;0;0;0;0
2020-01-23 04:30:00;0;1;1;0;0;0;0;0
2020-01-23 04:45:00;1;4;1;2;0;0;0;0
2020-01-23 05:00:00;2;10;11;4;0;0;0;0
2020-01-23 05:15:00;2;24;34;5;0;0;0;0
2020-01-23 05:30:00;2;21;22;12;8;0;0;0
2020-01-23 05:45:00;4;24;37;7;8;0;0;0
2020-01-23 06:00:00;2;17;49;3;16;0;0;0
2020-01-23 06:15:00;3;17;50;3;5;0;0;0
2020-01-23 06:30:00;3;27;110;6;10;0;0;0
2020-01-23 06:45:00;4;35;123;7;8;0;0;0
2020-01-23 07:00:00;4;26;91;9;5;0;0;0
2020-01-23 07:15:00;5;18;98;13;15;0;0;0
2020-01-23 07:30:00;8;36;104;8;6;1;0;1
2020-01-23 07:45:00;6;24;96;15;24;0;1;0
2020-01-23 08:00:00;2;21;102;12;9;0;0;0
2020-01-23 08:15:00;5;31;116;14;14;0;4;0
2020-01-23 08:30:00;5;19;71;7;5;0;6;0
2020-01-23 08:45:00;2;16;30;11;13;0;0;0
2020-01-23 09:00:00;2;21;23;14;17;0;0;0
2020-01-23 09:15:00;8;28;19;8;15;0;1;0
2020-01-23 09:30:00;7;17;18;8;11;0;0;0
2020-01-23 09:45:00;3;16;15;5;12;0;3;0
2020-01-23 10:00:00;5;21;15;6;8;0;0;0
2020-01-23 10:15:00;6;20;19;7;12;0;3;0
2020-01-23 10:30:00;9;10;16;13;11;0;1;0
2020-01-23 10:45:00;6;15;13;2;7;0;0;0
2020-01-23 11:00:00;2;18;14;6;14;0;0;0
2020-01-23 11:15:00;3;18;24;9;13;0;1;0
2020-01-23 11:30:00;5;12;20;2;6;0;2;0
2020-01-23 11:45:00;1;28;28;12;6;0;2;0
2020-01-23 12:00:00;4;36;24;12;15;0;0;0
2020-01-23 12:15:00;6;29;14;5;10;0;0;0
2020-01-23 12:30:00;1;33;24;7;15;0;1;0
2020-01-23 12:45:00;1;27;29;8;19;0;0;0
2020-01-23 13:00:00;7;58;31;15;10;0;0;0
2020-01-23 13:15:00;4;45;27;8;21;0;0;0
2020-01-23 13:30:00;5;54;36;11;13;0;0;0
2020-01-23 13:45:00;3;47;43;9;10;0;2;0
2020-01-23 14:00:00;5;57;36;4;21;0;1;2
2020-01-23 14:15:00;4;65;30;2;25;0;0;0
2020-01-23 14:30:00;2;40;37;7;29;1;1;0
2020-01-23 14:45:00;6;51;30;5;13;0;1;0
2020-01-23 15:00:00;4;88;40;8;15;0;0;0
2020-01-23 15:15:00;11;145;41;9;15;3;2;0
2020-01-23 15:30:00;6;85;15;4;20;0;0;0
2020-01-23 15:45:00;3;59;21;7;19;0;0;0
2020-01-23 16:00:00;3;67;16;5;29;0;1;1
2020-01-23 16:15:00;1;91;26;8;31;0;0;0
2020-01-23 16:30:00;1;81;18;5;23;0;0;0
2020-01-23 16:45:00;1;62;14;5;26;0;0;0
2020-01-23 17:00:00;3;65;17;4;20;1;1;0
2020-01-23 17:15:00;5;82;15;4;18;0;1;0
2020-01-23 17:30:00;8;61;14;5;21;0;0;0
2020-01-23 17:45:00;0;42;13;3;9;0;0;0
2020-01-23 18:00:00;1;55;13;5;5;0;0;0
2020-01-23 18:15:00;5;39;12;3;10;0;0;0
2020-01-23 18:30:00;3;32;12;4;11;0;0;0
2020-01-23 18:45:00;1;21;9;1;9;0;0;0
2020-01-23 19:00:00;2;13;8;2;4;0;0;0
2020-01-23 19:15:00;0;12;10;2;2;0;0;0
2020-01-23 19:30:00;1;15;9;0;3;0;0;0
2020-01-23 19:45:00;0;11;7;1;2;0;0;0
2020-01-23 20:00:00;1;12;6;0;0;0;0;0
2020-01-23 20:15:00;0;10;7;1;1;0;0;0
2020-01-23 20:30:00;1;12;3;0;3;0;0;0
2020-01-23 20:45:00;0;11;6;1;0;0;0;0
2020-01-23 21:00:00;0;11;7;3;3;0;0;0
2020-01-23 21:15:00;2;33;17;4;3;0;0;0
2020-01-23 21:30:00;0;16;9;1;2;0;0;0
2020-01-23 21:45:00;4;38;8;2;12;0;0;0
2020-01-23 22:00:00;3;49;18;2;9;0;0;0
2020-01-23 22:15:00;1;14;3;0;1;0;0;0
2020-01-23 22:30:00;1;8;4;1;1;0;0;0
2020-01-23 22:45:00;0;2;3;1;2;0;0;0
2020-01-23 23:00:00;0;2;3;1;0;0;0;0
2020-01-23 23:15:00;0;0;0;0;2;0;0;0
2020-01-23 23:30:00;0;0;0;0;0;0;0;0
2020-01-23 23:45:00;0;4;0;0;0;0;0;0
