DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-01-26 00:00:00;22;2;5;3;13;32;30;0;0;0;0;0;0;0
2020-01-26 00:15:00;28;0;4;5;16;30;43;0;0;0;0;0;0;0
2020-01-26 00:30:00;32;5;4;3;12;29;34;0;0;0;0;0;0;0
2020-01-26 00:45:00;33;0;2;7;10;31;24;0;0;0;0;0;0;0
2020-01-26 01:00:00;26;1;1;5;19;30;20;0;0;0;0;0;0;0
2020-01-26 01:15:00;19;3;4;5;11;26;22;0;0;0;0;0;0;0
2020-01-26 01:30:00;13;1;1;2;14;26;17;0;0;0;0;0;0;0
2020-01-26 01:45:00;13;0;1;1;11;36;19;0;0;0;0;0;0;0
2020-01-26 02:00:00;17;2;1;2;6;19;15;0;0;0;0;0;0;0
2020-01-26 02:15:00;9;1;0;0;7;23;18;0;0;0;0;0;0;0
2020-01-26 02:30:00;7;0;2;1;4;14;12;0;0;0;0;0;0;0
2020-01-26 02:45:00;11;1;2;2;3;14;11;0;0;0;0;0;0;0
2020-01-26 03:00:00;3;0;3;3;7;10;11;0;0;0;0;0;0;0
2020-01-26 03:15:00;7;0;0;1;2;12;7;0;0;0;0;0;0;0
2020-01-26 03:30:00;1;0;0;0;5;18;5;0;0;0;0;0;0;0
2020-01-26 03:45:00;2;1;0;1;3;9;8;0;0;0;0;0;0;0
2020-01-26 04:00:00;1;1;1;1;4;14;5;0;0;0;0;0;0;0
2020-01-26 04:15:00;3;0;0;0;0;6;7;0;0;0;0;0;0;0
2020-01-26 04:30:00;2;0;0;0;5;8;7;0;0;0;0;0;0;0
2020-01-26 04:45:00;8;0;0;1;4;14;13;0;0;0;0;0;0;0
2020-01-26 05:00:00;13;1;1;2;4;15;11;0;0;0;0;0;0;0
2020-01-26 05:15:00;6;1;2;1;5;22;5;0;0;0;0;0;0;0
2020-01-26 05:30:00;15;5;0;3;4;12;24;0;0;0;0;0;0;0
2020-01-26 05:45:00;14;2;1;1;2;10;29;0;0;0;0;0;0;0
2020-01-26 06:00:00;7;0;2;1;3;12;8;0;0;0;0;0;0;0
2020-01-26 06:15:00;3;2;4;1;5;21;16;0;0;0;0;0;0;0
2020-01-26 06:30:00;8;0;2;0;2;16;14;0;0;0;0;0;0;0
2020-01-26 06:45:00;6;1;4;4;9;18;8;0;0;0;0;0;0;0
2020-01-26 07:00:00;12;3;5;5;10;17;12;0;0;0;0;0;0;0
2020-01-26 07:15:00;12;4;5;7;7;26;13;0;0;0;0;0;0;0
2020-01-26 07:30:00;14;1;9;6;14;21;19;0;0;0;0;0;0;0
2020-01-26 07:45:00;19;6;6;8;16;29;22;0;0;0;0;0;0;0
2020-01-26 08:00:00;16;5;7;7;9;28;21;0;0;0;0;0;0;0
2020-01-26 08:15:00;10;8;2;4;16;34;18;0;0;0;0;0;0;0
2020-01-26 08:30:00;21;9;2;4;13;41;22;0;0;0;0;0;0;0
2020-01-26 08:45:00;40;14;6;5;17;49;39;0;0;0;0;0;0;0
2020-01-26 09:00:00;26;7;16;6;20;55;38;7;0;0;0;0;0;0
2020-01-26 09:15:00;33;17;10;13;27;54;54;0;0;5;0;0;0;0
2020-01-26 09:30:00;29;15;19;13;39;61;69;2;0;0;0;0;0;0
2020-01-26 09:45:00;65;33;24;16;54;105;101;12;0;6;0;0;0;0
2020-01-26 10:00:00;44;21;24;13;49;80;70;0;0;0;0;0;0;0
2020-01-26 10:15:00;46;24;32;13;45;85;80;2;0;0;0;0;0;0
2020-01-26 10:30:00;58;26;26;13;49;78;81;0;0;3;0;0;0;0
2020-01-26 10:45:00;67;26;27;15;44;92;96;5;0;1;0;0;0;0
2020-01-26 11:00:00;71;22;29;21;44;81;91;1;0;1;0;0;0;0
2020-01-26 11:15:00;58;22;31;12;49;87;93;0;0;0;0;0;0;0
2020-01-26 11:30:00;69;29;34;16;51;87;95;0;0;0;0;0;0;0
2020-01-26 11:45:00;78;33;41;20;68;110;112;0;0;4;0;0;0;0
2020-01-26 12:00:00;69;15;35;16;46;90;108;10;0;2;0;0;0;0
2020-01-26 12:15:00;75;32;37;25;60;94;92;1;0;3;0;0;0;0
2020-01-26 12:30:00;83;19;34;15;45;88;117;0;0;5;0;0;0;0
2020-01-26 12:45:00;87;22;34;19;66;105;115;6;0;2;0;0;0;0
2020-01-26 13:00:00;83;33;24;12;51;84;142;6;0;0;0;0;0;0
2020-01-26 13:15:00;72;36;23;11;69;112;127;0;0;0;0;0;0;0
2020-01-26 13:30:00;87;32;41;20;66;110;124;3;1;10;3;3;3;0
2020-01-26 13:45:00;86;42;28;19;69;112;126;9;0;0;3;3;3;0
2020-01-26 14:00:00;90;34;42;19;63;103;131;0;3;13;0;0;0;0
2020-01-26 14:15:00;64;45;43;17;71;111;113;3;0;2;0;0;0;0
2020-01-26 14:30:00;76;44;35;22;75;101;121;21;0;14;0;0;0;0
2020-01-26 14:45:00;95;39;43;26;91;125;142;1;0;4;0;0;0;0
2020-01-26 15:00:00;77;39;40;22;87;120;115;2;0;3;0;0;0;0
2020-01-26 15:15:00;70;38;32;30;62;103;122;1;4;13;2;2;2;0
2020-01-26 15:30:00;68;20;25;16;71;106;117;20;0;0;0;0;0;0
2020-01-26 15:45:00;82;22;40;24;65;93;118;1;0;7;0;0;0;0
2020-01-26 16:00:00;74;19;49;20;57;96;129;1;0;0;0;0;0;0
2020-01-26 16:15:00;92;21;51;31;68;99;127;0;0;8;0;0;0;0
2020-01-26 16:30:00;92;37;48;21;62;96;137;0;0;1;0;0;0;0
2020-01-26 16:45:00;87;18;47;23;67;91;134;3;0;1;2;2;2;2
2020-01-26 17:00:00;88;24;34;21;70;92;125;0;0;0;0;0;0;5
2020-01-26 17:15:00;65;21;33;19;68;111;112;0;0;4;1;1;1;0
2020-01-26 17:30:00;92;14;27;11;77;120;126;2;0;0;0;0;0;0
2020-01-26 17:45:00;85;12;28;12;72;118;123;2;0;0;0;0;0;0
2020-01-26 18:00:00;68;17;19;8;74;106;102;1;0;1;0;0;0;0
2020-01-26 18:15:00;65;7;18;14;69;102;107;0;0;0;0;0;0;0
2020-01-26 18:30:00;67;13;23;12;53;92;116;2;0;0;0;0;0;0
2020-01-26 18:45:00;66;9;19;11;53;95;107;1;0;0;0;0;0;0
2020-01-26 19:00:00;54;11;17;4;44;79;95;0;0;2;0;0;0;0
2020-01-26 19:15:00;68;12;21;9;57;89;94;0;0;0;0;0;0;0
2020-01-26 19:30:00;57;15;22;5;53;86;110;0;0;0;0;0;0;0
2020-01-26 19:45:00;61;15;17;4;32;70;94;0;0;0;0;0;0;0
2020-01-26 20:00:00;71;10;19;8;41;78;124;0;0;0;0;0;0;0
2020-01-26 20:15:00;54;12;12;6;39;77;72;0;0;0;0;0;0;0
2020-01-26 20:30:00;43;10;9;9;29;54;67;1;0;0;0;0;0;0
2020-01-26 20:45:00;47;10;6;3;21;56;60;0;0;0;0;0;0;0
2020-01-26 21:00:00;33;8;11;4;24;45;64;0;0;2;0;0;0;0
2020-01-26 21:15:00;30;3;9;6;18;52;54;0;0;0;0;0;0;0
2020-01-26 21:30:00;38;5;9;6;16;44;47;0;0;0;0;0;0;0
2020-01-26 21:45:00;37;4;4;2;15;40;64;2;0;0;0;0;0;0
2020-01-26 22:00:00;27;3;9;5;24;51;52;0;0;0;0;0;0;0
2020-01-26 22:15:00;35;10;6;3;19;39;35;0;0;0;0;0;0;0
2020-01-26 22:30:00;19;2;7;1;10;30;30;0;0;2;0;0;0;0
2020-01-26 22:45:00;20;7;9;3;15;26;23;0;0;1;0;0;0;0
2020-01-26 23:00:00;15;4;1;2;4;24;27;0;0;0;0;0;0;0
2020-01-26 23:15:00;11;1;1;0;7;19;18;0;0;0;0;0;0;0
2020-01-26 23:30:00;13;5;0;2;4;17;11;0;0;0;0;0;0;0
2020-01-26 23:45:00;8;1;0;1;3;8;13;0;0;0;0;0;0;0
