DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2020-03-05 00:00:00;1;5;1;0;1;10;0;1;11;2;1;0;0;0;0;0;0
2020-03-05 00:15:00;1;12;2;0;0;6;0;0;8;0;0;0;0;0;0;0;0
2020-03-05 00:30:00;0;7;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-03-05 00:45:00;1;6;3;1;1;4;1;1;3;1;0;0;0;0;0;0;0
2020-03-05 01:00:00;0;6;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0
2020-03-05 01:15:00;1;1;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0
2020-03-05 01:30:00;0;4;2;0;0;3;0;0;3;0;0;0;0;0;0;0;0
2020-03-05 01:45:00;0;2;1;0;0;4;0;0;4;1;0;0;0;0;0;0;0
2020-03-05 02:00:00;2;5;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-03-05 02:15:00;0;7;2;0;0;4;0;0;5;0;1;0;0;0;0;0;0
2020-03-05 02:30:00;2;6;0;0;0;2;0;0;2;1;1;1;0;0;0;0;0
2020-03-05 02:45:00;0;4;0;0;0;5;0;0;5;1;0;0;0;0;0;0;0
2020-03-05 03:00:00;3;3;0;0;0;6;0;0;7;1;0;0;0;0;0;0;0
2020-03-05 03:15:00;2;7;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0
2020-03-05 03:30:00;2;6;0;0;0;6;0;0;6;0;0;0;0;0;0;0;0
2020-03-05 03:45:00;2;7;0;0;0;1;0;0;2;0;1;2;0;0;0;0;0
2020-03-05 04:00:00;0;2;1;2;2;4;1;0;6;1;0;0;0;0;0;0;0
2020-03-05 04:15:00;1;5;0;1;0;3;1;0;6;2;0;1;0;0;0;0;0
2020-03-05 04:30:00;3;9;0;0;0;9;0;0;7;0;0;0;0;0;0;0;0
2020-03-05 04:45:00;3;11;3;0;0;14;0;0;13;0;1;1;0;0;0;0;0
2020-03-05 05:00:00;3;15;4;1;0;4;1;0;5;1;0;0;0;0;0;0;0
2020-03-05 05:15:00;6;18;13;1;3;15;0;2;12;2;1;1;0;0;0;0;0
2020-03-05 05:30:00;9;38;23;1;0;23;2;0;21;3;2;2;0;0;0;0;0
