DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DC1);7(DD1);8(DD2);9(DD3);10(tafga);11(tafgc);12(tafba);13(tafbb);14(tafbc);15(tafbd)
2020-09-19 00:00:00;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2020-09-19 00:15:00;14;8;0;3;3;2;0;0;1;0;0;0;0;0;0
2020-09-19 00:30:00;12;8;0;8;6;0;0;1;1;0;0;0;0;0;0
2020-09-19 00:45:00;6;3;0;3;2;0;0;0;0;0;0;0;0;0;0
2020-09-19 01:00:00;5;1;0;1;1;2;0;2;2;0;0;0;0;0;0
2020-09-19 01:15:00;3;4;0;4;4;1;0;4;2;0;0;0;0;0;0
2020-09-19 01:30:00;6;3;0;1;1;3;0;0;0;0;0;0;0;0;0
2020-09-19 01:45:00;6;1;0;1;1;2;0;0;0;0;0;0;0;0;0
2020-09-19 02:00:00;9;1;0;0;0;1;0;2;1;0;0;0;0;0;0
2020-09-19 02:15:00;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-09-19 02:30:00;7;0;0;0;0;2;0;1;1;0;0;0;0;0;0
2020-09-19 02:45:00;2;1;0;1;1;0;0;3;2;0;0;0;0;0;0
2020-09-19 03:00:00;7;1;0;1;1;1;0;1;1;0;0;0;0;0;0
2020-09-19 03:15:00;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0
2020-09-19 03:30:00;3;1;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-09-19 03:45:00;2;1;0;1;1;1;0;1;1;0;0;0;0;0;0
2020-09-19 04:00:00;2;2;0;2;2;0;0;3;3;0;0;0;0;0;0
2020-09-19 04:15:00;3;3;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-09-19 04:30:00;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-09-19 04:45:00;2;1;0;0;0;4;0;1;1;0;0;0;0;0;0
2020-09-19 05:00:00;5;0;0;0;0;2;0;1;1;0;0;0;0;0;0
2020-09-19 05:15:00;15;9;0;9;7;7;0;2;2;0;0;0;0;0;0
2020-09-19 05:30:00;14;5;0;4;4;5;0;6;5;0;0;0;0;0;0
2020-09-19 05:45:00;26;7;0;6;5;9;0;3;3;0;0;0;0;0;0
2020-09-19 06:00:00;21;9;0;7;5;9;0;2;2;0;0;0;0;0;0
2020-09-19 06:15:00;23;8;0;6;5;10;0;5;5;0;0;0;0;0;0
2020-09-19 06:30:00;12;7;0;7;8;10;0;5;5;0;0;0;0;0;0
2020-09-19 06:45:00;20;11;0;9;9;2;0;11;11;0;0;0;0;0;0
2020-09-19 07:00:00;16;9;0;7;7;3;0;13;12;0;0;0;0;0;0
2020-09-19 07:15:00;13;9;2;8;8;8;0;6;6;0;0;0;0;0;0
2020-09-19 07:30:00;16;15;0;13;14;10;0;6;6;0;0;0;0;0;0
2020-09-19 07:45:00;25;29;1;28;25;9;0;2;1;0;0;0;0;0;0
2020-09-19 08:00:00;22;20;0;18;17;13;0;16;17;0;0;1;0;0;0
