DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-09-04 00:00:00;18;9;0;0;0;2;8;0;0
2019-09-04 00:15:00;15;6;0;0;0;6;6;0;2
2019-09-04 00:30:00;10;5;0;0;0;0;9;2;3
2019-09-04 00:45:00;9;7;0;0;0;7;17;0;0
2019-09-04 01:00:00;10;8;0;0;0;4;8;0;0
2019-09-04 01:15:00;7;3;0;0;0;3;8;0;0
2019-09-04 01:30:00;3;4;0;0;0;4;14;0;0
2019-09-04 01:45:00;12;5;0;0;0;3;7;1;2
2019-09-04 02:00:00;3;6;0;0;0;3;8;0;0
2019-09-04 02:15:00;3;1;0;0;0;1;6;0;0
2019-09-04 02:30:00;12;4;0;0;0;3;10;4;4
2019-09-04 02:45:00;10;6;0;0;0;4;6;0;0
2019-09-04 03:00:00;11;7;0;0;0;4;13;0;0
2019-09-04 03:15:00;6;2;0;0;0;1;6;0;0
2019-09-04 03:30:00;2;1;0;0;0;3;9;1;1
2019-09-04 03:45:00;3;0;0;0;0;1;8;0;0
2019-09-04 04:00:00;4;3;0;0;0;1;10;0;0
2019-09-04 04:15:00;9;3;0;0;0;6;22;0;0
2019-09-04 04:30:00;9;2;0;0;0;3;23;1;0
2019-09-04 04:45:00;16;5;0;0;0;5;26;1;1
2019-09-04 05:00:00;35;11;0;0;0;8;52;0;0
2019-09-04 05:15:00;38;17;0;0;0;3;47;2;1
2019-09-04 05:30:00;38;14;0;0;0;13;84;9;13
2019-09-04 05:45:00;72;40;0;0;0;13;126;5;12
2019-09-04 06:00:00;70;29;0;0;0;15;107;6;10
2019-09-04 06:15:00;82;59;0;0;0;29;130;3;9
2019-09-04 06:30:00;80;69;0;0;0;18;187;9;14
2019-09-04 06:45:00;98;79;0;0;0;13;178;33;12
2019-09-04 07:00:00;125;104;0;0;0;13;176;12;25
2019-09-04 07:15:00;108;104;0;0;0;23;152;14;21
2019-09-04 07:30:00;106;141;0;0;0;26;173;9;22
2019-09-04 07:45:00;111;84;0;0;0;37;211;12;26
2019-09-04 08:00:00;91;90;0;0;0;31;199;11;22
2019-09-04 08:15:00;92;78;0;0;0;24;167;8;15
2019-09-04 08:30:00;95;84;0;0;0;32;173;13;16
2019-09-04 08:45:00;96;78;0;0;0;29;182;12;17
2019-09-04 09:00:00;86;62;0;0;0;29;163;16;29
2019-09-04 09:15:00;81;102;0;0;0;88;193;19;24
2019-09-04 09:30:00;91;75;0;0;0;26;148;20;24
2019-09-04 09:45:00;105;108;0;0;0;27;149;12;15
2019-09-04 10:00:00;112;83;0;0;0;45;149;15;21
2019-09-04 10:15:00;81;73;0;0;0;30;158;7;15
2019-09-04 10:30:00;95;87;0;0;0;40;161;16;26
2019-09-04 10:45:00;92;68;0;0;0;40;155;9;16
2019-09-04 11:00:00;87;66;0;0;0;20;150;13;20
2019-09-04 11:15:00;104;89;0;0;0;34;151;18;26
2019-09-04 11:30:00;93;85;0;0;0;12;170;11;20
2019-09-04 11:45:00;103;76;0;0;0;38;160;22;25
2019-09-04 12:00:00;96;66;0;0;0;25;147;12;19
2019-09-04 12:15:00;109;80;0;0;0;15;137;19;23
2019-09-04 12:30:00;112;91;0;0;0;43;165;14;18
2019-09-04 12:45:00;107;94;0;0;0;28;178;12;18
2019-09-04 13:00:00;81;80;0;0;0;38;170;12;13
2019-09-04 13:15:00;103;100;0;0;0;23;187;13;11
2019-09-04 13:30:00;99;92;0;0;0;36;193;14;20
2019-09-04 13:45:00;115;78;0;0;0;27;139;12;17
2019-09-04 14:00:00;91;74;0;0;0;23;165;10;13
2019-09-04 14:15:00;99;92;0;0;0;35;166;15;45
2019-09-04 14:30:00;98;106;0;0;0;22;177;14;13
