DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-12-11 00:00:00;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-11 00:15:00;3;0;0;0;4;1;1;1;0;0;0;0;0;0
2020-12-11 00:30:00;2;2;3;1;1;1;0;0;0;0;0;0;0;0
2020-12-11 00:45:00;1;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-12-11 01:00:00;3;1;1;1;1;0;0;0;0;0;0;0;0;0
2020-12-11 01:15:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-11 01:30:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-11 01:45:00;1;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-11 02:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-11 02:15:00;2;0;0;0;0;2;2;1;0;0;0;0;0;0
2020-12-11 02:30:00;1;0;0;0;2;1;0;1;0;0;0;0;0;0
2020-12-11 02:45:00;0;0;0;0;2;0;1;0;0;0;0;0;0;0
2020-12-11 03:00:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-11 03:15:00;0;0;0;0;6;0;0;0;0;0;0;0;0;0
2020-12-11 03:30:00;1;1;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-11 03:45:00;1;0;0;0;1;1;1;1;0;0;0;0;0;0
2020-12-11 04:00:00;3;0;0;0;2;1;1;0;0;0;0;0;0;0
2020-12-11 04:15:00;2;1;1;0;2;1;0;0;0;0;0;0;0;0
2020-12-11 04:30:00;3;0;0;0;4;0;0;0;0;0;0;0;0;0
2020-12-11 04:45:00;4;1;1;1;3;6;6;5;0;0;0;0;0;0
2020-12-11 05:00:00;7;3;2;3;12;7;6;3;0;0;0;0;0;0
2020-12-11 05:15:00;12;3;3;2;14;7;5;4;0;0;0;0;0;0
2020-12-11 05:30:00;19;3;3;2;25;7;8;7;0;0;0;0;0;0
2020-12-11 05:45:00;23;3;2;2;20;6;4;7;0;0;0;0;0;0
2020-12-11 06:00:00;28;2;2;2;25;9;8;5;0;0;0;0;0;0
2020-12-11 06:15:00;36;7;6;4;26;14;10;10;0;0;0;0;0;0
2020-12-11 06:30:00;30;9;8;6;53;31;25;20;0;0;0;0;0;0
2020-12-11 06:45:00;35;7;6;4;32;23;17;9;0;0;0;0;0;0
2020-12-11 07:00:00;28;12;9;6;59;29;22;14;0;3;0;0;2;0
2020-12-11 07:15:00;43;12;11;6;66;25;24;20;0;1;0;0;5;2
2020-12-11 07:30:00;44;14;18;11;99;37;32;25;1;2;0;0;0;0
2020-12-11 07:45:00;59;12;12;14;93;36;25;29;1;4;0;0;0;0
2020-12-11 08:00:00;55;11;11;7;57;29;21;20;0;0;0;0;0;0
2020-12-11 08:15:00;52;9;11;6;63;40;27;29;3;1;0;0;0;0
