DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-06-02 00:00:00;0;2;1;2;0;0;0;9;0;0;0;0;0
2020-06-02 00:15:00;1;5;0;0;2;5;2;2;0;0;0;0;0
2020-06-02 00:30:00;0;5;1;0;0;0;0;3;0;0;0;0;0
2020-06-02 00:45:00;0;1;1;1;0;0;0;2;0;0;0;0;0
2020-06-02 01:00:00;1;0;0;0;0;0;0;3;0;0;0;0;0
2020-06-02 01:15:00;0;2;0;0;0;1;0;1;0;0;0;0;0
2020-06-02 01:30:00;2;3;1;1;1;1;1;0;0;0;0;0;0
2020-06-02 01:45:00;0;0;1;1;1;0;1;2;0;0;0;0;0
2020-06-02 02:00:00;0;2;1;2;0;0;0;0;0;0;0;0;0
2020-06-02 02:15:00;0;1;3;3;0;1;0;0;0;0;0;0;0
2020-06-02 02:30:00;0;1;1;1;0;1;0;1;0;0;0;0;0
2020-06-02 02:45:00;0;2;1;0;0;0;0;0;0;0;0;0;0
2020-06-02 03:00:00;0;2;2;0;2;2;1;2;0;0;0;0;0
2020-06-02 03:15:00;0;0;0;0;0;1;0;1;0;0;0;0;0
2020-06-02 03:30:00;0;3;0;0;0;1;0;0;0;0;0;0;0
2020-06-02 03:45:00;0;0;3;3;0;2;0;2;0;0;0;0;0
2020-06-02 04:00:00;0;0;1;1;1;1;1;2;0;0;0;0;0
2020-06-02 04:15:00;2;1;2;2;0;0;0;4;0;0;0;0;0
2020-06-02 04:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-02 04:45:00;0;12;20;20;3;5;3;6;0;0;0;0;0
2020-06-02 05:00:00;2;35;50;50;11;9;9;38;0;0;0;0;0
2020-06-02 05:15:00;19;59;87;94;16;29;15;71;0;0;0;0;0
2020-06-02 05:30:00;14;110;129;130;22;40;24;73;0;0;0;0;0
2020-06-02 05:45:00;4;59;54;52;8;27;7;40;0;0;0;0;0
2020-06-02 06:00:00;4;29;28;28;12;27;12;52;0;0;0;0;0
2020-06-02 06:15:00;5;50;24;23;12;34;13;65;0;0;0;0;0
2020-06-02 06:30:00;5;58;43;43;15;48;14;80;0;0;0;0;0
2020-06-02 06:45:00;11;55;45;46;19;36;18;74;0;0;0;0;0
2020-06-02 07:00:00;4;36;32;31;14;30;13;63;0;0;0;0;0
2020-06-02 07:15:00;6;70;33;33;15;32;16;49;0;0;0;0;0
2020-06-02 07:30:00;5;49;30;33;21;33;18;74;0;0;0;0;0
2020-06-02 07:45:00;4;50;29;29;18;34;19;70;0;0;0;0;0
2020-06-02 08:00:00;7;42;23;23;17;32;16;49;0;0;0;0;0
2020-06-02 08:15:00;3;33;21;20;10;27;9;67;0;0;0;0;0
2020-06-02 08:30:00;5;45;18;23;14;31;14;54;0;0;0;0;0
2020-06-02 08:45:00;4;34;22;23;23;24;23;55;0;0;0;0;0
2020-06-02 09:00:00;1;24;12;12;21;18;20;52;0;0;0;0;0
2020-06-02 09:15:00;5;30;16;17;15;13;14;29;0;0;0;0;0
2020-06-02 09:30:00;4;47;15;18;16;30;16;53;0;0;0;0;0
2020-06-02 09:45:00;4;42;20;22;7;15;6;50;0;0;0;0;0
2020-06-02 10:00:00;7;37;20;20;22;25;22;30;0;0;0;0;0
2020-06-02 10:15:00;7;33;19;23;10;21;9;40;0;0;0;0;0
2020-06-02 10:30:00;1;29;21;20;15;18;15;41;0;0;0;0;0
2020-06-02 10:45:00;3;49;20;20;13;24;13;40;0;0;0;0;0
2020-06-02 11:00:00;5;34;14;13;16;24;15;50;0;0;0;0;0
2020-06-02 11:15:00;4;40;11;11;16;19;16;42;0;0;0;0;0
2020-06-02 11:45:00;4;33;16;15;16;20;15;55;0;0;0;0;0
2020-06-02 12:00:00;4;37;24;29;28;36;28;45;0;0;0;0;0
2020-06-02 12:15:00;3;46;20;18;19;35;18;33;0;0;0;0;0
2020-06-02 12:30:00;1;40;19;19;17;20;18;44;0;0;0;0;0
2020-06-02 12:45:00;3;38;20;21;22;29;20;49;0;0;0;0;0
2020-06-02 13:00:00;3;44;26;28;27;35;26;53;0;0;0;0;0
2020-06-02 13:15:00;5;50;41;43;22;31;23;62;0;0;0;0;0
2020-06-02 13:30:00;7;52;47;53;34;44;34;68;0;0;0;0;0
2020-06-02 13:45:00;2;56;47;41;22;47;22;76;0;0;0;0;0
2020-06-02 14:00:00;2;64;41;42;38;80;41;16;0;0;0;0;0
2020-06-02 14:15:00;3;72;24;26;43;115;44;2;0;0;0;0;0
2020-06-02 14:30:00;3;66;22;21;56;166;50;72;0;0;0;0;0
2020-06-02 14:45:00;3;49;32;31;38;90;34;100;0;0;0;0;0
2020-06-02 15:00:00;1;47;16;18;31;40;33;81;0;0;0;0;0
2020-06-02 15:15:00;1;90;21;22;29;34;26;72;0;0;0;0;0
2020-06-02 15:30:00;1;56;18;20;22;42;20;52;0;0;0;0;0
2020-06-02 15:45:00;0;56;14;15;26;30;26;50;0;0;0;0;0
2020-06-02 16:00:00;2;60;13;13;20;39;17;65;0;0;0;0;0
2020-06-02 16:15:00;5;69;15;14;23;35;24;51;0;0;0;0;0
2020-06-02 16:30:00;1;57;15;17;22;34;20;54;0;0;0;0;0
2020-06-02 16:45:00;4;59;14;16;20;32;23;53;0;0;0;0;0
