DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-05-26 00:00:00;7;0;2;0;0;0
2020-05-26 00:15:00;3;0;0;1;0;0
2020-05-26 00:30:00;4;0;6;0;0;0
2020-05-26 00:45:00;1;1;6;1;0;0
2020-05-26 01:00:00;3;0;4;1;0;0
2020-05-26 01:15:00;4;0;2;0;0;0
2020-05-26 01:30:00;2;0;1;0;0;0
2020-05-26 01:45:00;3;0;6;0;0;0
2020-05-26 02:00:00;2;0;2;0;0;0
2020-05-26 02:15:00;2;0;1;0;0;0
2020-05-26 02:30:00;2;0;3;0;0;0
2020-05-26 02:45:00;2;0;4;0;0;0
2020-05-26 03:00:00;2;0;1;0;0;0
2020-05-26 03:15:00;3;0;4;0;0;0
2020-05-26 03:30:00;2;0;2;0;0;0
2020-05-26 03:45:00;0;1;2;1;0;0
2020-05-26 04:00:00;3;0;7;0;0;0
2020-05-26 04:15:00;4;1;6;0;0;0
2020-05-26 04:30:00;5;0;9;0;0;0
2020-05-26 04:45:00;8;1;12;0;0;0
2020-05-26 05:00:00;16;8;44;2;8;0
2020-05-26 05:15:00;36;17;86;1;6;5
2020-05-26 05:30:00;47;16;117;5;7;13
2020-05-26 05:45:00;98;14;88;23;11;7
2020-05-26 06:00:00;87;5;75;12;5;3
2020-05-26 06:15:00;55;23;99;4;8;7
2020-05-26 06:30:00;64;16;141;9;14;2
2020-05-26 06:45:00;45;12;137;2;13;3
2020-05-26 07:00:00;52;6;103;1;2;11
2020-05-26 07:15:00;66;8;110;4;5;4
2020-05-26 07:30:00;66;6;123;0;1;3
2020-05-26 07:45:00;69;1;96;0;1;3
2020-05-26 08:00:00;55;6;65;0;2;5
2020-05-26 08:15:00;49;2;96;0;16;0
2020-05-26 08:30:00;60;4;63;4;8;0
2020-05-26 08:45:00;52;1;70;1;1;1
2020-05-26 09:00:00;31;1;59;1;0;1
2020-05-26 09:15:00;47;1;50;1;0;2
2020-05-26 09:30:00;39;2;49;1;0;1
2020-05-26 09:45:00;41;2;44;1;1;0
2020-05-26 10:00:00;58;3;57;3;3;0
2020-05-26 10:15:00;46;3;49;3;2;1
2020-05-26 10:30:00;60;3;57;3;2;0
2020-05-26 10:45:00;45;2;45;4;0;0
2020-05-26 11:00:00;55;1;60;1;2;1
2020-05-26 11:15:00;62;1;62;4;1;0
2020-05-26 11:30:00;56;0;55;2;0;6
2020-05-26 11:45:00;55;2;38;7;5;2
2020-05-26 12:00:00;60;3;41;4;2;1
2020-05-26 12:15:00;50;1;49;4;4;2
2020-05-26 12:30:00;68;1;60;4;2;2
2020-05-26 12:45:00;79;9;83;1;0;2
2020-05-26 13:00:00;77;7;81;9;5;2
2020-05-26 13:15:00;73;22;143;2;7;10
2020-05-26 13:30:00;71;34;202;11;13;11
2020-05-26 13:45:00;53;34;226;22;9;15
2020-05-26 14:00:00;118;66;180;22;14;17
2020-05-26 14:15:00;107;16;96;50;16;17
2020-05-26 14:30:00;94;1;47;29;11;7
2020-05-26 14:45:00;102;2;60;21;13;3
2020-05-26 15:00:00;86;3;67;26;19;5
2020-05-26 15:15:00;108;2;56;29;6;4
2020-05-26 15:30:00;92;1;52;13;1;10
2020-05-26 15:45:00;92;1;54;16;6;3
2020-05-26 16:00:00;88;4;42;15;1;5
2020-05-26 16:15:00;99;1;60;13;2;4
2020-05-26 16:30:00;89;2;55;18;6;12
2020-05-26 16:45:00;91;1;54;10;8;0
2020-05-26 17:00:00;82;3;53;10;8;5
2020-05-26 17:15:00;71;4;57;8;0;1
2020-05-26 17:30:00;50;1;28;1;0;0
2020-05-26 17:45:00;43;0;44;1;1;0
2020-05-26 18:00:00;63;0;41;5;0;0
2020-05-26 18:15:00;61;1;56;3;0;0
2020-05-26 18:30:00;63;0;48;7;1;1
2020-05-26 18:45:00;46;0;31;4;0;0
2020-05-26 19:00:00;36;1;38;1;0;0
2020-05-26 19:15:00;44;0;39;4;0;1
2020-05-26 19:30:00;28;0;21;2;4;0
2020-05-26 19:45:00;32;1;31;1;0;0
2020-05-26 20:00:00;25;0;25;1;0;0
2020-05-26 20:15:00;20;0;29;1;0;0
2020-05-26 20:30:00;21;1;22;3;0;1
2020-05-26 20:45:00;20;1;41;10;1;0
2020-05-26 21:00:00;33;1;52;1;1;1
2020-05-26 21:15:00;27;7;72;2;5;3
2020-05-26 21:30:00;24;2;60;14;2;4
2020-05-26 21:45:00;65;3;42;81;8;13
2020-05-26 22:00:00;111;4;26;163;7;10
2020-05-26 22:15:00;48;2;10;105;1;2
2020-05-26 22:30:00;14;0;8;14;5;0
2020-05-26 22:45:00;9;0;7;6;0;0
2020-05-26 23:00:00;12;0;5;1;0;0
2020-05-26 23:15:00;7;0;3;3;0;0
2020-05-26 23:30:00;7;0;4;0;0;0
