DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-02-23 00:00:00;17;11;2;15;16;1;17;11;13;12
2020-02-23 00:15:00;26;14;0;24;33;4;33;23;12;23
2020-02-23 00:30:00;25;11;3;11;18;2;17;11;15;23
2020-02-23 00:45:00;18;15;4;11;21;8;22;12;16;13
2020-02-23 01:00:00;13;9;3;15;9;2;8;12;8;13
2020-02-23 01:15:00;20;14;0;8;12;1;12;10;12;16
2020-02-23 01:30:00;10;4;4;4;11;4;12;3;6;9
2020-02-23 01:45:00;12;5;0;10;6;1;6;10;6;10
2020-02-23 02:00:00;8;4;0;5;5;2;6;5;4;7
2020-02-23 02:15:00;13;11;0;5;9;0;7;4;12;11
2020-02-23 02:30:00;3;3;0;6;10;1;11;6;3;3
2020-02-23 02:45:00;11;8;0;6;4;0;4;6;9;4
2020-02-23 03:00:00;5;8;0;6;6;1;8;6;7;4
2020-02-23 03:15:00;6;7;0;7;2;2;3;2;8;4
2020-02-23 03:30:00;2;5;0;9;4;2;4;7;6;0
2020-02-23 03:45:00;8;2;0;3;4;1;5;3;3;7
2020-02-23 04:00:00;4;5;1;6;9;0;8;5;6;5
2020-02-23 04:15:00;16;5;0;3;4;0;4;2;4;14
2020-02-23 04:30:00;5;4;0;6;8;0;8;4;6;5
2020-02-23 04:45:00;10;5;0;5;4;1;4;4;7;8
2020-02-23 05:00:00;3;3;0;3;6;2;7;4;4;3
2020-02-23 05:15:00;12;9;0;8;6;0;6;6;9;10
2020-02-23 05:30:00;3;1;1;6;14;0;14;5;2;2
2020-02-23 05:45:00;7;5;1;6;24;3;26;6;5;6
2020-02-23 06:00:00;13;6;0;5;5;0;6;5;5;12
2020-02-23 06:15:00;9;5;0;10;23;1;22;10;5;8
2020-02-23 06:30:00;6;3;1;4;11;1;11;4;4;5
2020-02-23 06:45:00;6;5;0;4;8;1;8;5;4;4
2020-02-23 07:00:00;11;3;0;3;4;3;5;2;5;10
2020-02-23 07:15:00;15;9;2;9;7;5;9;6;10;12
2020-02-23 07:30:00;13;4;0;2;9;4;9;5;3;12
2020-02-23 07:45:00;10;10;0;7;21;3;19;9;10;8
2020-02-23 08:00:00;17;8;1;11;8;6;9;7;8;15
2020-02-23 08:15:00;20;6;1;4;14;8;12;5;8;18
2020-02-23 08:30:00;16;6;1;10;15;7;17;9;5;15
2020-02-23 08:45:00;25;16;3;15;27;11;30;11;18;18
2020-02-23 09:00:00;16;13;4;13;24;6;24;14;14;13
2020-02-23 09:15:00;28;16;4;16;45;12;45;17;18;21
2020-02-23 09:30:00;34;20;9;20;40;11;42;17;20;29
2020-02-23 09:45:00;36;21;9;38;47;11;51;31;22;29
2020-02-23 10:00:00;46;23;6;33;42;12;42;33;27;42
2020-02-23 10:15:00;56;27;5;19;33;13;34;23;28;41
2020-02-23 10:30:00;44;28;2;23;35;9;41;19;29;32
2020-02-23 10:45:00;56;24;9;27;39;10;41;24;25;44
2020-02-23 11:00:00;45;26;3;31;29;13;31;28;28;36
2020-02-23 11:15:00;58;36;11;30;58;11;55;32;40;50
2020-02-23 11:30:00;55;37;6;36;48;20;59;30;41;43
2020-02-23 11:45:00;64;25;7;43;52;21;54;44;27;50
2020-02-23 12:00:00;45;42;9;26;56;12;55;24;42;37
2020-02-23 12:15:00;61;36;13;34;51;15;51;35;41;56
2020-02-23 12:30:00;41;29;3;25;38;15;47;25;28;33
2020-02-23 12:45:00;57;24;13;39;67;18;71;40;30;44
2020-02-23 13:00:00;50;25;13;35;45;8;48;41;28;37
2020-02-23 13:15:00;59;39;8;45;62;30;67;42;43;50
2020-02-23 13:30:00;50;29;10;34;44;13;48;33;33;34
2020-02-23 13:45:00;57;29;8;32;55;12;58;37;30;44
2020-02-23 14:00:00;59;26;9;27;39;17;46;29;32;52
2020-02-23 14:15:00;59;31;9;36;53;8;49;36;33;50
2020-02-23 14:30:00;54;28;6;35;45;15;48;32;33;45
2020-02-23 14:45:00;54;41;3;47;54;16;58;41;45;43
2020-02-23 15:00:00;49;27;9;43;47;13;50;32;28;45
2020-02-23 15:15:00;62;34;5;47;63;22;63;42;34;52
2020-02-23 15:30:00;47;37;6;41;55;15;58;35;40;34
2020-02-23 15:45:00;54;20;6;38;55;16;60;35;28;38
2020-02-23 16:00:00;51;29;3;47;50;15;49;38;34;43
2020-02-23 16:15:00;69;42;9;40;58;18;65;40;49;60
2020-02-23 16:30:00;44;26;8;37;54;16;57;29;31;29
2020-02-23 16:45:00;69;39;8;40;73;9;74;41;40;50
2020-02-23 17:00:00;47;35;4;42;49;11;53;37;38;40
2020-02-23 17:15:00;52;39;6;45;71;13;66;42;38;46
2020-02-23 17:30:00;47;25;7;41;50;10;53;40;27;36
2020-02-23 17:45:00;52;31;4;55;47;15;60;52;33;41
2020-02-23 18:00:00;34;29;8;33;56;12;62;35;30;29
2020-02-23 18:15:00;50;32;6;40;61;12;63;38;40;41
2020-02-23 18:30:00;38;29;4;29;46;13;46;27;27;29
2020-02-23 18:45:00;36;27;7;47;42;11;44;34;28;28
2020-02-23 19:00:00;37;24;8;32;44;16;48;33;30;28
2020-02-23 19:15:00;46;27;4;42;49;10;45;33;29;38
2020-02-23 19:30:00;42;22;2;32;43;9;46;33;22;32
2020-02-23 19:45:00;42;27;9;46;44;10;44;43;30;38
2020-02-23 20:00:00;38;29;3;30;32;9;36;35;29;31
2020-02-23 20:15:00;43;26;1;46;48;4;44;41;27;38
2020-02-23 20:30:00;34;18;3;20;28;5;31;14;18;25
2020-02-23 20:45:00;28;24;7;29;32;8;36;25;25;25
2020-02-23 21:00:00;28;13;3;20;40;6;40;10;17;25
2020-02-23 21:15:00;27;22;3;18;30;10;31;13;23;24
2020-02-23 21:30:00;34;23;5;18;27;6;28;18;24;28
2020-02-23 21:45:00;22;12;3;16;28;7;27;15;11;17
2020-02-23 22:00:00;25;16;1;13;18;3;17;12;16;23
2020-02-23 22:15:00;21;19;5;14;19;4;19;16;18;18
2020-02-23 22:30:00;14;11;0;17;20;2;19;17;10;10
2020-02-23 22:45:00;19;8;1;14;15;2;16;13;9;16
2020-02-23 23:00:00;18;9;5;18;19;3;16;17;12;13
2020-02-23 23:15:00;15;8;2;8;17;2;16;7;10;15
2020-02-23 23:30:00;10;7;0;7;12;2;13;9;7;10
2020-02-23 23:45:00;12;5;1;10;16;0;15;6;6;11
