DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-11-20 00:00:00;7;5;8;0;0;0;0;0;0
2020-11-20 00:15:00;4;5;12;0;0;0;0;0;0
2020-11-20 00:30:00;6;2;8;1;1;0;0;0;0
2020-11-20 00:45:00;6;5;7;0;0;0;0;0;0
2020-11-20 01:00:00;4;2;4;0;0;0;0;0;0
2020-11-20 01:15:00;5;1;5;0;0;0;0;0;0
2020-11-20 01:30:00;3;1;1;1;1;0;0;0;0
2020-11-20 01:45:00;7;2;5;0;0;0;0;0;0
2020-11-20 02:00:00;6;3;3;0;0;0;0;0;0
2020-11-20 02:15:00;7;3;2;0;0;0;0;0;0
2020-11-20 02:30:00;3;4;3;0;0;0;0;0;0
2020-11-20 02:45:00;1;0;4;0;0;0;0;0;0
2020-11-20 03:00:00;8;8;9;0;0;0;0;0;0
2020-11-20 03:15:00;3;1;7;1;1;0;0;0;0
2020-11-20 03:30:00;4;1;11;0;0;0;0;0;0
2020-11-20 03:45:00;10;8;9;0;0;0;0;0;0
2020-11-20 04:00:00;4;4;9;0;0;0;0;0;0
2020-11-20 04:15:00;8;6;8;0;0;0;0;0;0
2020-11-20 04:30:00;20;1;20;0;0;0;0;0;0
2020-11-20 04:45:00;19;8;39;0;0;0;0;0;0
2020-11-20 05:00:00;37;11;103;0;0;0;0;0;0
2020-11-20 05:15:00;56;16;95;0;0;0;0;0;0
2020-11-20 05:30:00;43;20;107;1;1;0;0;0;0
2020-11-20 05:45:00;53;24;94;1;1;0;0;0;0
2020-11-20 06:00:00;98;28;100;1;1;2;0;0;0
2020-11-20 06:15:00;102;41;122;1;1;0;0;0;0
2020-11-20 06:30:00;94;44;154;1;1;0;0;0;0
2020-11-20 06:45:00;83;40;150;1;1;0;0;0;0
2020-11-20 07:00:00;70;43;166;1;1;0;0;0;0
2020-11-20 07:15:00;89;51;217;5;5;0;0;0;0
2020-11-20 07:30:00;116;71;210;2;2;0;0;0;0
2020-11-20 07:45:00;123;79;194;0;0;0;0;0;0
2020-11-20 08:00:00;83;57;166;0;0;0;0;0;0
2020-11-20 08:15:00;81;50;194;2;2;2;0;0;0
2020-11-20 08:30:00;98;60;162;1;1;2;0;0;0
2020-11-20 08:45:00;94;56;168;1;1;1;0;0;0
2020-11-20 09:00:00;96;66;160;1;1;0;0;0;0
2020-11-20 09:15:00;122;68;173;2;2;1;0;0;0
2020-11-20 09:30:00;124;55;162;1;2;0;0;0;0
2020-11-20 09:45:00;136;74;187;1;1;1;0;0;0
2020-11-20 10:00:00;131;57;219;1;1;1;0;0;0
2020-11-20 10:15:00;145;76;209;5;4;2;0;0;0
2020-11-20 10:30:00;153;87;194;2;2;0;0;0;0
2020-11-20 10:45:00;123;88;195;1;1;0;0;0;0
2020-11-20 11:00:00;131;59;180;2;2;1;0;0;0
2020-11-20 11:15:00;142;73;216;2;1;1;0;0;0
2020-11-20 11:30:00;143;82;203;2;2;1;0;0;0
2020-11-20 11:45:00;165;89;203;2;2;0;0;0;0
2020-11-20 12:00:00;162;87;227;1;1;0;0;0;0
2020-11-20 12:15:00;162;91;235;1;1;1;0;0;0
2020-11-20 12:30:00;173;73;235;2;2;4;0;0;0
2020-11-20 12:45:00;155;86;197;3;2;4;0;0;0
2020-11-20 13:00:00;193;94;216;2;2;1;0;0;0
2020-11-20 13:15:00;184;98;239;3;2;2;0;0;0
2020-11-20 13:30:00;147;90;240;4;4;2;0;0;0
2020-11-20 13:45:00;183;94;237;5;5;1;0;0;0
2020-11-20 14:00:00;217;95;210;1;2;3;0;0;0
2020-11-20 14:15:00;182;84;198;3;3;2;0;0;0
2020-11-20 14:30:00;200;84;258;3;2;2;0;0;0
2020-11-20 14:45:00;186;104;254;1;1;2;0;0;0
2020-11-20 15:00:00;176;99;216;1;1;0;0;0;0
2020-11-20 15:15:00;193;90;214;2;2;1;0;0;0
2020-11-20 15:30:00;158;72;204;2;1;5;0;0;0
2020-11-20 15:45:00;176;87;223;1;1;0;0;0;0
2020-11-20 16:00:00;157;88;201;2;2;3;0;0;0
2020-11-20 16:15:00;178;112;226;2;2;1;0;0;0
2020-11-20 16:30:00;150;98;171;3;3;0;0;0;0
2020-11-20 16:45:00;174;76;228;3;3;3;0;0;0
2020-11-20 17:00:00;141;71;201;2;2;1;0;0;0
2020-11-20 17:15:00;154;77;215;2;1;3;0;0;0
2020-11-20 17:30:00;136;79;184;2;2;2;0;0;0
2020-11-20 17:45:00;140;74;186;3;3;10;0;0;0
2020-11-20 18:00:00;139;66;169;1;1;0;0;0;0
2020-11-20 18:15:00;146;73;174;1;1;1;0;0;0
2020-11-20 18:30:00;130;62;149;2;2;1;0;0;0
2020-11-20 18:45:00;108;68;149;2;2;6;0;0;0
2020-11-20 19:00:00;103;59;124;1;0;2;0;0;0
2020-11-20 19:15:00;110;50;111;0;1;0;0;0;0
2020-11-20 19:30:00;73;40;102;3;3;0;0;0;0
2020-11-20 19:45:00;78;44;104;1;2;0;0;0;0
2020-11-20 20:00:00;82;40;102;1;1;0;0;0;0
2020-11-20 20:15:00;62;23;87;3;3;0;0;0;0
2020-11-20 20:30:00;52;37;82;1;1;0;0;0;0
2020-11-20 20:45:00;39;21;84;1;1;0;0;0;0
2020-11-20 21:00:00;53;27;106;2;2;0;0;0;0
2020-11-20 21:15:00;47;13;72;1;1;0;0;0;0
2020-11-20 21:30:00;40;13;31;3;3;0;0;0;0
2020-11-20 21:45:00;63;16;37;0;0;0;0;0;0
2020-11-20 22:00:00;79;23;42;2;2;0;0;0;0
2020-11-20 22:15:00;80;20;63;2;2;0;0;0;0
2020-11-20 22:30:00;49;25;39;2;2;0;0;0;0
2020-11-20 22:45:00;20;5;32;0;0;0;0;0;0
2020-11-20 23:00:00;30;11;30;1;1;0;0;0;0
2020-11-20 23:15:00;27;16;28;0;0;0;0;0;0
2020-11-20 23:30:00;18;9;21;0;0;0;0;0;0
2020-11-20 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
