DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2019-10-08 00:00:00;12;14;0;0;0;7;6;0;0
2019-10-08 00:15:00;8;5;0;0;0;12;6;0;0
2019-10-08 00:30:00;12;6;0;0;0;13;3;0;1
2019-10-08 00:45:00;10;7;0;0;0;10;5;0;0
2019-10-08 01:00:00;8;2;0;0;0;9;3;0;0
2019-10-08 01:15:00;8;3;0;0;0;9;4;0;0
2019-10-08 01:30:00;7;2;0;0;0;8;3;0;0
2019-10-08 01:45:00;10;4;0;0;0;10;2;0;0
2019-10-08 02:00:00;10;4;0;0;0;5;2;0;0
2019-10-08 02:15:00;10;4;0;1;0;9;5;0;0
2019-10-08 02:30:00;9;1;0;0;0;4;3;0;0
2019-10-08 02:45:00;5;1;0;0;0;6;4;0;0
2019-10-08 03:00:00;5;4;0;0;0;4;2;0;0
2019-10-08 03:15:00;6;4;0;0;0;7;5;0;0
2019-10-08 03:30:00;3;2;0;0;0;16;2;0;0
2019-10-08 03:45:00;8;3;0;0;0;17;4;0;0
2019-10-08 04:00:00;12;5;0;0;0;10;2;0;0
2019-10-08 04:15:00;20;12;1;0;0;16;7;0;0
2019-10-08 04:30:00;17;16;0;1;0;29;8;0;0
2019-10-08 04:45:00;29;21;1;1;2;79;24;0;0
2019-10-08 05:00:00;28;17;0;0;0;111;67;1;3
2019-10-08 05:15:00;55;41;2;0;5;213;161;0;1
2019-10-08 05:30:00;58;61;1;4;4;196;159;0;2
2019-10-08 05:45:00;146;136;2;0;6;223;172;0;2
2019-10-08 06:00:00;177;173;2;1;2;154;133;0;0
2019-10-08 06:15:00;135;133;7;2;6;262;216;0;8
2019-10-08 06:30:00;83;83;3;4;10;214;206;9;6
2019-10-08 06:45:00;87;97;4;7;11;216;254;19;7
2019-10-08 07:00:00;81;84;4;15;15;236;247;0;1
2019-10-08 07:15:00;109;100;9;14;16;240;277;1;7
2019-10-08 07:30:00;101;115;1;11;10;232;245;3;6
2019-10-08 07:45:00;133;139;14;6;16;230;273;8;7
2019-10-08 08:00:00;110;133;12;17;11;217;244;2;4
2019-10-08 08:15:00;108;118;13;13;14;221;225;13;4
2019-10-08 08:30:00;91;105;7;15;20;194;221;8;1
2019-10-08 08:45:00;121;116;8;15;7;173;222;4;5
2019-10-08 09:00:00;131;121;13;14;13;144;177;5;2
2019-10-08 09:15:00;101;109;16;19;17;133;164;12;3
2019-10-08 09:30:00;112;107;11;17;16;145;190;18;3
2019-10-08 09:45:00;111;119;16;23;15;114;164;7;0
2019-10-08 10:00:00;133;111;6;17;14;122;178;10;2
2019-10-08 10:15:00;116;114;12;23;17;125;162;7;0
2019-10-08 10:30:00;116;100;7;26;15;120;139;9;1
2019-10-08 10:45:00;127;128;16;24;19;124;145;18;0
2019-10-08 11:00:00;126;126;14;22;23;118;140;3;1
2019-10-08 11:15:00;116;122;9;22;18;122;145;16;0
2019-10-08 11:30:00;113;123;12;29;16;132;152;2;1
2019-10-08 11:45:00;129;150;17;37;10;128;153;3;3
2019-10-08 12:00:00;146;156;9;22;10;124;127;12;1
2019-10-08 12:15:00;129;120;12;16;11;116;129;5;0
2019-10-08 12:30:00;153;152;18;18;14;138;154;3;0
2019-10-08 12:45:00;149;153;12;30;17;131;156;20;0
2019-10-08 13:00:00;145;185;13;16;12;147;153;20;2
2019-10-08 13:15:00;126;143;17;19;15;191;186;30;2
2019-10-08 13:30:00;134;147;10;24;13;168;177;1;2
2019-10-08 13:45:00;167;173;12;19;15;188;207;7;3
2019-10-08 14:00:00;172;194;15;26;14;165;172;13;0
2019-10-08 14:15:00;254;241;20;21;11;138;161;7;0
2019-10-08 14:30:00;261;261;25;17;17;101;151;3;2
2019-10-08 14:45:00;207;230;18;36;13;121;148;15;2
2019-10-08 15:00:00;206;221;18;28;17;134;143;18;0
2019-10-08 15:15:00;236;270;12;28;16;136;164;17;1
2019-10-08 15:30:00;222;245;16;14;12;134;173;19;1
2019-10-08 15:45:00;256;219;10;18;16;135;177;10;1
2019-10-08 16:00:00;251;260;17;15;17;120;151;19;1
2019-10-08 16:15:00;270;247;22;23;25;146;177;21;1
2019-10-08 16:30:00;254;215;20;34;16;138;156;6;5
2019-10-08 16:45:00;278;252;28;31;17;134;184;4;2
2019-10-08 17:00:00;266;234;23;44;19;146;181;39;2
2019-10-08 17:15:00;254;265;12;27;10;150;186;8;2
2019-10-08 17:30:00;257;262;20;34;8;144;154;6;4
2019-10-08 17:45:00;228;256;12;20;18;136;161;19;2
2019-10-08 18:00:00;199;196;9;21;8;150;175;15;3
2019-10-08 18:15:00;195;203;8;20;10;125;153;18;3
2019-10-08 18:30:00;154;168;7;19;6;123;152;15;1
2019-10-08 18:45:00;173;182;4;21;8;118;132;10;2
2019-10-08 19:00:00;141;152;2;17;3;100;111;6;38
2019-10-08 19:15:00;122;115;1;8;4;91;94;2;2
2019-10-08 19:30:00;121;118;2;4;1;86;80;0;2
2019-10-08 19:45:00;93;99;1;3;0;87;81;6;0
2019-10-08 20:00:00;96;115;1;1;2;63;72;0;1
2019-10-08 20:15:00;102;107;0;3;2;83;67;2;0
2019-10-08 20:30:00;68;67;0;1;1;87;62;0;7
2019-10-08 20:45:00;82;68;1;1;1;102;68;0;2
2019-10-08 21:00:00;58;68;2;0;0;142;94;0;2
2019-10-08 21:15:00;69;63;1;1;1;199;155;0;0
2019-10-08 21:30:00;81;80;0;1;0;128;76;0;0
2019-10-08 21:45:00;124;123;0;1;2;75;47;0;2
2019-10-08 22:00:00;182;168;2;0;1;48;30;0;2
2019-10-08 22:15:00;126;118;1;0;0;59;41;0;2
2019-10-08 22:30:00;50;54;3;0;0;51;31;0;3
2019-10-08 22:45:00;35;23;1;1;0;37;24;0;1
2019-10-08 23:00:00;36;29;0;0;0;30;17;0;0
2019-10-08 23:15:00;24;43;0;0;0;22;14;0;0
2019-10-08 23:30:00;18;14;0;0;0;25;12;0;0
2019-10-08 23:45:00;15;12;0;0;0;18;6;0;0
