DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DC4);11(DD1);12(DD2);13(DD3);14(DE1);15(DE2);16(DE3);17(DF1);18(DF2);19(DG1);20(DG2);21(DG3);22(DG4);23(DH1);24(DH2);25(TAFBA);26(TAFGB);27(TAFGB2);28(TAFBB);29(TAFBB2);30(TAFBC);31(TAFGD);32(TAFGD2);33(TAFBD);34(TAFBD2);35(TAFGE)
2020-09-26 00:00:00;1;1;1;2;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 00:15:00;4;4;1;0;0;0;0;0;0;0;0;1;0;3;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 00:30:00;4;4;0;0;0;0;0;0;0;0;1;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 00:45:00;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 01:00:00;1;1;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 01:15:00;0;0;0;0;0;0;1;1;1;0;0;0;4;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 01:30:00;1;2;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 01:45:00;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 02:00:00;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 02:15:00;1;1;1;0;0;0;0;0;0;0;1;0;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 02:30:00;1;1;0;0;0;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 02:45:00;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 03:15:00;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 03:30:00;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 04:15:00;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 04:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 04:45:00;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 05:00:00;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 05:15:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 05:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 05:45:00;1;1;1;1;0;0;0;0;0;0;1;1;2;2;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 06:00:00;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 06:15:00;0;0;0;1;1;1;0;0;0;0;1;1;0;0;2;2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 06:30:00;0;0;0;2;0;0;0;0;0;0;1;2;1;0;2;2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 06:45:00;1;1;0;2;1;1;0;0;0;0;2;5;5;1;3;2;3;6;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 07:00:00;0;0;0;1;0;0;1;1;1;1;0;1;3;0;2;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 07:15:00;0;0;2;3;1;1;0;1;0;1;3;2;1;1;5;5;3;0;2;2;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 07:30:00;2;2;3;3;3;3;1;1;1;1;0;1;5;4;4;3;4;5;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 07:45:00;0;1;2;4;3;3;0;1;1;0;4;8;5;2;3;3;7;5;3;2;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 08:00:00;1;1;2;1;0;0;0;0;0;0;0;0;3;3;1;1;3;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 08:15:00;7;7;2;10;2;2;0;1;0;1;2;3;5;5;14;14;1;4;2;2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 08:30:00;5;5;1;1;5;5;0;2;0;2;1;3;5;4;5;5;3;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 08:45:00;5;5;1;1;0;0;2;1;2;1;3;3;7;3;3;2;3;6;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 09:00:00;5;5;4;1;1;1;1;2;1;2;0;0;6;10;3;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 09:15:00;4;5;3;4;4;4;3;2;3;1;4;6;10;5;7;7;6;11;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 09:30:00;8;8;10;1;0;0;4;1;4;1;0;6;10;17;3;4;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 09:45:00;4;6;3;4;0;0;0;1;0;1;2;10;17;6;7;7;9;17;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 10:00:00;3;5;3;4;0;0;1;0;1;0;0;9;10;6;5;5;8;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 10:15:00;5;5;10;2;1;1;0;0;0;0;4;13;23;13;3;3;12;21;1;2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 10:30:00;11;12;9;7;0;0;1;1;1;1;2;10;17;18;8;9;10;19;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 10:45:00;14;14;8;6;2;2;2;1;3;0;2;15;17;21;7;7;14;17;3;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 11:00:00;15;15;9;1;1;1;2;4;2;3;3;15;16;22;8;7;17;13;1;1;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 11:15:00;20;23;16;3;1;1;1;0;1;0;3;40;18;30;8;8;20;18;2;2;1;2;20;30;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 11:30:00;21;21;11;5;2;2;0;0;0;0;0;14;18;27;11;10;13;17;0;1;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 11:45:00;17;18;12;5;5;5;6;2;6;0;8;11;11;25;10;9;12;10;2;2;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 12:00:00;22;24;14;5;3;3;9;4;9;4;7;13;20;34;13;12;22;17;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 12:15:00;19;19;15;7;2;3;1;1;1;1;3;7;12;32;12;12;4;12;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 12:30:00;13;13;10;7;4;4;3;3;4;2;1;14;14;19;11;10;15;15;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 12:45:00;15;14;13;5;3;3;3;1;3;1;8;7;19;24;7;8;9;18;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 13:00:00;13;13;10;3;3;3;3;0;3;0;4;11;21;21;5;5;16;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 13:15:00;15;15;21;6;6;6;3;2;3;1;5;11;17;29;12;12;10;17;2;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 13:30:00;16;16;16;7;5;5;0;0;0;1;3;8;18;28;8;8;8;15;2;1;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 13:45:00;12;12;10;6;3;3;4;3;4;2;3;13;16;18;7;8;12;15;1;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 14:00:00;15;15;16;4;1;1;1;1;1;1;0;13;11;30;5;5;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 14:15:00;21;21;12;7;2;2;1;0;1;0;3;15;17;29;13;13;9;17;3;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 14:30:00;16;16;10;3;0;0;0;0;0;0;0;14;17;22;7;9;13;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-26 14:45:00;15;16;18;9;1;1;1;0;1;0;3;9;13;28;10;11;5;15;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
