DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-07-13 00:00:00;8;2;4;3;0;0;0;0;0;0;0;0
2020-07-13 00:15:00;17;11;13;9;0;0;0;0;0;0;0;0
2020-07-13 00:30:00;14;4;8;9;0;0;0;0;0;0;0;0
2020-07-13 00:45:00;16;4;12;10;0;0;0;0;0;0;0;0
2020-07-13 01:00:00;6;2;10;3;0;0;0;0;0;0;0;0
2020-07-13 01:15:00;10;2;4;4;0;0;0;0;0;0;0;0
2020-07-13 01:30:00;7;4;4;3;0;0;0;0;0;0;0;0
2020-07-13 01:45:00;7;3;6;4;0;0;0;0;0;0;0;0
2020-07-13 02:00:00;2;2;6;3;0;0;0;0;0;0;0;0
2020-07-13 02:15:00;4;1;7;3;0;0;0;0;0;0;0;0
2020-07-13 02:30:00;3;0;4;4;0;0;0;0;0;0;0;0
2020-07-13 02:45:00;4;1;7;3;0;0;0;0;0;0;0;0
2020-07-13 03:00:00;4;2;7;3;0;0;0;0;0;0;0;0
2020-07-13 03:15:00;6;2;0;1;0;0;0;0;0;0;0;0
2020-07-13 03:30:00;3;1;1;3;0;0;0;0;0;0;0;0
2020-07-13 03:45:00;5;3;4;2;0;0;0;0;0;0;0;0
2020-07-13 04:00:00;3;1;5;2;0;0;0;0;0;0;0;0
2020-07-13 04:15:00;10;3;8;3;0;0;0;0;0;0;0;0
2020-07-13 04:30:00;10;3;12;5;0;0;0;0;0;0;0;0
2020-07-13 04:45:00;13;4;10;10;0;0;0;0;0;0;0;0
2020-07-13 05:00:00;18;7;14;13;0;0;0;0;0;0;0;0
2020-07-13 05:15:00;30;14;24;21;0;0;0;0;0;0;0;0
2020-07-13 05:30:00;59;22;34;33;0;0;0;0;0;0;0;0
2020-07-13 05:45:00;77;31;43;47;0;0;0;0;0;0;0;0
2020-07-13 06:00:00;58;28;41;39;0;0;0;0;0;0;0;0
2020-07-13 06:15:00;70;34;60;62;0;0;0;0;0;0;0;0
2020-07-13 06:30:00;86;41;59;75;0;0;0;0;3;3;0;0
2020-07-13 06:45:00;117;67;58;79;0;37;0;1;11;0;2;0
2020-07-13 07:00:00;104;49;55;66;0;2;0;2;32;3;3;0
2020-07-13 07:15:00;106;60;82;87;0;0;0;0;0;31;0;0
2020-07-13 07:30:00;143;93;90;110;3;22;0;18;18;7;11;0
2020-07-13 07:45:00;134;89;88;120;14;11;0;0;9;17;0;0
2020-07-13 08:00:00;135;70;72;78;40;21;0;1;24;27;2;0
2020-07-13 08:15:00;119;64;83;87;5;6;0;0;9;7;0;0
2020-07-13 08:30:00;118;62;73;61;4;13;3;0;11;15;3;1
2020-07-13 08:45:00;121;55;52;62;17;16;3;7;12;12;6;2
2020-07-13 09:00:00;119;74;78;68;14;5;0;0;1;7;0;0
2020-07-13 09:15:00;109;81;82;84;0;1;0;0;1;10;0;0
2020-07-13 09:30:00;102;75;66;75;9;17;2;0;6;1;0;3
2020-07-13 09:45:00;134;78;76;69;25;7;0;0;11;27;0;0
2020-07-13 10:00:00;105;71;84;67;12;14;2;0;22;32;1;0
2020-07-13 10:15:00;115;48;75;78;4;6;0;0;12;16;0;0
2020-07-13 10:30:00;119;76;89;100;15;4;0;0;9;19;0;3
2020-07-13 10:45:00;124;73;75;93;9;2;0;0;6;34;0;2
2020-07-13 11:00:00;101;84;84;91;2;10;0;0;38;17;0;2
2020-07-13 11:15:00;99;57;75;81;39;12;0;0;6;26;0;0
2020-07-13 11:30:00;110;70;94;103;10;4;1;0;10;18;1;0
2020-07-13 11:45:00;105;72;94;84;9;0;0;0;5;20;0;0
2020-07-13 12:00:00;120;76;96;113;9;6;0;0;20;5;0;0
2020-07-13 12:15:00;122;81;89;98;6;0;0;0;8;34;6;0
2020-07-13 12:30:00;94;60;83;108;15;0;0;0;14;7;0;0
2020-07-13 12:45:00;118;73;92;88;5;6;0;0;2;28;0;3
2020-07-13 13:00:00;104;54;82;91;19;5;0;0;2;81;2;0
2020-07-13 13:15:00;98;59;88;106;6;2;0;0;12;4;0;0
2020-07-13 13:30:00;109;62;85;109;10;1;2;0;2;16;0;9
2020-07-13 13:45:00;119;82;78;89;16;4;0;0;9;16;0;0
2020-07-13 14:00:00;115;83;78;84;2;13;0;5;80;13;0;0
2020-07-13 14:15:00;142;96;81;127;15;32;0;0;3;15;0;0
2020-07-13 14:30:00;108;79;96;111;29;4;2;0;26;16;0;0
2020-07-13 14:45:00;124;85;103;106;37;10;0;4;39;12;23;0
2020-07-13 15:00:00;132;94;105;123;33;2;0;0;8;18;0;0
2020-07-13 15:15:00;109;93;110;125;23;41;0;0;40;33;0;2
2020-07-13 15:30:00;118;93;109;124;15;5;0;0;11;13;0;3
2020-07-13 15:45:00;151;112;104;147;12;12;0;0;25;25;0;0
2020-07-13 16:00:00;118;99;127;172;13;13;4;0;55;18;0;0
2020-07-13 16:15:00;142;106;113;129;16;16;0;0;46;93;14;0
2020-07-13 16:30:00;137;79;130;160;65;4;1;0;7;39;0;0
2020-07-13 16:45:00;117;103;104;122;17;17;0;0;15;27;3;0
2020-07-13 17:00:00;118;84;113;153;40;11;0;0;25;10;5;0
2020-07-13 17:15:00;127;107;109;129;61;9;5;0;26;84;0;3
2020-07-13 17:30:00;146;90;107;140;33;18;0;0;21;14;3;0
2020-07-13 17:45:00;104;85;82;108;11;24;1;2;27;24;0;0
2020-07-13 18:00:00;105;87;90;119;21;41;0;0;28;28;0;0
2020-07-13 18:15:00;100;55;89;88;14;15;0;0;22;31;0;4
2020-07-13 18:30:00;108;66;88;84;8;2;0;0;1;36;0;0
2020-07-13 18:45:00;93;65;78;102;26;4;0;0;10;37;0;0
2020-07-13 19:00:00;75;64;92;93;13;21;4;0;30;48;0;9
2020-07-13 19:15:00;77;54;67;74;6;6;0;0;78;2;2;0
2020-07-13 19:30:00;77;49;72;60;3;4;0;0;0;26;0;0
