DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2019-08-27 00:00:00;0;3;7;2;3;3;1;3;2;3;2;3;2
2019-08-27 00:15:00;0;7;3;2;4;9;2;10;2;1;7;8;5
2019-08-27 00:30:00;0;10;6;2;7;6;2;6;2;0;9;8;2
2019-08-27 00:45:00;0;6;3;0;0;5;3;4;0;0;7;8;2
2019-08-27 01:00:00;0;2;2;0;1;4;0;7;2;1;4;6;0
2019-08-27 01:15:00;0;8;4;1;0;2;3;6;2;0;3;2;2
2019-08-27 01:30:00;0;2;3;1;4;4;3;3;1;0;3;1;0
2019-08-27 01:45:00;0;2;0;0;0;3;5;4;1;0;3;2;1
2019-08-27 02:00:00;0;2;0;0;1;4;0;3;1;0;3;3;2
2019-08-27 02:15:00;0;2;1;1;2;1;1;1;0;1;5;2;2
2019-08-27 02:30:00;0;1;0;0;3;1;0;3;1;1;4;3;0
2019-08-27 02:45:00;0;3;0;0;0;1;0;1;1;0;2;1;1
2019-08-27 03:00:00;0;3;2;0;3;5;0;3;1;3;2;1;5
2019-08-27 03:15:00;0;1;0;0;1;0;0;0;0;1;2;2;3
2019-08-27 03:30:00;0;2;1;0;0;2;1;1;0;0;1;4;1
2019-08-27 03:45:00;0;0;1;0;1;2;0;3;1;1;4;5;1
2019-08-27 04:00:00;0;4;0;0;0;1;0;4;1;1;6;3;1
2019-08-27 04:15:00;0;7;2;0;3;8;4;5;1;0;9;7;3
2019-08-27 04:30:00;0;4;6;0;5;9;3;7;3;2;13;7;4
2019-08-27 04:45:00;0;7;2;0;2;11;2;16;6;4;14;13;7
2019-08-27 05:00:00;0;10;6;2;4;14;7;15;9;6;25;26;2
2019-08-27 05:15:00;0;12;9;0;8;21;9;31;13;2;46;60;12
2019-08-27 05:30:00;0;17;14;1;21;33;13;40;35;3;50;44;16
2019-08-27 05:45:00;0;27;23;0;31;61;10;49;54;5;47;59;24
2019-08-27 06:00:00;0;21;16;2;33;50;15;45;40;5;56;50;22
2019-08-27 06:15:00;0;35;21;3;33;44;18;65;66;9;63;61;29
2019-08-27 06:30:00;0;34;34;3;18;39;15;91;89;2;66;87;32
2019-08-27 06:45:00;0;38;31;1;25;47;11;91;82;12;74;76;42
2019-08-27 07:00:00;0;35;29;5;35;43;12;96;95;8;77;62;33
2019-08-27 07:15:00;0;36;32;3;28;38;17;80;67;5;71;82;36
2019-08-27 07:30:00;0;47;33;5;25;45;18;89;87;6;71;80;39
2019-08-27 07:45:00;0;38;25;2;39;55;13;96;106;14;76;93;41
2019-08-27 08:00:00;0;41;35;5;26;41;15;85;82;12;63;61;34
2019-08-27 08:15:00;0;49;45;6;40;48;13;79;78;16;57;60;44
2019-08-27 08:30:00;0;48;31;7;29;43;10;67;52;11;63;78;33
2019-08-27 08:45:00;0;57;44;8;37;53;20;55;55;12;52;55;42
2019-08-27 09:00:00;0;51;38;11;37;41;18;53;39;12;50;44;39
