DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-04-16 00:00:00;5;0;0;3;2;5;1
2020-04-16 00:15:00;1;1;0;0;0;9;4
2020-04-16 00:30:00;2;2;0;0;0;5;2
2020-04-16 00:45:00;3;1;1;2;3;4;0
2020-04-16 01:00:00;1;0;0;0;1;4;1
2020-04-16 01:15:00;3;0;0;3;2;3;0
2020-04-16 01:30:00;3;2;0;1;1;3;0
2020-04-16 01:45:00;6;1;0;0;0;1;1
2020-04-16 02:00:00;2;1;1;1;2;4;4
2020-04-16 02:15:00;1;1;0;1;1;2;1
2020-04-16 02:30:00;4;5;0;1;1;0;0
2020-04-16 02:45:00;2;1;0;0;0;2;1
2020-04-16 03:00:00;4;1;0;4;4;1;2
2020-04-16 03:15:00;3;0;0;0;0;3;0
2020-04-16 03:30:00;1;2;1;0;2;6;0
2020-04-16 03:45:00;5;4;0;0;1;6;0
2020-04-16 04:00:00;3;3;0;0;0;3;1
2020-04-16 04:15:00;8;8;2;0;0;2;0
2020-04-16 04:30:00;4;7;0;4;4;8;2
2020-04-16 04:45:00;12;9;0;2;2;11;5
2020-04-16 05:00:00;20;15;0;0;1;19;8
2020-04-16 05:15:00;26;21;1;3;3;32;14
2020-04-16 05:30:00;35;40;1;3;8;62;51
2020-04-16 05:45:00;40;38;3;2;13;69;43
2020-04-16 06:00:00;55;55;6;1;10;41;45
2020-04-16 06:15:00;44;43;3;9;19;75;70
2020-04-16 06:30:00;60;54;5;7;23;94;69
2020-04-16 06:45:00;70;71;4;6;17;93;96
2020-04-16 07:00:00;57;51;2;13;28;84;85
2020-04-16 07:15:00;50;49;4;10;22;86;97
2020-04-16 07:30:00;63;43;2;11;16;85;102
2020-04-16 07:45:00;74;43;4;8;20;95;113
2020-04-16 08:00:00;56;35;4;10;13;76;83
2020-04-16 08:15:00;61;41;3;4;10;70;77
2020-04-16 08:30:00;58;43;4;5;14;64;83
2020-04-16 08:45:00;79;36;2;8;19;50;68
2020-04-16 09:00:00;61;28;2;9;15;65;70
2020-04-16 09:15:00;82;39;3;6;13;52;70
2020-04-16 09:30:00;85;46;5;5;14;63;60
2020-04-16 09:45:00;74;41;6;8;16;64;79
2020-04-16 10:00:00;77;42;6;7;23;51;47
2020-04-16 10:15:00;93;54;6;12;23;65;46
2020-04-16 10:30:00;87;42;2;9;22;79;61
2020-04-16 10:45:00;86;38;5;13;17;70;52
2020-04-16 11:00:00;73;58;6;9;17;64;55
2020-04-16 11:15:00;131;29;3;12;21;65;53
2020-04-16 11:30:00;136;44;6;12;17;57;69
2020-04-16 11:45:00;108;40;7;10;25;58;54
2020-04-16 12:00:00;95;62;6;13;26;48;44
2020-04-16 12:15:00;87;101;4;12;30;69;59
2020-04-16 12:30:00;71;88;7;8;23;58;53
2020-04-16 12:45:00;76;90;4;14;16;64;53
2020-04-16 13:00:00;78;96;5;5;26;64;60
2020-04-16 13:15:00;64;58;7;10;28;52;51
2020-04-16 13:30:00;96;58;8;12;26;60;45
2020-04-16 13:45:00;91;61;4;10;29;83;77
2020-04-16 14:00:00;109;76;5;13;22;70;57
2020-04-16 14:15:00;111;88;4;4;42;71;79
2020-04-16 14:30:00;106;74;8;10;22;54;56
2020-04-16 14:45:00;109;87;9;7;23;59;55
2020-04-16 15:00:00;114;71;4;12;28;63;55
2020-04-16 15:15:00;106;73;9;17;21;57;56
2020-04-16 15:30:00;125;75;3;19;24;70;61
2020-04-16 15:45:00;104;71;5;12;26;61;74
2020-04-16 16:00:00;132;84;6;15;24;62;58
2020-04-16 16:15:00;128;63;6;12;31;80;75
2020-04-16 16:30:00;122;87;5;19;29;73;72
2020-04-16 16:45:00;94;71;6;19;31;65;63
2020-04-16 17:00:00;104;87;0;13;31;75;62
2020-04-16 17:15:00;98;81;5;12;24;63;66
2020-04-16 17:30:00;88;70;0;21;26;62;56
2020-04-16 17:45:00;78;61;2;18;33;51;51
2020-04-16 18:00:00;82;52;7;18;43;72;52
2020-04-16 18:15:00;71;55;8;18;30;44;38
2020-04-16 18:30:00;64;43;6;11;20;47;36
2020-04-16 18:45:00;64;41;2;8;15;33;41
2020-04-16 19:00:00;62;35;3;9;17;42;26
2020-04-16 19:15:00;52;31;3;7;18;46;40
2020-04-16 19:30:00;42;29;4;8;23;39;21
2020-04-16 19:45:00;40;23;4;10;18;34;24
2020-04-16 20:00:00;48;19;3;5;22;43;20
2020-04-16 20:15:00;29;13;1;11;11;35;17
2020-04-16 20:30:00;22;16;1;4;12;28;19
2020-04-16 20:45:00;29;17;3;8;16;26;7
2020-04-16 21:00:00;27;17;7;7;14;24;13
2020-04-16 21:15:00;30;15;1;3;10;34;15
2020-04-16 21:30:00;25;12;3;3;8;35;28
2020-04-16 21:45:00;33;18;1;5;5;10;9
2020-04-16 22:00:00;50;20;1;5;7;17;14
2020-04-16 22:15:00;16;5;4;3;9;13;6
2020-04-16 22:30:00;12;6;2;3;5;9;8
2020-04-16 22:45:00;11;4;2;1;5;15;5
2020-04-16 23:00:00;6;1;0;1;2;10;1
2020-04-16 23:15:00;6;2;1;2;3;9;3
2020-04-16 23:30:00;4;4;1;1;2;10;0
2020-04-16 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
