2020-04-15 00:00:00;4;3;4;4;0;0
2020-04-15 00:15:00;5;6;6;7;0;0
2020-04-15 00:30:00;4;3;3;3;0;0
2020-04-15 00:45:00;3;7;1;0;0;0
2020-04-15 01:00:00;6;3;2;0;0;0
2020-04-15 01:15:00;3;2;6;4;0;0
2020-04-15 01:30:00;3;0;2;0;0;0
2020-04-15 01:45:00;4;3;2;1;0;0
2020-04-15 02:00:00;5;0;2;1;0;0
2020-04-15 02:15:00;5;4;2;1;0;0
2020-04-15 02:30:00;6;4;4;3;0;0
2020-04-15 02:45:00;0;1;5;4;0;0
2020-04-15 03:00:00;5;5;3;3;0;0
2020-04-15 03:15:00;3;2;5;3;0;0
2020-04-15 03:30:00;7;5;5;2;0;0
2020-04-15 03:45:00;7;0;4;3;0;0
2020-04-15 04:00:00;7;4;7;2;0;0
2020-04-15 04:15:00;15;7;4;4;0;0
2020-04-15 04:30:00;7;7;8;2;0;0
2020-04-15 04:45:00;12;8;18;7;0;0
2020-04-15 05:00:00;30;13;22;12;0;0
2020-04-15 05:15:00;29;25;40;23;0;0
2020-04-15 05:30:00;31;26;72;63;1;0
2020-04-15 05:45:00;41;39;63;43;0;0
2020-04-15 06:00:00;67;58;81;58;0;0
2020-04-15 06:15:00;45;41;83;58;0;0
2020-04-15 06:30:00;20;83;103;91;0;0
2020-04-15 06:45:00;26;63;97;73;4;0
2020-04-15 07:00:00;59;49;93;85;0;0
2020-04-15 07:15:00;78;67;90;72;3;0
2020-04-15 07:30:00;53;50;92;101;2;0
2020-04-15 07:45:00;76;63;94;76;0;0
2020-04-15 08:00:00;38;34;61;55;0;0
2020-04-15 08:15:00;10;7;6;7;0;0
2020-04-15 08:30:00;57;32;82;60;0;0
2020-04-15 08:45:00;65;57;74;48;2;0
2020-04-15 09:00:00;52;41;59;45;0;0
2020-04-15 09:15:00;72;60;77;55;0;0
2020-04-15 09:30:00;77;57;80;49;0;0
2020-04-15 09:45:00;82;58;80;58;8;0
2020-04-15 10:00:00;68;48;80;60;1;0
2020-04-15 10:15:00;67;49;75;45;2;0
2020-04-15 10:30:00;73;51;78;42;9;0
2020-04-15 10:45:00;98;83;83;56;9;0
2020-04-15 11:00:00;83;66;58;53;6;0
2020-04-15 11:15:00;78;64;70;48;17;0
2020-04-15 11:30:00;79;78;70;46;3;0
2020-04-15 11:45:00;85;62;79;45;2;0
2020-04-15 12:00:00;81;82;71;58;10;0
2020-04-15 12:15:00;72;72;60;30;8;0
2020-04-15 12:30:00;76;91;69;54;29;20
2020-04-15 12:45:00;74;58;71;55;7;0
2020-04-15 13:00:00;72;62;69;61;10;0
2020-04-15 13:15:00;78;65;70;46;7;2
2020-04-15 13:30:00;93;91;74;66;20;0
2020-04-15 13:45:00;91;73;76;68;6;0
2020-04-15 14:00:00;103;93;84;60;4;0
2020-04-15 14:15:00;118;121;74;73;11;0
2020-04-15 14:30:00;107;101;76;61;5;3
2020-04-15 14:45:00;93;84;72;55;2;0
2020-04-15 15:00:00;97;98;92;61;7;0
2020-04-15 15:15:00;104;105;67;62;13;0
2020-04-15 15:30:00;101;114;93;81;6;0
2020-04-15 15:45:00;96;106;60;55;2;0
2020-04-15 16:00:00;132;151;82;75;29;0
2020-04-15 16:15:00;99;122;75;57;43;13
2020-04-15 16:30:00;117;108;89;66;19;0
2020-04-15 16:45:00;90;101;82;71;31;0
2020-04-15 17:00:00;124;107;74;72;5;0
2020-04-15 17:15:00;76;99;66;55;1;0
2020-04-15 17:30:00;78;88;59;48;6;0
2020-04-15 17:45:00;92;79;73;56;20;0
2020-04-15 18:00:00;68;68;51;41;48;7
2020-04-15 18:15:00;73;68;57;24;40;0
2020-04-15 18:30:00;76;63;64;45;33;0
2020-04-15 18:45:00;37;49;46;40;8;0
2020-04-15 19:00:00;67;46;58;30;54;2
2020-04-15 19:15:00;39;29;43;37;7;0
2020-04-15 19:30:00;45;25;43;32;6;0
2020-04-15 19:45:00;49;40;32;20;3;0
2020-04-15 20:00:00;33;26;37;18;0;0
2020-04-15 20:15:00;28;26;32;26;2;0
2020-04-15 20:30:00;28;28;31;21;0;0
2020-04-15 20:45:00;21;16;26;15;0;0
2020-04-15 21:00:00;20;16;29;20;0;0
2020-04-15 21:15:00;24;21;30;16;42;0
2020-04-15 21:30:00;21;16;29;25;1;0
2020-04-15 21:45:00;27;18;24;12;0;0
2020-04-15 22:00:00;40;40;23;13;0;0
2020-04-15 22:15:00;16;16;17;6;0;0
2020-04-15 22:30:00;21;7;19;11;0;0
2020-04-15 22:45:00;6;7;10;7;0;0
2020-04-15 23:00:00;14;9;12;8;0;0
2020-04-15 23:15:00;7;4;6;5;0;0
2020-04-15 23:30:00;2;6;18;7;0;0
2020-04-15 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
