DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-03-05 00:00:00;11;3;2;1;1;8;8;3;4;1;0;0;1
2020-03-05 00:15:00;7;4;3;2;1;7;7;4;3;5;6;2;4
2020-03-05 00:30:00;11;0;0;1;1;6;3;2;1;5;2;0;0
2020-03-05 00:45:00;4;2;0;1;2;6;5;3;3;3;4;4;0
2020-03-05 01:00:00;8;0;0;1;2;5;6;1;0;2;2;2;0
2020-03-05 01:15:00;3;0;3;0;0;9;10;4;2;2;0;0;3
2020-03-05 01:30:00;3;1;0;0;1;5;2;3;2;2;3;0;0
2020-03-05 01:45:00;4;0;0;2;2;8;0;0;0;2;4;1;0
2020-03-05 02:00:00;3;1;1;0;2;7;2;2;1;2;1;0;1
2020-03-05 02:15:00;4;1;0;2;1;9;4;1;1;1;2;2;0
2020-03-05 02:30:00;4;1;2;2;2;12;11;0;0;1;1;0;2
2020-03-05 02:45:00;10;1;1;0;2;11;9;1;0;2;1;0;2
2020-03-05 03:00:00;1;5;0;1;2;5;5;3;1;3;2;0;1
2020-03-05 03:15:00;8;0;0;1;0;4;5;1;0;2;1;1;0
2020-03-05 03:30:00;5;0;0;1;1;9;10;2;3;1;4;2;0
2020-03-05 03:45:00;6;1;1;2;5;4;2;1;1;0;0;0;1
2020-03-05 04:00:00;6;0;3;4;5;9;9;1;1;1;1;0;3
2020-03-05 04:15:00;12;3;2;2;4;22;6;0;0;3;3;0;4
2020-03-05 04:30:00;7;3;1;3;9;24;7;4;0;0;1;1;1
2020-03-05 04:45:00;11;5;2;2;9;24;19;4;3;2;2;2;2
2020-03-05 05:00:00;29;13;2;5;10;26;28;11;6;3;3;1;2
2020-03-05 05:15:00;28;19;7;15;21;26;26;19;3;3;3;1;8
2020-03-05 05:30:00;31;27;5;21;27;52;46;15;4;6;5;1;5
2020-03-05 05:45:00;33;34;6;23;29;66;66;30;13;6;3;2;7
2020-03-05 06:00:00;39;27;10;33;25;59;67;24;11;6;6;3;10
2020-03-05 06:15:00;19;21;4;14;23;26;36;15;10;1;0;0;3
2020-03-05 06:30:00;53;47;16;46;56;69;86;50;39;19;17;6;13
2020-03-05 06:45:00;60;60;14;91;59;111;121;81;57;26;14;2;12
2020-03-05 07:00:00;65;62;21;56;53;91;92;73;50;28;15;8;18
2020-03-05 07:15:00;78;90;25;74;60;118;119;85;75;35;23;9;20
2020-03-05 07:30:00;60;72;19;99;60;97;117;91;64;43;22;15;20
2020-03-05 07:45:00;72;64;18;120;53;107;152;117;108;52;25;9;16
2020-03-05 08:00:00;57;44;24;126;54;96;149;109;92;50;33;16;18
2020-03-05 08:15:00;59;49;20;109;50;108;129;103;92;56;40;11;18
2020-03-05 08:30:00;70;57;13;112;45;121;116;102;87;61;31;21;12
2020-03-05 08:45:00;48;47;24;106;26;101;115;98;75;57;38;17;21
2020-03-05 09:00:00;79;72;23;75;33;85;89;74;58;47;38;20;21
2020-03-05 09:15:00;66;46;17;90;41;75;88;80;62;66;50;21;19
2020-03-05 09:30:00;74;43;32;81;44;90;80;78;54;56;58;25;27
2020-03-05 09:45:00;70;56;20;88;38;87;70;70;57;75;57;21;16
2020-03-05 10:00:00;67;61;26;77;31;70;64;60;41;79;55;16;28
2020-03-05 10:15:00;78;54;21;69;44;65;77;69;41;84;69;21;19
2020-03-05 10:30:00;70;61;18;75;39;82;80;67;46;85;69;34;17
2020-03-05 10:45:00;70;63;21;64;38;86;79;72;37;90;82;26;22
2020-03-05 11:00:00;78;55;29;53;26;69;77;49;36;75;64;22;27
2020-03-05 11:15:00;84;64;14;58;33;90;86;57;40;94;75;32;14
2020-03-05 11:30:00;73;45;19;64;29;70;87;67;45;69;78;29;18
2020-03-05 11:45:00;76;64;17;62;44;69;83;64;53;80;60;28;16
2020-03-05 12:00:00;91;74;17;82;30;80;87;60;54;89;68;37;16
2020-03-05 12:15:00;74;67;14;58;36;69;65;51;47;93;77;39;14
2020-03-05 12:30:00;94;83;19;56;40;75;80;60;51;104;78;39;18
2020-03-05 12:45:00;75;72;11;61;46;89;84;58;46;104;71;32;10
2020-03-05 13:00:00;81;78;22;64;31;88;81;70;43;93;69;32;20
2020-03-05 13:15:00;84;72;15;43;36;80;83;62;51;95;67;31;17
2020-03-05 13:30:00;69;63;10;76;40;89;81;66;45;88;73;21;8
2020-03-05 13:45:00;77;64;12;74;34;80;82;56;43;86;50;26;12
2020-03-05 14:00:00;3;4;0;1;0;2;5;3;3;0;2;1;0
2020-03-05 14:15:00;61;53;12;50;32;77;85;55;31;69;60;17;11
2020-03-05 14:30:00;77;67;29;72;38;100;110;62;49;94;71;21;28
2020-03-05 14:45:00;76;71;26;71;35;89;102;73;40;79;65;16;24
2020-03-05 15:00:00;92;75;22;67;43;82;88;58;43;94;65;25;19
2020-03-05 15:15:00;97;105;30;54;37;93;97;67;46;93;71;25;26
2020-03-05 15:30:00;86;83;31;80;42;100;98;55;43;102;64;27;27
2020-03-05 15:45:00;93;84;35;76;46;100;119;64;59;103;88;31;30
2020-03-05 16:00:00;99;96;31;64;25;104;96;57;46;133;90;30;31
2020-03-05 16:15:00;88;94;30;81;34;106;98;62;54;118;77;31;26
2020-03-05 16:30:00;79;87;30;76;29;106;90;66;47;110;95;28;21
2020-03-05 16:45:00;95;105;34;83;30;112;102;64;48;126;94;31;31
2020-03-05 17:00:00;106;118;32;75;34;100;92;66;52;124;85;28;30
2020-03-05 17:15:00;105;106;25;61;32;102;84;73;60;150;94;29;24
2020-03-05 17:30:00;87;97;36;63;28;92;84;52;44;149;96;32;31
2020-03-05 17:45:00;71;69;31;47;39;90;74;69;51;122;89;28;26
2020-03-05 18:00:00;84;65;29;60;34;89;65;54;38;134;95;28;25
2020-03-05 18:15:00;75;52;31;45;29;71;54;53;36;105;71;27;27
2020-03-05 18:30:00;71;60;13;50;31;67;47;48;33;116;73;26;12
2020-03-05 18:45:00;55;34;23;25;26;61;53;37;33;101;65;16;23
2020-03-05 19:00:00;45;30;22;32;30;49;52;32;24;82;58;17;20
2020-03-05 19:15:00;42;30;11;29;27;50;51;36;26;75;46;23;11
2020-03-05 19:30:00;42;20;10;22;28;40;36;24;20;74;52;17;10
2020-03-05 19:45:00;34;15;19;31;23;45;33;14;12;59;43;10;19
2020-03-05 20:00:00;26;17;12;20;22;34;28;15;12;48;42;17;12
2020-03-05 20:15:00;33;16;7;21;25;50;42;22;14;30;33;8;7
2020-03-05 20:30:00;21;7;7;9;17;33;28;12;13;29;23;6;6
2020-03-05 20:45:00;33;18;11;9;13;39;35;16;14;14;13;5;9
2020-03-05 21:00:00;23;11;4;14;14;36;27;12;7;16;13;5;5
2020-03-05 21:15:00;30;7;8;12;16;30;27;12;12;26;15;4;8
2020-03-05 21:30:00;23;11;4;13;15;23;24;14;12;18;14;3;4
2020-03-05 21:45:00;18;6;5;12;11;40;42;19;16;25;10;5;5
2020-03-05 22:00:00;22;13;6;11;15;33;18;10;8;12;7;4;5
2020-03-05 22:15:00;22;14;4;6;7;26;31;17;9;19;14;3;5
2020-03-05 22:30:00;19;8;7;12;9;28;33;11;7;12;12;7;7
