DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-04-18 00:00:00;4;3;2;1;0;3;0;3
2020-04-18 00:15:00;2;0;0;3;3;4;0;5
2020-04-18 00:30:00;0;1;1;4;0;1;0;1
2020-04-18 00:45:00;2;3;0;2;1;0;0;3
2020-04-18 01:00:00;2;3;1;0;1;1;0;2
2020-04-18 01:15:00;1;1;0;1;1;0;0;1
2020-04-18 01:30:00;1;0;0;1;1;3;0;0
2020-04-18 01:45:00;0;1;1;2;2;0;0;0
2020-04-18 02:00:00;1;2;0;0;0;0;0;0
2020-04-18 02:15:00;3;1;0;0;2;0;0;0
2020-04-18 02:30:00;0;0;0;0;0;0;0;1
2020-04-18 02:45:00;0;0;0;1;0;0;0;0
2020-04-18 03:00:00;1;3;2;1;1;0;0;0
2020-04-18 03:15:00;2;2;1;0;0;0;0;0
2020-04-18 03:30:00;1;0;0;0;0;0;0;0
2020-04-18 03:45:00;0;0;0;0;0;1;0;0
2020-04-18 04:00:00;1;2;2;2;2;0;0;0
2020-04-18 04:15:00;2;1;0;0;0;0;0;1
2020-04-18 04:30:00;0;1;1;1;0;0;0;1
2020-04-18 04:45:00;3;0;0;1;1;2;0;1
2020-04-18 05:00:00;2;4;1;4;1;2;0;2
2020-04-18 05:15:00;7;2;1;2;4;1;0;0
2020-04-18 05:30:00;6;7;2;6;3;6;0;2
2020-04-18 05:45:00;6;6;4;6;5;3;0;5
2020-04-18 06:00:00;3;3;4;4;1;7;0;5
2020-04-18 06:15:00;3;7;5;6;6;7;0;6
2020-04-18 06:30:00;16;4;3;8;10;8;0;8
2020-04-18 06:45:00;10;7;9;7;13;3;0;11
2020-04-18 07:00:00;7;6;3;4;2;5;0;5
2020-04-18 07:15:00;9;10;4;10;9;7;0;3
2020-04-18 07:30:00;11;6;1;6;8;8;0;2
2020-04-18 07:45:00;13;11;6;7;9;5;0;8
2020-04-18 08:00:00;10;9;6;7;6;5;0;5
2020-04-18 08:15:00;11;13;6;14;27;6;0;8
2020-04-18 08:30:00;13;14;9;8;7;6;0;9
2020-04-18 08:45:00;10;15;7;7;9;10;0;12
2020-04-18 09:00:00;18;20;12;13;6;5;0;8
2020-04-18 09:15:00;10;15;7;16;9;11;0;16
2020-04-18 09:30:00;20;19;15;14;15;7;0;18
