DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-04-13 00:00:00;2;2;3;2;1;3;0;0;0
2020-04-13 00:15:00;2;2;2;1;1;2;0;0;0
2020-04-13 00:30:00;2;2;0;0;0;2;0;0;0
2020-04-13 00:45:00;0;2;2;1;1;1;1;0;0
2020-04-13 01:00:00;1;2;1;2;2;3;2;0;0
2020-04-13 01:15:00;2;1;1;0;0;0;0;1;1
2020-04-13 01:30:00;2;1;1;1;1;0;0;0;0
2020-04-13 01:45:00;0;2;3;1;0;0;0;0;0
2020-04-13 02:00:00;0;0;0;0;1;6;2;0;0
2020-04-13 02:15:00;1;0;0;0;0;1;0;0;0
2020-04-13 02:30:00;0;1;0;0;0;1;0;0;0
2020-04-13 02:45:00;1;2;1;1;1;1;1;0;0
2020-04-13 03:00:00;0;0;0;0;0;0;0;1;1
2020-04-13 03:15:00;1;2;1;0;0;0;0;0;0
2020-04-13 03:30:00;0;0;0;0;0;2;0;0;0
2020-04-13 03:45:00;0;0;2;1;0;1;2;0;0
2020-04-13 04:00:00;1;2;1;1;0;3;2;0;0
2020-04-13 04:15:00;2;2;3;0;0;0;0;0;0
2020-04-13 04:30:00;0;0;0;0;0;2;1;0;0
2020-04-13 04:45:00;1;1;2;2;1;1;1;0;0
2020-04-13 05:00:00;2;1;1;0;0;1;1;0;0
2020-04-13 05:15:00;3;1;0;0;0;3;2;0;0
2020-04-13 05:30:00;3;5;2;1;1;1;2;1;1
2020-04-13 05:45:00;7;7;4;1;1;4;1;0;0
2020-04-13 06:00:00;3;0;4;0;0;5;5;0;0
2020-04-13 06:15:00;1;5;4;2;1;5;2;2;2
2020-04-13 06:30:00;3;1;1;0;1;5;3;0;0
2020-04-13 06:45:00;3;5;2;0;0;5;3;0;0
2020-04-13 07:00:00;3;0;0;0;0;6;0;0;0
2020-04-13 07:15:00;2;5;4;2;2;3;1;0;0
2020-04-13 07:30:00;4;6;5;5;0;4;5;0;1
2020-04-13 07:45:00;3;2;2;3;1;6;3;2;1
2020-04-13 08:00:00;8;3;4;3;3;9;2;1;1
2020-04-13 08:15:00;5;3;2;0;0;9;1;1;1
2020-04-13 08:30:00;6;2;7;3;3;6;5;3;3
2020-04-13 08:45:00;7;3;4;1;2;7;4;6;6
2020-04-13 09:00:00;8;5;7;1;3;8;4;2;2
2020-04-13 09:15:00;5;0;10;2;2;12;8;2;4
2020-04-13 09:30:00;10;6;10;3;3;15;6;7;6
2020-04-13 09:45:00;17;5;8;3;6;17;9;4;5
2020-04-13 10:00:00;12;6;10;4;8;14;12;6;8
2020-04-13 10:15:00;16;6;7;3;4;13;4;3;9
2020-04-13 10:30:00;11;20;12;7;6;18;6;4;5
2020-04-13 10:45:00;16;22;16;9;6;20;8;3;6
2020-04-13 11:00:00;16;10;11;7;7;19;10;7;3
2020-04-13 11:15:00;12;24;14;7;8;19;11;3;5
2020-04-13 11:30:00;17;19;19;7;7;21;11;12;11
2020-04-13 11:45:00;14;17;14;6;6;21;11;2;3
2020-04-13 12:00:00;22;15;10;6;8;20;7;2;2
2020-04-13 12:15:00;19;19;23;7;8;19;15;5;9
2020-04-13 12:30:00;20;17;21;5;7;21;12;10;3
2020-04-13 12:45:00;23;20;17;11;13;36;16;6;6
2020-04-13 13:00:00;24;20;22;7;7;26;17;7;6
2020-04-13 13:15:00;32;16;25;6;7;39;21;5;12
2020-04-13 13:30:00;24;19;24;9;9;27;16;8;10
2020-04-13 13:45:00;17;25;25;14;8;25;19;2;5
2020-04-13 14:00:00;21;16;22;8;8;24;15;13;8
2020-04-13 14:15:00;24;24;21;5;10;25;20;4;8
2020-04-13 14:30:00;20;17;15;7;11;24;14;4;6
2020-04-13 14:45:00;19;27;31;7;14;31;24;13;11
2020-04-13 15:00:00;25;24;13;6;7;31;12;7;6
2020-04-13 15:15:00;22;23;25;9;12;28;21;5;8
2020-04-13 15:30:00;23;12;18;7;11;29;15;4;7
2020-04-13 15:45:00;29;32;20;13;15;40;15;8;4
2020-04-13 16:00:00;23;26;31;7;11;24;17;9;4
2020-04-13 16:15:00;18;18;24;7;11;31;10;3;6
2020-04-13 16:30:00;22;25;19;7;13;33;22;3;3
2020-04-13 16:45:00;19;26;22;11;11;33;11;3;6
2020-04-13 17:00:00;28;24;11;6;7;20;13;2;7
2020-04-13 17:15:00;23;21;23;7;4;35;22;7;11
2020-04-13 17:30:00;24;27;24;9;10;32;11;8;5
2020-04-13 17:45:00;34;32;64;15;16;27;20;13;25
2020-04-13 18:00:00;33;20;19;6;9;19;12;1;13
2020-04-13 18:15:00;21;28;26;16;9;19;13;5;5
2020-04-13 18:30:00;30;22;31;13;12;22;19;6;15
2020-04-13 18:45:00;18;29;19;6;7;28;14;9;10
2020-04-13 19:00:00;29;20;18;11;11;28;16;9;19
2020-04-13 19:15:00;32;14;16;6;10;27;24;6;16
2020-04-13 19:30:00;17;20;18;9;13;26;14;7;13
2020-04-13 19:45:00;24;26;20;9;8;18;6;3;5
2020-04-13 20:00:00;20;18;18;6;10;22;17;3;10
2020-04-13 20:15:00;15;14;6;4;7;14;12;8;11
2020-04-13 20:30:00;17;13;14;6;5;15;13;3;8
2020-04-13 20:45:00;19;15;13;8;8;16;7;7;11
2020-04-13 21:00:00;17;12;9;2;3;13;8;6;5
2020-04-13 21:15:00;10;16;10;5;7;12;7;2;3
2020-04-13 21:30:00;8;11;8;5;4;12;2;2;3
2020-04-13 21:45:00;16;15;5;3;1;2;7;1;2
2020-04-13 22:00:00;8;9;4;3;4;9;6;1;2
2020-04-13 22:15:00;10;14;10;3;2;11;6;1;4
2020-04-13 22:30:00;11;6;8;3;2;5;4;3;7
2020-04-13 22:45:00;6;4;2;0;1;3;2;1;1
2020-04-13 23:00:00;6;4;6;2;1;3;3;0;2
2020-04-13 23:15:00;9;8;3;1;0;1;1;0;2
2020-04-13 23:30:00;5;4;3;2;0;8;2;0;0
2020-04-13 23:45:00;7;2;2;0;0;3;1;0;0
