DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2019-08-22 00:00:00;13;5;1;5;1;16;11;3;0;3;0
2019-08-22 00:15:00;5;7;2;31;2;10;9;2;1;6;1
2019-08-22 00:30:00;5;3;0;1;1;7;4;2;3;1;0
2019-08-22 00:45:00;11;6;3;6;2;8;5;1;1;5;3
2019-08-22 01:00:00;5;7;0;2;0;7;5;1;1;1;0
2019-08-22 01:15:00;9;8;0;2;2;9;4;0;0;2;1
2019-08-22 01:30:00;5;5;3;1;1;6;2;0;0;2;0
2019-08-22 01:45:00;8;7;1;0;0;5;6;2;1;2;0
2019-08-22 02:00:00;7;7;1;2;4;9;9;0;0;2;0
2019-08-22 02:15:00;3;1;2;5;3;9;5;0;1;3;1
2019-08-22 02:30:00;3;0;0;0;0;4;4;0;1;0;0
2019-08-22 02:45:00;9;9;1;0;0;3;3;0;2;3;1
2019-08-22 03:00:00;4;4;0;0;0;9;7;1;2;1;0
2019-08-22 03:15:00;4;6;3;2;1;4;4;1;0;0;0
2019-08-22 03:30:00;4;6;0;3;3;4;4;3;0;3;1
2019-08-22 03:45:00;6;8;1;5;2;2;3;1;0;1;0
2019-08-22 04:00:00;11;11;0;2;1;6;1;0;0;1;0
2019-08-22 04:15:00;11;13;1;3;2;6;4;2;3;3;0
2019-08-22 04:30:00;14;9;1;4;1;13;7;3;2;1;1
2019-08-22 04:45:00;16;15;2;5;2;14;9;2;0;3;1
2019-08-22 05:00:00;24;13;1;9;4;32;16;1;0;2;0
2019-08-22 05:15:00;30;29;8;3;7;59;38;3;4;8;1
2019-08-22 05:30:00;35;29;9;21;14;85;93;4;9;16;12
2019-08-22 05:45:00;45;41;3;49;14;98;96;6;9;12;6
2019-08-22 06:00:00;53;52;10;19;17;91;80;6;7;20;9
2019-08-22 06:15:00;42;50;12;32;16;123;119;11;5;14;8
2019-08-22 06:30:00;60;56;12;52;26;132;130;11;16;36;14
2019-08-22 06:45:00;56;72;11;26;15;131;127;16;13;23;10
2019-08-22 07:00:00;54;58;17;38;18;112;124;16;14;30;13
2019-08-22 07:15:00;65;76;13;51;19;114;128;21;13;23;10
2019-08-22 07:30:00;61;72;27;62;29;121;119;28;21;36;7
2019-08-22 07:45:00;73;71;13;56;9;112;144;14;22;41;23
2019-08-22 08:00:00;62;68;15;52;23;109;114;18;20;34;10
2019-08-22 08:15:00;66;65;15;94;24;83;121;21;18;19;7
2019-08-22 08:30:00;70;77;13;55;24;92;106;18;21;31;22
2019-08-22 08:45:00;72;71;15;60;26;90;99;20;28;33;16
2019-08-22 09:00:00;57;52;11;53;25;61;86;24;25;33;16
2019-08-22 09:15:00;70;78;17;46;25;78;87;8;29;38;13
2019-08-22 09:30:00;71;87;29;41;25;80;79;23;21;45;22
2019-08-22 09:45:00;85;83;24;46;18;81;63;15;21;47;22
2019-08-22 10:00:00;64;84;16;56;22;73;73;21;21;42;21
2019-08-22 10:15:00;79;87;25;51;16;63;58;18;27;52;21
2019-08-22 10:30:00;96;104;28;110;24;74;65;26;34;45;22
2019-08-22 10:45:00;85;93;29;48;27;71;70;27;34;51;13
2019-08-22 11:00:00;72;89;18;54;19;75;66;23;32;67;27
2019-08-22 11:15:00;79;104;24;46;17;64;58;24;29;61;26
2019-08-22 11:30:00;84;101;24;51;18;74;77;21;28;61;18
