DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-05-31 00:00:00;2;3;0;0;11;8;8;3;4;1;1;0;0
2020-05-31 00:15:00;4;4;0;1;16;16;10;1;7;3;0;0;1
2020-05-31 00:30:00;2;6;1;1;8;9;6;5;9;4;2;0;0
2020-05-31 00:45:00;5;0;0;0;6;6;13;5;5;0;0;0;0
2020-05-31 01:00:00;1;2;0;0;10;6;4;2;2;0;0;0;0
2020-05-31 01:15:00;2;1;0;0;4;6;8;3;4;2;0;0;0
2020-05-31 01:30:00;2;1;0;0;11;14;5;4;6;1;0;0;0
2020-05-31 01:45:00;2;2;0;0;4;8;6;4;4;1;0;0;0
2020-05-31 02:00:00;1;1;0;0;4;4;4;2;6;2;0;0;0
2020-05-31 02:15:00;0;0;0;0;2;3;3;1;1;1;2;0;0
2020-05-31 02:30:00;0;2;1;0;4;2;3;4;2;0;0;0;0
2020-05-31 02:45:00;1;1;0;0;3;1;6;3;1;0;2;0;0
2020-05-31 03:00:00;3;2;0;0;2;2;4;4;2;0;0;0;0
2020-05-31 03:15:00;0;0;0;0;3;4;4;1;0;0;0;0;0
2020-05-31 03:30:00;1;1;0;0;3;3;2;1;1;0;1;0;0
2020-05-31 03:45:00;0;1;0;0;1;0;1;2;0;0;0;0;0
2020-05-31 04:00:00;0;1;0;0;1;3;4;1;1;2;0;0;0
2020-05-31 04:15:00;0;1;0;0;3;4;2;0;2;2;0;0;0
2020-05-31 04:30:00;0;0;0;0;1;1;0;0;0;0;0;0;0
2020-05-31 04:45:00;1;0;0;0;1;1;1;0;1;0;0;0;0
2020-05-31 05:00:00;2;1;0;0;2;0;1;0;1;1;0;0;0
2020-05-31 05:15:00;0;1;0;0;3;4;4;2;2;1;1;0;0
2020-05-31 05:30:00;1;1;0;0;3;2;6;5;2;5;1;1;0
2020-05-31 05:45:00;2;4;1;0;5;2;7;2;4;3;0;0;0
2020-05-31 06:00:00;3;0;0;0;1;1;4;2;1;1;3;0;0
2020-05-31 06:15:00;4;4;1;0;7;7;11;5;3;2;1;0;0
2020-05-31 06:30:00;3;0;0;0;5;5;7;5;5;1;0;0;0
2020-05-31 06:45:00;2;3;1;0;1;2;2;1;3;1;0;0;0
2020-05-31 07:00:00;9;3;0;0;4;8;4;0;2;1;0;0;0
2020-05-31 07:15:00;2;0;0;0;7;10;10;8;2;1;1;0;0
2020-05-31 07:30:00;2;3;0;0;6;5;6;2;2;2;0;0;0
2020-05-31 07:45:00;7;3;0;0;6;1;7;4;7;3;0;0;2
2020-05-31 08:00:00;4;1;0;0;8;6;4;0;6;0;0;1;0
2020-05-31 08:15:00;1;3;0;1;12;10;10;1;5;2;0;0;0
2020-05-31 08:30:00;6;2;0;1;8;12;9;3;4;0;1;0;1
2020-05-31 08:45:00;4;2;0;1;10;7;17;3;10;5;1;0;0
2020-05-31 09:00:00;3;4;0;0;12;7;14;4;7;0;0;0;0
2020-05-31 09:15:00;4;6;2;0;17;10;6;2;12;5;1;0;0
2020-05-31 09:30:00;7;5;0;0;16;16;14;3;16;3;4;0;1
2020-05-31 09:45:00;5;1;0;2;17;10;24;6;19;6;1;0;0
2020-05-31 10:00:00;6;5;0;1;18;23;21;8;9;2;1;0;0
2020-05-31 10:15:00;14;4;0;0;22;18;20;11;13;8;1;0;0
2020-05-31 10:30:00;9;12;0;2;21;18;32;6;13;5;2;0;1
2020-05-31 10:45:00;11;3;0;0;24;22;25;9;18;10;1;0;0
2020-05-31 11:00:00;8;7;0;1;29;22;31;10;12;2;3;0;0
2020-05-31 11:15:00;16;10;0;1;27;26;24;7;15;4;1;0;1
2020-05-31 11:30:00;18;10;1;0;28;22;24;4;21;6;2;0;1
2020-05-31 11:45:00;15;7;0;2;29;18;36;18;14;6;3;0;0
2020-05-31 12:00:00;14;15;0;1;20;22;21;12;22;5;0;0;1
2020-05-31 12:15:00;21;7;0;0;33;33;27;9;25;11;2;0;1
2020-05-31 12:30:00;13;8;0;0;22;24;31;21;18;10;6;0;2
2020-05-31 12:45:00;14;10;0;0;27;28;33;10;23;5;1;1;1
2020-05-31 13:00:00;14;9;1;0;27;26;24;16;17;2;38;0;1
2020-05-31 13:15:00;15;5;0;0;15;19;34;10;20;8;1;0;0
2020-05-31 13:30:00;16;10;2;2;37;42;41;18;16;3;3;0;2
2020-05-31 13:45:00;17;5;0;1;25;16;34;17;31;12;1;0;0
2020-05-31 14:00:00;13;10;0;2;39;37;47;12;27;6;1;0;1
2020-05-31 14:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-05-31 14:30:00;17;3;0;1;46;38;32;13;23;7;6;0;2
2020-05-31 14:45:00;14;11;1;0;30;31;37;17;31;12;3;1;0
2020-05-31 15:00:00;11;8;0;0;41;35;33;13;23;6;2;2;0
2020-05-31 15:15:00;17;18;2;1;20;28;34;12;20;10;1;0;0
2020-05-31 15:30:00;10;9;0;1;33;37;40;15;29;7;2;0;1
2020-05-31 15:45:00;20;10;2;0;32;33;44;17;20;7;1;0;0
2020-05-31 16:00:00;17;8;1;1;34;34;30;15;39;8;0;0;0
2020-05-31 16:15:00;13;10;0;1;23;24;35;19;28;11;0;1;0
2020-05-31 16:30:00;24;13;1;1;30;28;38;18;23;10;4;1;1
2020-05-31 16:45:00;17;13;1;4;31;25;31;14;23;13;10;0;0
2020-05-31 17:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-05-31 17:15:00;17;10;0;1;23;25;36;13;26;7;4;0;0
2020-05-31 17:30:00;22;10;0;1;29;35;51;18;21;11;2;1;2
2020-05-31 17:45:00;28;15;2;2;39;35;43;17;26;10;1;0;0
2020-05-31 18:00:00;17;10;0;0;30;31;36;14;25;6;2;0;1
2020-05-31 18:15:00;9;15;4;1;30;38;43;22;34;13;3;0;0
2020-05-31 18:30:00;21;13;1;0;23;31;39;17;23;14;4;1;1
2020-05-31 18:45:00;18;13;0;2;29;28;34;11;36;12;1;2;0
2020-05-31 19:00:00;15;14;0;1;28;39;35;15;22;9;1;0;1
2020-05-31 19:15:00;17;15;1;2;28;36;41;24;28;8;1;0;0
2020-05-31 19:30:00;17;10;1;0;21;33;31;17;22;8;1;0;0
2020-05-31 19:45:00;15;13;1;2;23;20;33;14;22;9;2;0;0
2020-05-31 20:00:00;18;16;0;0;30;37;29;9;23;13;4;0;0
2020-05-31 20:15:00;15;11;0;2;25;25;25;11;25;6;3;0;1
2020-05-31 20:30:00;16;4;0;2;25;31;31;14;20;6;1;0;0
2020-05-31 20:45:00;12;14;1;1;22;31;26;13;24;6;2;0;0
2020-05-31 21:00:00;9;8;1;2;27;25;15;7;20;12;228;2;0
2020-05-31 21:15:00;13;15;1;1;17;30;25;10;15;1;80;0;0
2020-05-31 21:30:00;12;9;1;1;31;19;18;11;12;7;452;0;0
2020-05-31 21:45:00;10;11;0;1;23;30;18;8;15;5;161;0;0
2020-05-31 22:00:00;7;9;0;0;22;26;20;10;14;2;107;0;0
2020-05-31 22:15:00;15;11;0;1;15;20;23;9;17;5;11;0;0
2020-05-31 22:30:00;6;7;0;1;13;14;13;5;10;2;0;0;0
2020-05-31 22:45:00;1;1;0;0;12;13;13;7;8;2;1;0;0
2020-05-31 23:00:00;9;3;1;0;21;22;20;5;7;5;1;0;0
2020-05-31 23:15:00;4;6;3;0;12;20;17;7;8;2;1;0;0
2020-05-31 23:30:00;3;4;1;0;6;8;13;6;3;2;0;0;0
2020-05-31 23:45:00;5;5;1;0;8;13;8;3;7;2;0;1;0
