DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2019-09-14 00:00:00;10;0;5;0;0;0
2019-09-14 00:15:00;10;0;5;1;0;0
2019-09-14 00:30:00;12;0;7;0;0;0
2019-09-14 00:45:00;9;0;11;0;0;0
2019-09-14 01:00:00;8;0;9;0;0;0
2019-09-14 01:15:00;12;0;6;0;0;0
2019-09-14 01:30:00;5;0;5;0;0;0
2019-09-14 01:45:00;5;0;10;1;0;0
2019-09-14 02:00:00;9;0;5;0;0;0
2019-09-14 02:15:00;3;0;7;2;0;0
2019-09-14 02:30:00;5;0;2;0;0;0
2019-09-14 02:45:00;6;0;4;0;0;0
2019-09-14 03:00:00;8;0;8;0;0;0
2019-09-14 03:15:00;8;0;9;0;0;0
2019-09-14 03:30:00;5;0;8;0;0;0
2019-09-14 03:45:00;5;0;3;0;0;0
2019-09-14 04:00:00;5;0;2;2;0;0
2019-09-14 04:15:00;4;0;4;0;0;0
2019-09-14 04:30:00;4;0;4;0;0;0
2019-09-14 04:45:00;0;1;3;0;0;0
2019-09-14 05:00:00;7;1;12;0;0;0
2019-09-14 05:15:00;12;4;26;2;0;2
2019-09-14 05:30:00;20;4;19;11;2;1
2019-09-14 05:45:00;54;2;29;61;18;2
2019-09-14 06:00:00;72;3;13;71;3;1
2019-09-14 06:15:00;18;3;11;24;0;4
2019-09-14 06:30:00;16;4;27;9;0;0
2019-09-14 06:45:00;8;0;16;0;0;7
2019-09-14 07:00:00;6;0;16;2;0;0
2019-09-14 07:15:00;7;0;17;0;0;0
2019-09-14 07:30:00;8;0;19;1;0;0
2019-09-14 07:45:00;20;0;16;0;0;0
2019-09-14 08:00:00;16;0;18;1;0;0
2019-09-14 08:15:00;14;0;26;0;0;0
2019-09-14 08:30:00;18;0;22;0;0;0
2019-09-14 08:45:00;12;0;29;0;0;0
2019-09-14 09:00:00;15;0;22;1;0;0
2019-09-14 09:15:00;23;0;32;1;1;0
2019-09-14 09:30:00;21;1;35;1;0;2
2019-09-14 09:45:00;29;1;45;0;0;0
2019-09-14 10:00:00;34;0;40;0;0;0
2019-09-14 10:15:00;38;0;39;0;0;0
2019-09-14 10:30:00;35;0;42;0;0;1
2019-09-14 10:45:00;36;0;38;1;0;0
2019-09-14 11:00:00;32;0;32;0;0;0
2019-09-14 11:15:00;40;0;35;2;1;0
2019-09-14 11:30:00;46;0;28;0;0;0
2019-09-14 11:45:00;39;0;37;1;0;0
2019-09-14 12:00:00;58;0;39;3;2;0
2019-09-14 12:15:00;82;0;39;0;0;0
2019-09-14 12:30:00;45;0;42;0;0;0
2019-09-14 12:45:00;32;2;24;0;2;0
2019-09-14 13:00:00;48;0;37;1;0;0
2019-09-14 13:15:00;37;0;36;2;0;0
2019-09-14 13:30:00;60;1;39;2;1;0
2019-09-14 13:45:00;43;0;32;0;0;1
2019-09-14 14:00:00;48;1;28;1;1;0
2019-09-14 14:15:00;43;1;34;8;2;1
2019-09-14 14:30:00;61;0;28;11;8;0
2019-09-14 14:45:00;34;0;24;3;0;0
2019-09-14 15:00:00;39;0;41;0;0;0
2019-09-14 15:15:00;45;2;34;3;0;0
2019-09-14 15:30:00;35;0;40;0;0;0
2019-09-14 15:45:00;45;2;32;2;1;0
2019-09-14 16:00:00;39;1;28;2;0;45
2019-09-14 16:15:00;47;0;30;0;0;0
2019-09-14 16:30:00;39;2;31;0;0;0
2019-09-14 16:45:00;28;0;25;0;0;0
2019-09-14 17:00:00;35;1;36;2;0;0
2019-09-14 17:15:00;30;0;30;1;9;0
2019-09-14 17:30:00;36;0;46;0;0;0
2019-09-14 17:45:00;40;0;36;0;0;0
2019-09-14 18:00:00;37;0;42;0;0;0
2019-09-14 18:15:00;31;0;27;0;0;0
2019-09-14 18:30:00;27;0;38;0;0;0
2019-09-14 18:45:00;29;1;43;2;35;0
2019-09-14 19:00:00;23;0;30;0;0;0
2019-09-14 19:15:00;26;0;32;3;0;0
2019-09-14 19:30:00;30;1;38;1;0;0
2019-09-14 19:45:00;22;0;31;0;0;0
2019-09-14 20:00:00;19;0;41;0;0;0
2019-09-14 20:15:00;20;2;35;1;0;0
2019-09-14 20:30:00;19;1;24;1;0;0
2019-09-14 20:45:00;24;0;19;1;0;0
2019-09-14 21:00:00;27;0;26;1;0;0
2019-09-14 21:15:00;13;0;15;0;0;0
2019-09-14 21:30:00;14;0;15;0;0;0
2019-09-14 21:45:00;20;0;14;0;0;0
2019-09-14 22:00:00;18;0;14;0;0;0
2019-09-14 22:15:00;11;0;14;0;0;0
2019-09-14 22:30:00;13;0;13;0;0;0
2019-09-14 22:45:00;22;0;16;0;0;0
2019-09-14 23:00:00;24;0;12;0;0;0
2019-09-14 23:15:00;15;0;16;0;0;0
2019-09-14 23:30:00;24;0;9;0;0;0
2019-09-14 23:45:00;12;1;7;1;0;0
