DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-01-27 00:00:00;3;0;0;1;4;12;9;0;0;0;0;0;0;0
2020-01-27 00:15:00;7;0;1;0;3;10;14;0;0;0;0;0;0;0
2020-01-27 00:30:00;9;0;0;0;2;10;13;0;0;0;0;0;0;0
2020-01-27 00:45:00;5;1;1;0;3;5;7;0;0;0;0;0;0;0
2020-01-27 01:00:00;6;1;0;0;3;8;7;0;0;0;0;0;0;0
2020-01-27 01:15:00;5;2;1;1;4;8;6;0;0;0;0;0;0;0
2020-01-27 01:30:00;0;1;1;0;3;13;3;0;0;0;0;0;0;0
2020-01-27 01:45:00;1;0;0;0;4;8;3;0;0;0;0;0;0;0
2020-01-27 02:00:00;1;0;0;0;4;8;0;0;0;0;0;0;0;0
2020-01-27 02:15:00;1;0;0;0;5;5;2;0;0;0;0;0;0;0
2020-01-27 02:30:00;1;0;0;1;3;7;3;0;0;0;0;0;0;0
2020-01-27 02:45:00;1;2;0;1;5;9;7;0;0;0;0;0;0;0
2020-01-27 03:00:00;5;1;0;0;0;3;6;0;0;0;0;0;0;0
2020-01-27 03:15:00;2;3;1;0;1;5;8;0;0;0;0;0;0;0
2020-01-27 03:30:00;5;0;1;0;3;14;5;0;0;0;0;0;0;0
2020-01-27 03:45:00;6;0;0;0;4;8;10;0;0;0;0;0;0;0
2020-01-27 04:00:00;10;0;0;0;3;14;16;0;0;0;0;0;0;0
2020-01-27 04:15:00;10;0;0;0;10;22;8;0;0;0;0;0;0;0
2020-01-27 04:30:00;8;0;3;1;5;26;16;0;0;0;0;0;0;0
2020-01-27 04:45:00;27;3;2;1;7;25;22;0;0;0;0;0;0;0
2020-01-27 05:00:00;49;0;5;3;11;46;72;0;0;0;0;0;0;0
2020-01-27 05:15:00;120;7;10;3;14;52;134;0;0;0;0;0;0;0
2020-01-27 05:30:00;117;10;25;6;20;58;135;0;0;0;0;0;0;0
2020-01-27 05:45:00;93;4;28;9;25;46;124;0;0;0;0;0;0;0
2020-01-27 06:00:00;96;6;24;6;34;70;109;0;0;6;0;0;0;0
2020-01-27 06:15:00;130;13;28;8;41;94;138;3;0;0;0;0;0;0
2020-01-27 06:30:00;183;19;36;15;50;107;194;0;0;0;0;0;0;0
2020-01-27 06:45:00;182;40;59;11;62;114;197;0;0;0;0;0;0;0
2020-01-27 07:00:00;165;29;53;19;60;106;188;11;0;1;0;0;0;0
2020-01-27 07:15:00;175;41;58;19;82;120;180;3;0;0;0;0;0;0
2020-01-27 07:30:00;151;56;61;38;82;107;158;12;1;3;0;0;0;0
2020-01-27 07:45:00;141;64;47;30;90;109;145;5;0;1;1;1;1;0
2020-01-27 08:00:00;167;59;44;28;78;108;166;8;0;1;3;3;3;0
2020-01-27 08:15:00;130;32;34;15;60;121;151;1;0;0;0;0;0;0
2020-01-27 08:30:00;138;29;35;21;74;128;163;34;0;1;0;0;0;0
2020-01-27 08:45:00;131;22;23;21;68;115;147;0;0;0;0;0;0;0
2020-01-27 09:00:00;111;27;21;15;50;112;146;0;0;0;0;0;0;0
2020-01-27 09:15:00;103;20;23;17;50;108;152;0;0;0;0;0;0;0
2020-01-27 09:30:00;90;23;22;19;59;121;132;0;0;0;0;0;0;0
2020-01-27 09:45:00;86;18;24;19;52;92;141;1;0;0;0;0;0;0
2020-01-27 10:00:00;82;22;31;21;64;118;123;0;0;0;0;0;0;0
2020-01-27 10:15:00;100;20;35;12;70;124;147;0;0;0;0;0;0;0
2020-01-27 10:30:00;103;21;23;21;76;137;134;5;0;0;0;0;0;0
2020-01-27 10:45:00;88;24;29;13;66;132;120;0;0;1;0;0;0;0
2020-01-27 11:00:00;93;20;26;15;76;136;129;0;0;0;0;0;0;0
2020-01-27 11:15:00;85;27;27;15;74;130;115;6;0;0;3;3;3;0
2020-01-27 11:30:00;107;28;26;18;74;124;147;9;0;0;0;0;0;0
2020-01-27 11:45:00;97;29;30;15;70;109;116;3;0;0;0;0;0;0
2020-01-27 12:00:00;94;28;25;10;63;127;127;0;0;0;6;6;6;0
2020-01-27 12:15:00;87;29;28;13;79;128;119;26;2;5;2;2;2;0
