DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2019-10-09 00:00:00;1;1;1;0;0;0;0;0;0
2019-10-09 00:15:00;1;1;1;0;0;0;0;0;0
2019-10-09 00:30:00;0;0;0;0;0;0;0;0;0
2019-10-09 00:45:00;2;0;1;0;0;0;0;0;0
2019-10-09 01:00:00;0;1;1;0;0;0;0;0;0
2019-10-09 01:15:00;3;0;0;0;0;0;0;0;0
2019-10-09 01:30:00;2;0;1;0;0;2;0;0;0
2019-10-09 01:45:00;1;0;0;0;0;0;0;0;0
2019-10-09 02:00:00;1;0;0;0;0;0;0;0;0
2019-10-09 02:15:00;0;1;1;0;0;0;0;0;0
2019-10-09 02:30:00;0;0;0;0;0;0;0;0;0
2019-10-09 02:45:00;0;0;0;0;0;0;0;0;0
2019-10-09 03:00:00;0;0;0;0;0;0;0;0;0
2019-10-09 03:15:00;1;1;1;0;0;0;0;0;0
2019-10-09 03:30:00;0;0;0;0;0;0;0;0;0
2019-10-09 03:45:00;0;0;0;0;0;0;0;0;0
2019-10-09 04:00:00;0;0;0;0;0;0;0;0;0
2019-10-09 04:15:00;0;0;2;0;0;0;0;0;0
2019-10-09 04:30:00;2;0;0;0;0;0;0;0;0
2019-10-09 04:45:00;0;0;0;0;0;0;0;0;0
2019-10-09 05:00:00;0;0;2;0;0;0;0;0;0
2019-10-09 05:15:00;6;0;3;0;0;0;0;0;0
2019-10-09 05:30:00;1;1;5;0;0;1;0;0;0
2019-10-09 05:45:00;8;1;6;0;0;0;0;0;0
2019-10-09 06:00:00;7;1;2;1;1;0;1;0;0
2019-10-09 06:15:00;2;2;2;1;0;2;0;0;0
2019-10-09 06:30:00;7;1;3;2;0;1;2;0;0
2019-10-09 06:45:00;6;9;11;1;0;1;0;0;0
2019-10-09 07:00:00;9;2;5;4;4;1;2;5;0
2019-10-09 07:15:00;19;8;10;6;1;2;1;0;1
2019-10-09 07:30:00;16;2;12;4;2;2;1;1;0
2019-10-09 07:45:00;19;2;6;7;2;1;4;2;2
2019-10-09 08:00:00;26;7;5;8;0;1;1;2;0
2019-10-09 08:15:00;18;3;1;4;1;3;0;1;0
2019-10-09 08:30:00;25;4;3;7;4;2;2;2;0
2019-10-09 08:45:00;35;3;7;7;5;1;2;0;0
2019-10-09 09:00:00;41;4;11;6;5;2;1;4;0
2019-10-09 09:15:00;49;5;7;6;5;2;2;0;1
2019-10-09 09:30:00;46;7;6;9;5;4;2;5;3
2019-10-09 09:45:00;55;35;8;4;10;2;8;0;5
2019-10-09 10:00:00;53;3;19;7;4;0;4;0;2
2019-10-09 10:15:00;50;5;8;10;3;2;3;0;0
2019-10-09 10:30:00;53;6;10;8;5;2;1;1;0
2019-10-09 10:45:00;58;8;16;7;3;1;3;4;1
2019-10-09 11:00:00;72;15;9;4;7;5;2;3;0
2019-10-09 11:15:00;57;17;11;6;5;1;0;0;2
2019-10-09 11:30:00;60;17;6;5;9;2;2;2;4
2019-10-09 11:45:00;64;11;11;11;8;1;3;1;0
2019-10-09 12:00:00;60;7;12;8;12;4;1;3;7
2019-10-09 12:15:00;54;10;14;5;10;1;4;5;0
2019-10-09 12:30:00;64;6;3;10;1;1;2;4;0
2019-10-09 12:45:00;74;4;6;4;6;3;1;2;0
2019-10-09 13:00:00;65;5;11;4;9;2;6;2;0
2019-10-09 13:15:00;55;10;7;4;6;1;2;9;2
2019-10-09 13:30:00;46;23;11;4;3;0;6;1;0
2019-10-09 13:45:00;58;8;13;9;6;3;2;5;2
2019-10-09 14:00:00;61;3;9;6;6;0;1;0;1
2019-10-09 14:15:00;49;4;8;6;5;2;0;2;0
2019-10-09 14:30:00;77;2;8;5;5;2;3;0;1
2019-10-09 14:45:00;74;2;3;7;3;3;1;2;0
2019-10-09 15:00:00;57;1;7;8;10;2;2;11;0
2019-10-09 15:15:00;43;6;10;2;5;1;4;7;1
2019-10-09 15:30:00;81;5;4;2;3;1;2;0;1
2019-10-09 15:45:00;68;3;6;4;5;0;2;0;5
2019-10-09 16:00:00;83;7;11;4;5;3;4;0;0
2019-10-09 16:15:00;78;8;12;5;7;1;3;6;2
2019-10-09 16:30:00;82;6;45;3;6;1;2;0;3
2019-10-09 16:45:00;113;11;19;2;7;2;5;8;2
2019-10-09 17:00:00;114;15;8;4;7;2;4;0;12
2019-10-09 17:15:00;128;8;4;3;4;3;6;4;0
2019-10-09 17:30:00;80;7;9;7;3;2;1;1;3
2019-10-09 17:45:00;109;6;19;6;1;2;2;1;0
2019-10-09 18:00:00;100;12;11;4;4;4;6;1;1
2019-10-09 18:15:00;79;8;10;0;3;1;4;1;0
2019-10-09 18:30:00;83;11;14;4;2;2;1;9;4
2019-10-09 18:45:00;78;8;13;3;2;2;3;1;0
2019-10-09 19:00:00;81;38;9;5;1;4;4;1;0
2019-10-09 19:15:00;77;4;7;3;4;0;2;0;0
2019-10-09 19:30:00;61;4;8;6;3;1;3;3;19
2019-10-09 19:45:00;63;12;15;1;1;5;2;0;2
2019-10-09 20:00:00;54;9;9;3;1;3;4;0;1
2019-10-09 20:15:00;34;1;4;0;3;0;2;1;8
2019-10-09 20:30:00;24;2;4;1;2;1;4;0;1
2019-10-09 20:45:00;17;1;2;1;0;0;2;0;0
2019-10-09 21:00:00;16;2;4;2;1;1;1;0;3
2019-10-09 21:15:00;10;3;8;0;1;1;0;0;0
2019-10-09 21:30:00;12;4;4;1;1;1;0;4;9
2019-10-09 21:45:00;15;2;4;1;0;0;3;0;0
2019-10-09 22:00:00;17;5;7;4;1;0;3;1;0
2019-10-09 22:15:00;15;7;4;2;0;0;3;0;0
2019-10-09 22:30:00;13;2;2;0;0;3;1;0;0
2019-10-09 22:45:00;9;1;1;2;0;0;0;0;0
2019-10-09 23:00:00;7;2;0;0;0;0;0;0;0
2019-10-09 23:15:00;2;1;2;0;0;0;0;0;0
2019-10-09 23:30:00;4;0;1;0;0;0;0;0;0
2019-10-09 23:45:00;6;1;3;1;0;0;0;1;0
