DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-06-20 00:00:00;7;7;15;11;2;1;0;0;0;0
2020-06-20 00:15:00;10;15;12;39;1;0;0;0;0;0
2020-06-20 00:30:00;5;5;11;31;1;1;0;0;0;0
2020-06-20 00:45:00;5;5;10;18;1;0;0;0;0;0
2020-06-20 01:00:00;4;12;14;26;0;0;0;0;0;0
2020-06-20 01:15:00;2;8;6;7;5;1;0;0;0;0
2020-06-20 01:30:00;5;5;7;15;1;1;0;0;0;0
2020-06-20 01:45:00;2;7;4;9;1;0;0;0;0;0
2020-06-20 02:00:00;3;4;5;10;0;0;0;0;0;0
2020-06-20 02:15:00;3;5;4;7;1;1;0;0;0;0
2020-06-20 02:30:00;1;3;2;8;1;2;0;0;0;0
2020-06-20 02:45:00;2;3;2;6;2;0;0;0;0;0
2020-06-20 03:00:00;0;2;4;8;0;0;0;0;0;0
2020-06-20 03:15:00;0;2;0;3;2;0;0;0;0;0
2020-06-20 03:30:00;0;1;5;4;0;0;0;0;0;0
2020-06-20 03:45:00;0;3;6;5;1;0;0;0;0;0
2020-06-20 04:00:00;0;0;2;9;0;0;0;0;0;0
2020-06-20 04:15:00;1;2;3;6;1;2;0;0;0;0
2020-06-20 04:30:00;1;0;3;5;0;0;0;0;0;0
2020-06-20 04:45:00;1;0;5;6;2;3;0;0;0;0
2020-06-20 05:00:00;1;1;5;6;1;0;0;0;0;0
2020-06-20 05:15:00;0;5;10;5;0;0;0;0;0;0
2020-06-20 05:30:00;2;3;14;46;1;0;0;0;0;0
2020-06-20 05:45:00;2;4;14;32;3;1;0;0;0;0
2020-06-20 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-20 06:15:00;2;6;11;27;3;0;0;0;0;0
2020-06-20 06:30:00;4;7;12;30;6;0;0;0;0;0
2020-06-20 06:45:00;3;11;22;43;14;1;0;0;0;0
2020-06-20 07:00:00;8;13;17;31;10;1;0;0;0;0
2020-06-20 07:15:00;8;17;26;56;10;5;0;0;0;0
2020-06-20 07:30:00;10;15;26;61;10;9;0;0;0;0
2020-06-20 07:45:00;8;8;47;69;12;2;0;0;0;0
2020-06-20 08:00:00;8;19;34;60;11;1;0;0;0;0
2020-06-20 08:15:00;5;27;44;73;16;2;0;0;0;0
2020-06-20 08:30:00;8;22;49;94;20;1;0;0;0;0
2020-06-20 08:45:00;8;20;56;90;23;1;0;0;0;0
2020-06-20 09:15:00;7;23;63;121;22;0;0;0;0;0
2020-06-20 09:30:00;18;42;74;120;16;1;0;0;0;0
2020-06-20 09:45:00;7;30;71;120;21;2;0;0;0;0
2020-06-20 10:00:00;18;20;71;107;25;0;0;0;0;0
2020-06-20 10:15:00;16;38;67;127;27;1;0;0;0;0
2020-06-20 10:45:00;12;39;81;148;22;2;0;0;0;0
2020-06-20 11:00:00;26;47;91;134;30;3;0;0;0;0
2020-06-20 11:15:00;15;31;98;169;26;1;0;0;0;0
2020-06-20 11:30:00;31;49;111;170;30;2;0;0;0;0
2020-06-20 11:45:00;10;43;88;157;20;2;0;0;0;0
2020-06-20 12:00:00;31;53;77;151;24;3;0;0;0;0
2020-06-20 12:15:00;18;44;102;165;22;3;0;0;0;0
2020-06-20 12:30:00;20;51;95;143;26;6;0;0;0;0
2020-06-20 12:45:00;17;44;85;166;17;4;0;0;0;0
2020-06-20 13:00:00;31;41;96;163;21;3;0;0;0;0
2020-06-20 13:15:00;31;46;91;158;22;2;0;0;0;0
2020-06-20 13:30:00;36;42;71;169;21;6;0;0;0;0
2020-06-20 13:45:00;27;51;115;174;27;3;0;0;0;0
2020-06-20 14:00:00;26;46;78;145;17;5;0;0;0;0
2020-06-20 14:15:00;25;53;86;176;18;5;0;0;0;0
2020-06-20 14:30:00;28;35;95;137;16;0;0;0;0;0
2020-06-20 14:45:00;25;52;95;171;23;2;0;0;0;0
2020-06-20 15:00:00;22;39;57;139;11;1;0;0;0;0
2020-06-20 15:15:00;25;34;92;159;24;2;0;0;0;0
2020-06-20 15:30:00;17;45;101;153;27;5;0;0;0;0
2020-06-20 15:45:00;26;38;96;157;18;3;0;0;0;0
2020-06-20 16:00:00;21;38;62;116;24;0;0;0;0;0
2020-06-20 16:15:00;24;43;77;138;19;0;0;0;0;0
2020-06-20 16:30:00;25;36;80;141;18;1;0;0;0;0
2020-06-20 16:45:00;29;49;81;150;24;3;0;0;0;0
2020-06-20 17:00:00;27;52;83;131;25;1;0;0;0;0
2020-06-20 17:15:00;19;34;92;132;14;4;0;0;0;0
2020-06-20 17:30:00;28;37;80;109;18;0;0;0;0;0
2020-06-20 17:45:00;20;38;101;138;15;1;0;0;0;0
