DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2019-11-01 00:00:00;23;30;8;1;2;10;27;10
2019-11-01 00:15:00;23;27;8;1;1;11;34;25
2019-11-01 00:30:00;24;8;3;1;0;11;24;9
2019-11-01 00:45:00;16;9;3;2;3;10;28;9
2019-11-01 01:00:00;14;16;8;1;1;6;24;12
2019-11-01 01:15:00;23;19;7;0;0;7;28;12
2019-11-01 01:30:00;7;6;4;0;1;3;22;17
2019-11-01 01:45:00;9;10;3;5;2;11;16;10
2019-11-01 02:00:00;7;11;5;2;2;7;11;12
2019-11-01 02:15:00;14;6;1;1;1;7;11;8
2019-11-01 02:30:00;12;9;3;0;0;1;17;10
2019-11-01 02:45:00;7;4;3;2;0;6;17;5
2019-11-01 03:00:00;4;4;0;0;1;6;14;10
2019-11-01 03:15:00;10;10;3;0;0;7;18;16
2019-11-01 03:30:00;12;10;4;1;2;6;16;9
2019-11-01 03:45:00;8;9;6;1;3;6;21;15
2019-11-01 04:00:00;3;8;2;3;2;9;6;5
2019-11-01 04:15:00;5;5;3;0;0;2;9;4
2019-11-01 04:30:00;10;6;2;0;0;3;8;3
2019-11-01 04:45:00;8;5;4;3;2;7;5;3
2019-11-01 05:00:00;4;6;3;0;1;4;4;0
2019-11-01 05:15:00;3;9;4;1;0;10;10;4
2019-11-01 05:30:00;10;12;9;2;1;5;12;3
2019-11-01 05:45:00;15;13;6;1;1;3;12;7
2019-11-01 06:00:00;7;6;4;0;0;2;17;8
2019-11-01 06:15:00;10;18;5;1;0;8;12;8
2019-11-01 06:30:00;6;8;8;0;0;6;15;3
2019-11-01 06:45:00;10;7;4;0;2;13;11;2
2019-11-01 07:00:00;6;10;11;1;2;7;9;1
2019-11-01 07:15:00;11;12;10;0;0;9;17;7
2019-11-01 07:30:00;7;8;4;1;2;4;15;8
2019-11-01 07:45:00;15;16;10;2;2;13;19;12
2019-11-01 08:00:00;16;13;16;2;1;9;16;4
2019-11-01 08:15:00;18;23;12;4;4;13;21;9
2019-11-01 08:30:00;16;17;14;1;0;16;26;10
2019-11-01 08:45:00;30;29;25;3;1;19;35;12
2019-11-01 09:00:00;27;12;15;7;1;31;25;12
2019-11-01 09:15:00;32;31;20;6;5;22;32;19
2019-11-01 09:30:00;31;22;28;2;2;25;40;21
2019-11-01 09:45:00;33;20;25;5;6;38;27;17
2019-11-01 10:00:00;44;38;27;4;5;38;50;22
2019-11-01 10:15:00;46;24;30;3;1;38;49;15
2019-11-01 10:30:00;43;20;24;5;4;41;50;18
2019-11-01 10:45:00;48;34;43;5;6;37;41;20
2019-11-01 11:00:00;53;31;34;6;8;38;53;16
2019-11-01 11:15:00;51;41;36;9;8;35;51;25
2019-11-01 11:30:00;44;35;22;7;3;55;56;27
2019-11-01 11:45:00;51;39;21;6;8;57;53;24
2019-11-01 12:00:00;51;51;44;10;7;48;63;30
2019-11-01 12:15:00;53;50;29;8;4;52;42;30
2019-11-01 12:30:00;50;38;33;10;2;49;66;37
2019-11-01 12:45:00;46;62;37;5;5;56;58;23
2019-11-01 13:00:00;59;69;28;8;4;47;61;27
2019-11-01 13:15:00;49;42;24;7;4;47;71;30
2019-11-01 13:30:00;71;46;34;12;9;59;63;37
2019-11-01 13:45:00;54;48;17;4;3;44;57;40
2019-11-01 14:00:00;65;46;24;10;10;74;63;36
2019-11-01 14:15:00;74;49;33;8;10;51;59;33
2019-11-01 14:30:00;64;54;20;10;8;67;67;42
2019-11-01 14:45:00;53;47;28;9;6;61;64;37
2019-11-01 15:00:00;59;56;33;13;8;72;52;39
2019-11-01 15:15:00;53;38;15;8;3;88;69;34
2019-11-01 15:30:00;67;69;28;9;8;84;71;48
2019-11-01 15:45:00;53;36;24;7;7;96;83;65
2019-11-01 16:00:00;60;52;17;6;7;71;86;58
2019-11-01 16:15:00;55;49;18;5;8;64;69;45
2019-11-01 16:30:00;62;58;19;9;4;77;76;52
2019-11-01 16:45:00;58;35;16;5;3;46;72;46
2019-11-01 17:00:00;55;46;23;13;14;62;74;45
2019-11-01 17:15:00;59;55;15;9;12;67;65;39
2019-11-01 17:30:00;66;59;17;12;9;59;76;52
2019-11-01 17:45:00;58;46;13;7;11;58;72;46
2019-11-01 18:00:00;52;48;18;9;13;59;72;50
2019-11-01 18:15:00;51;59;17;8;9;57;63;41
2019-11-01 18:30:00;51;47;13;8;10;44;72;38
2019-11-01 18:45:00;47;38;9;6;8;52;66;46
2019-11-01 19:00:00;34;46;9;3;2;36;61;40
2019-11-01 19:15:00;37;41;13;6;6;46;55;27
2019-11-01 19:30:00;62;55;38;7;3;39;55;29
2019-11-01 19:45:00;64;82;45;8;13;46;64;42
2019-11-01 20:00:00;39;53;23;2;3;28;56;29
2019-11-01 20:15:00;37;34;13;8;8;34;45;27
2019-11-01 20:30:00;41;33;12;8;8;28;46;31
2019-11-01 20:45:00;22;39;13;3;5;28;44;30
2019-11-01 21:00:00;34;22;7;3;2;25;47;21
2019-11-01 21:15:00;32;33;7;0;2;18;34;20
2019-11-01 21:30:00;27;28;7;3;4;21;35;20
2019-11-01 21:45:00;24;33;11;4;1;25;39;25
2019-11-01 22:00:00;29;26;12;2;1;11;32;20
2019-11-01 22:15:00;29;24;10;0;0;17;34;20
2019-11-01 22:30:00;28;17;12;4;5;22;24;8
2019-11-01 22:45:00;32;30;13;4;2;17;27;12
2019-11-01 23:00:00;15;21;8;1;1;13;29;15
2019-11-01 23:15:00;20;21;5;2;1;18;27;22
2019-11-01 23:30:00;19;19;9;3;3;15;24;9
2019-11-01 23:45:00;21;22;5;3;4;13;30;15
