DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-11-23 00:00:00;3;2;2;0;2;0;1;1;1;0;0;0
2020-11-23 00:15:00;6;4;0;1;1;6;3;0;2;0;0;0
2020-11-23 00:30:00;1;2;2;0;1;3;1;1;0;0;0;0
2020-11-23 00:45:00;4;3;2;1;3;4;3;2;3;2;0;0
2020-11-23 01:00:00;1;2;0;0;0;4;3;2;0;1;0;0
2020-11-23 01:15:00;1;1;0;2;2;1;2;1;1;1;0;0
2020-11-23 01:30:00;0;1;1;0;0;3;1;0;2;0;0;0
2020-11-23 01:45:00;3;3;0;1;1;1;2;2;1;0;0;0
2020-11-23 02:00:00;2;3;0;0;0;2;1;0;3;2;0;0
2020-11-23 02:15:00;4;1;0;0;0;1;0;0;1;0;0;0
2020-11-23 02:30:00;2;2;0;1;1;4;4;2;2;1;0;0
2020-11-23 02:45:00;3;1;0;0;0;3;3;2;2;1;0;0
2020-11-23 03:00:00;3;2;0;0;0;4;2;1;1;0;0;0
2020-11-23 03:15:00;3;4;0;1;2;2;1;0;1;2;0;0
2020-11-23 03:30:00;3;2;0;3;2;3;6;4;0;2;0;0
2020-11-23 03:45:00;6;2;1;0;1;5;3;0;0;3;0;0
2020-11-23 04:00:00;1;1;1;1;1;3;5;1;3;6;0;0
2020-11-23 04:15:00;5;7;1;1;1;4;3;1;7;1;0;0
2020-11-23 04:30:00;10;4;0;2;1;4;7;3;3;2;0;0
2020-11-23 04:45:00;15;10;0;2;3;9;5;3;8;4;0;0
2020-11-23 05:00:00;18;5;1;2;6;19;15;6;14;3;0;0
2020-11-23 05:15:00;42;21;1;6;7;38;30;4;26;6;0;0
2020-11-23 05:30:00;40;20;0;4;5;46;40;22;51;6;0;0
2020-11-23 05:45:00;40;18;1;9;21;47;66;27;33;11;1;0
2020-11-23 06:00:00;47;27;2;3;2;61;57;32;33;7;2;5
2020-11-23 06:15:00;56;26;2;8;11;76;78;51;45;16;1;5
2020-11-23 06:30:00;55;31;3;9;10;98;109;48;60;22;4;0
2020-11-23 06:45:00;56;44;2;12;20;122;115;83;64;25;4;13
2020-11-23 07:00:00;77;31;1;11;19;160;136;89;58;30;7;46
2020-11-23 07:15:00;66;26;4;20;25;228;178;105;66;19;5;15
2020-11-23 07:30:00;84;47;4;27;26;185;112;113;75;20;2;9
2020-11-23 07:45:00;80;61;14;18;24;154;113;91;92;20;5;4
2020-11-23 08:00:00;63;36;8;16;17;98;99;89;78;20;8;4
2020-11-23 08:15:00;66;39;4;16;14;108;88;65;48;24;1;0
2020-11-23 08:30:00;58;35;2;14;13;81;96;46;66;22;6;15
2020-11-23 08:45:00;60;28;4;15;15;100;103;59;58;17;0;1
2020-11-23 09:00:00;53;29;2;10;11;57;71;49;55;24;4;4
2020-11-23 09:15:00;56;36;4;10;12;64;76;47;48;14;4;0
2020-11-23 09:30:00;62;33;3;11;18;72;74;55;55;14;1;1
2020-11-23 09:45:00;64;44;4;7;15;59;66;41;62;13;1;2
2020-11-23 10:00:00;53;30;5;9;12;73;74;52;72;19;1;0
2020-11-23 10:15:00;67;36;4;3;7;77;79;66;66;10;1;3
2020-11-23 10:30:00;68;41;5;15;15;72;71;52;65;27;1;14
2020-11-23 10:45:00;63;43;1;8;10;63;74;54;66;15;2;1
2020-11-23 11:00:00;67;49;12;11;15;65;66;51;72;24;4;7
2020-11-23 11:15:00;88;47;11;16;18;53;71;59;60;23;2;7
2020-11-23 11:30:00;79;63;7;13;19;81;68;54;69;16;4;14
2020-11-23 11:45:00;70;37;3;13;17;60;69;48;66;17;1;1
2020-11-23 12:00:00;78;50;5;9;9;57;72;63;61;12;6;9
2020-11-23 12:15:00;70;38;14;15;19;70;87;46;55;17;1;12
2020-11-23 12:30:00;61;38;4;9;11;68;72;51;67;13;0;2
2020-11-23 12:45:00;76;56;4;21;24;87;68;51;75;28;3;3
2020-11-23 13:00:00;101;65;3;13;19;62;73;55;79;16;5;24
2020-11-23 13:15:00;123;92;9;15;16;91;87;63;81;14;8;21
2020-11-23 13:30:00;76;42;6;12;19;102;96;64;88;12;5;3
2020-11-23 13:45:00;66;50;6;11;17;91;94;60;95;18;5;1
2020-11-23 14:00:00;99;72;6;15;21;73;75;62;92;14;4;2
2020-11-23 14:15:00;88;55;7;11;12;78;71;70;66;17;1;16
2020-11-23 14:30:00;113;64;7;19;21;85;63;71;67;12;8;7
2020-11-23 14:45:00;81;51;7;16;23;96;75;84;88;16;2;5
2020-11-23 15:00:00;98;73;2;19;24;78;56;62;98;17;5;14
2020-11-23 15:15:00;122;77;9;17;23;104;77;66;97;19;5;8
2020-11-23 15:30:00;104;59;6;15;21;102;63;77;98;22;4;12
2020-11-23 15:45:00;125;83;7;17;26;88;69;70;114;27;1;1
2020-11-23 16:00:00;129;91;6;14;21;88;70;51;124;12;1;4
2020-11-23 16:15:00;115;79;8;21;20;109;71;93;126;16;9;7
2020-11-23 16:30:00;117;86;5;24;25;94;69;60;91;15;6;4
2020-11-23 16:45:00;120;93;6;25;21;113;64;63;116;15;8;5
2020-11-23 17:00:00;152;82;10;14;17;109;57;62;114;16;4;30
2020-11-23 17:15:00;103;72;6;14;20;85;75;53;94;12;1;5
2020-11-23 17:30:00;103;63;6;17;20;82;55;62;93;22;5;2
2020-11-23 17:45:00;86;47;4;11;14;76;61;41;84;16;4;10
2020-11-23 18:00:00;77;61;2;8;13;71;91;59;76;9;4;12
2020-11-23 18:15:00;81;58;7;3;8;59;66;47;54;16;3;3
2020-11-23 18:30:00;55;44;8;5;14;50;61;39;52;12;5;7
2020-11-23 18:45:00;67;39;3;8;13;50;50;37;44;13;6;0
2020-11-23 19:00:00;51;35;3;7;11;48;47;37;32;9;7;5
2020-11-23 19:15:00;51;21;4;6;10;37;48;34;40;11;5;17
2020-11-23 19:30:00;31;24;3;5;11;32;39;31;41;12;5;15
2020-11-23 19:45:00;27;15;4;4;8;28;30;17;40;15;2;14
2020-11-23 20:00:00;30;15;2;3;8;32;53;46;28;13;6;5
2020-11-23 20:15:00;44;21;1;3;5;30;33;23;17;7;0;0
2020-11-23 20:30:00;32;13;3;2;6;29;42;20;23;15;0;0
2020-11-23 20:45:00;24;16;1;4;6;24;25;18;13;7;0;0
2020-11-23 21:00:00;18;17;3;4;7;23;29;19;20;11;0;0
2020-11-23 21:15:00;24;11;3;6;7;26;28;22;18;9;0;0
2020-11-23 21:30:00;18;16;3;3;5;23;21;13;20;9;0;0
2020-11-23 21:45:00;13;11;2;2;7;23;17;11;13;9;0;0
2020-11-23 22:00:00;24;15;0;2;6;24;24;15;5;4;0;0
2020-11-23 22:15:00;39;13;4;2;10;26;21;18;6;8;0;0
2020-11-23 22:30:00;14;4;1;1;1;10;10;10;3;7;0;0
2020-11-23 22:45:00;12;9;0;4;3;8;12;7;7;7;0;0
2020-11-23 23:00:00;8;4;1;1;4;8;14;11;12;5;0;0
2020-11-23 23:15:00;5;2;1;2;5;9;6;4;3;2;0;0
2020-11-23 23:30:00;4;3;1;2;4;10;5;2;3;3;0;0
2020-11-23 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
